Firma Adı;Web Sitesi;E-Posta;Detay URL
Imtaş Oto Yedek Parça Gıda Ithalat Ihracat San. Ve Tic. Ltd.;http://www.imtasgrub.com;m.akdemir@imtasgrup.com;https://www.antalyaosb.org.tr/tr/firma/imtas-oto-yedek-parca-gida-ithalat-ihracat-san-ve-tic-ltd/150
Intercam San. Tic. A. Ş.;http://www.intercam.com.tr;info@intercam.com.tr;https://www.antalyaosb.org.tr/tr/firma/intercam-san-tic-a-s/152
ISITEK YATIRIM DANIŞMANLIK MÜHENDİSLİK VE ELEKTROMEKANİK SAN. VE;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/isitek-yatirim-danismanlik-muhendislik-ve-elektromekanik-san-ve/506
Işıldar Otomotiv Inşaat Turizm Ve Dayanıklı Tüketim Malları T;http://www.apachi.com.tr;naciye@isildar.com.tr info@isildar.com.tr;https://www.antalyaosb.org.tr/tr/firma/isildar-otomotiv-insaat-turizm-ve-dayanikli-tuketim-mallari-t/154
İBRAHİM İŞBİLİR ÇELİK YAPI İNŞAAT MÜTEAHHİTLİĞİ LTD. ŞTİ.;http://www.isbilircelik.com;isbilircelik@gmail.com;https://www.antalyaosb.org.tr/tr/firma/ibrahim-isbilir-celik-yapi-insaat-muteahhitligi-ltd-sti/145
İGSAŞ - İstanbul Gübre Sanayii A.Ş.;http://www.igsas.com.tr;"igsas@igsas.com.tr; ozgur.mezde@igsas.com.tr; mustafa.ozer@igsas.com.tr";https://www.antalyaosb.org.tr/tr/firma/igsas-istanbul-gubre-sanayii-a-s/155
İMA ÇELİK KONSRÜKSİYON DAMLA SULAMA SİSTEMLERİ VE MAKİNA İMALAT;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/ima-celik-konsruksiyon-damla-sulama-sistemleri-ve-makina-imalat/507
İMH Sağlık Hiz. Tem. Yön. Danışmanlık Güvenlik Sist. San. Ve Dış;http://www.memorial.com.tr;"kadir_memorial@hotmail.com; zohre.celikli@memorial.com; info.antalya@memorial.com";https://www.antalyaosb.org.tr/tr/firma/imh-saglik-hiz-tem-yon-danismanlik-guvenlik-sist-san-ve-dis/148
İmsa Mermer Inş. Taah. Turizm San. Ve Tic. Ltd. Şti.;http://www.imsamarble.com;info@imsamarble.com, asistan@imsamermer.com, muhasebe@imsamarble.com;https://www.antalyaosb.org.tr/tr/firma/imsa-mermer-ins-taah-turizm-san-ve-tic-ltd-sti/149
İMTAŞ OTO YEDEK PARÇA GIDA İTHALAT İHRACAT SAN. VE TİC. LTD. ŞTİ;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/imtas-oto-yedek-parca-gida-ithalat-ihracat-san-ve-tic-ltd-sti/508
İNARMA İNŞAAT TAAHHÜT TURİZM TEKSTİL GIDA HAYVANCILIK TİCARET VE;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/inarma-insaat-taahhut-turizm-tekstil-gida-hayvancilik-ticaret-ve/509
İNCEBACAK KESİCİ TAKIM İML. PLASTİK İNŞ. TİC. SAN. PAZ. İTHALAT;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/incebacak-kesici-takim-iml-plastik-ins-tic-san-paz-ithalat/510
İSMAİL VOLKAN MİMARLIK MÜHENDİSLİK İNŞAAT PAZARLAMA TİC. LTD. ŞT;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/ismail-volkan-mimarlik-muhendislik-insaat-pazarlama-tic-ltd-st/511
JİBİAR GIDA SANAYİ VE TİCARET A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/jibiar-gida-sanayi-ve-ticaret-a-s/371
K2E İNŞAAT MALZEMELERİ İTHALAT İHRACAT SANAYİ VE TİC. LTD. ŞTİ.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/k2e-insaat-malzemeleri-ithalat-ihracat-sanayi-ve-tic-ltd-sti/512
KALEİÇİ TATLICISI SANAYİ VE TİCARET A. Ş.;https://milklac.com/;info@milklac.com;https://www.antalyaosb.org.tr/tr/firma/kaleici-tatlicisi-sanayi-ve-ticaret-a-s/412
Kalfadoor Ahşap Sanayi Ticaret Ltd. Şti.;http://www.kalfadoor.com.tr/;nurullahkalfa@hotmail.com;https://www.antalyaosb.org.tr/tr/firma/kalfadoor-ahsap-sanayi-ticaret-ltd-sti/158
KAR PLUS İNŞAAT MALZEMELERİ SANAYİ VE TİCARET LTD. ŞTİ.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/kar-plus-insaat-malzemeleri-sanayi-ve-ticaret-ltd-sti/334
KAR-YAPI TASARIM KARTONPİYER İNŞAAT İMALAT TUR. TAŞIMA. TİC A.Ş;www.kar-yapi.com;"info@kar-yapi.com.tr; nazli.sari@kar-yapi.com.tr";https://www.antalyaosb.org.tr/tr/firma/kar-yapi-tasarim-kartonpiyer-insaat-imalat-tur-tasima-tic-a-s/295
KAR-YAPI TASARIM KARTONPİYER İNŞAAT İMALAT TURİZM TAŞIMACILIK;www.kar-yapi.com;"info@kar-yapi.com.tr; nazli.sari@kar-yapi.com.tr";https://www.antalyaosb.org.tr/tr/firma/kar-yapi-tasarim-kartonpiyer-insaat-imalat-turizm-tasimacilik/335
KARPAK TEKSTİL YIKAMA HİZMETLERİ LOJİSTİK İTHALAT İHRACAT SANAYİ;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/karpak-tekstil-yikama-hizmetleri-lojistik-ithalat-ihracat-sanayi/407
KARTAŞ GERİ DÖNÜŞÜM PLASTİK HURDA METAL İNŞAAT NAKLİYAT SANAYİ V;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/kartas-geri-donusum-plastik-hurda-metal-insaat-nakliyat-sanayi-v/513
KASCAR MAKİNA SANAYİ A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/kascar-makina-sanayi-a-s/413
Kassan Tarım Taşımacılık Plastik Sanayi Ve Tic. Ltd. Şti.;http://www.kasaplastik.com;info@kasaplastik.com  muhasebe@kasaplastik.com;https://www.antalyaosb.org.tr/tr/firma/kassan-tarim-tasimacilik-plastik-sanayi-ve-tic-ltd-sti/162
KAT-KAR MÜHENDİSLİK METAL SANAYİ İNŞAAT ELEKTRİK TURİZM TİC. A.Ş;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/kat-kar-muhendislik-metal-sanayi-insaat-elektrik-turizm-tic-a-s/514
KAVİKA PLASTİK SANAYİ VE TİCARET A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/kavika-plastik-sanayi-ve-ticaret-a-s/515
KAYA LAUNDRY TURİZM SANAYİ VE TİCARET A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/kaya-laundry-turizm-sanayi-ve-ticaret-a-s/516
KESKİN TİCARET SERA MALZEMELERİ SATIŞ MERKEZİ EKREM KESKİN VE OR;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/keskin-ticaret-sera-malzemeleri-satis-merkezi-ekrem-keskin-ve-or/517
KESTANECİLER ORMAN ÜRÜN. MOB. İNŞ. TAAH. OTO. KİRA. TUR. İTH. İH;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/kestaneciler-orman-urun-mob-ins-taah-oto-kira-tur-ith-ih/518
KIRMIZITAŞ AHŞAP PANEL İŞLEME VE PAZARLAMA SAN. TİC. A.Ş;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/kirmizitas-ahsap-panel-isleme-ve-pazarlama-san-tic-a-s/519
Kimko Kimyasal Üretim Araştırma Ve Ticaret Ltd. Şti.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/kimko-kimyasal-uretim-arastirma-ve-ticaret-ltd-sti/164
KLAS GERİ DÖNÜŞÜM SANAYİ TİCARET A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/klas-geri-donusum-sanayi-ticaret-a-s/520
Koçak Tic. Ve San. Ltd. Şti.;http://www.kocakcelik.com;info@kocakcelik.com  kocakcelik@hotmail.com;https://www.antalyaosb.org.tr/tr/firma/kocak-tic-ve-san-ltd-sti/165
KOPPERT BİYOLOJİK MÜCADELE VE POLİNASYON SİSTEMLERİ SANAYİ TİCAR;http://www.koppert.com.tr;info@koppert.com.tr aeroglu@koppert.com.tr;https://www.antalyaosb.org.tr/tr/firma/koppert-biyolojik-mucadele-ve-polinasyon-sistemleri-sanayi-ticar/166
KORALTÜRK BİLARDO SALONLARI VE AĞAÇ SANAYİ TİCARET LTD. ŞTİ;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/koralturk-bilardo-salonlari-ve-agac-sanayi-ticaret-ltd-sti/523
Kristal Endüstriyel Mutfak Çamaşırhane Makine Pazarlama Sanay;http://www.kristalendustriyel.com;info@crystal.com.tr r.kaynakci@crystal.com.tr;https://www.antalyaosb.org.tr/tr/firma/kristal-endustriyel-mutfak-camasirhane-makine-pazarlama-sanay/167
KRV YAĞ VE KEMİK SAN.TİC.A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/krv-yag-ve-kemik-san-tic-a-s/419
KURGU YÜRÜYEN MERDİVEN VE ASANSÖR SANAYİ TİC. A.Ş.;www.kurguasansor.com.tr;"kurguasansor@gmail.com; info@kurguasansor.com.tr";https://www.antalyaosb.org.tr/tr/firma/kurgu-yuruyen-merdiven-ve-asansor-sanayi-tic-a-s/277
Kutlu Avcı Ofset Sanayi ve Ticaret A.Ş.;http://www.kutluavci.com.tr;muhasebeorg@kutluavci.com.tr info@kutluavciambalaj.com;https://www.antalyaosb.org.tr/tr/firma/kutlu-avci-ofset-sanayi-ve-ticaret-a-s/170
Kutlu Avcı Ofset Sanayi ve Ticaret A.Ş.;http://www.parkaya.com.tr;muhasebeorg@kutluavci.com.tr info@kutluavciambalaj.com;https://www.antalyaosb.org.tr/tr/firma/kutlu-avci-ofset-sanayi-ve-ticaret-a-s/207
KUVER ENDÜSTRİYEL GIDA SANAYİ VE TİCARET A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/kuver-endustriyel-gida-sanayi-ve-ticaret-a-s/303
KÜRESEL TEDARİK VE TİCARET A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/kuresel-tedarik-ve-ticaret-a-s/524
LEVENT CAM SANAYİ VE TİCARET A.Ş.;www.leventcam.com;info@leventcam.com;https://www.antalyaosb.org.tr/tr/firma/levent-cam-sanayi-ve-ticaret-a-s/284
Levent Kimya San. Tic. A. Ş.;http://www.leventkimya.com.tr;info@leventkimya.com.tr arzu.karacan@leventkimya.com.tr;https://www.antalyaosb.org.tr/tr/firma/levent-kimya-san-tic-a-s/171
Lider Gübre Tarım Üretim Ve Pazarlama Sanayi Ticaret Limited;http://www.lidergubre.com.tr;hpakalin@hotmail.com;https://www.antalyaosb.org.tr/tr/firma/lider-gubre-tarim-uretim-ve-pazarlama-sanayi-ticaret-limited/172
LİNEER SOLAR ENERJİ MÜHENDİSLİK DANIŞMANLIK İNŞAAT SANAYİ VE TİC;https://lineersolar.com.tr/;info@LineerSolar.com.tr;https://www.antalyaosb.org.tr/tr/firma/lineer-solar-enerji-muhendislik-danismanlik-insaat-sanayi-ve-tic/373
LİR KOZMETİK OTEL EKİPMANLARI İMALAT İTH. İHR. SAN. VE TİC. LTD.;https://www.lirtr.com/;"info@lirtr.com; ozlem@lirtr.com";https://www.antalyaosb.org.tr/tr/firma/lir-kozmetik-otel-ekipmanlari-imalat-ith-ihr-san-ve-tic-ltd/358
LOGO MOBİLYA SAN. VE TİC. A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/logo-mobilya-san-ve-tic-a-s/526
LUX STEEL DEMİR ÇELİK SANAYİ VE TİC. LTD. ŞTİ.;https://www.luxsteel.net/;Info@luxsteel.net;https://www.antalyaosb.org.tr/tr/firma/lux-steel-demir-celik-sanayi-ve-tic-ltd-sti/394
MAF MOTORLU ARAÇLAR FABRİKASI SAN. VE TİC. A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/maf-motorlu-araclar-fabrikasi-san-ve-tic-a-s/527
Mahmut Özdamar- Özdamar Demir Boru Ve Profil End.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/mahmut-ozdamar-ozdamar-demir-boru-ve-profil-end/174
Mahmutoğulları Mak. San. Oto. Gıd. Tur. Inş. Taah. Tic. Ltd.;http://www.mahmutogullarimakina.com;mahmutogullari@hotmail.com info@mahmutogullarimakina.com;https://www.antalyaosb.org.tr/tr/firma/mahmutogullari-mak-san-oto-gid-tur-ins-taah-tic-ltd/175
Makro Tarım Inş. Taah. Tur. Paz. San. Tic. Ltd. Şti.;http://www.makrotarim.com.tr;makrotarim@makrotarim.com.tr   info@makrotari;https://www.antalyaosb.org.tr/tr/firma/makro-tarim-ins-taah-tur-paz-san-tic-ltd-sti/176
MAKROKİM KİMYASAL MADDELER SANAYİ VE TİCARET A.Ş.;http://www.makrokim.com/;info@markkagenetik.com.tr;https://www.antalyaosb.org.tr/tr/firma/makrokim-kimyasal-maddeler-sanayi-ve-ticaret-a-s/128
MARKKA GENETİK TARIM A.Ş.;http://www.markkagenetik.com.tr;"info@markkagenetik.com.tr; muhasebe1@markkagenetik.com.tr";https://www.antalyaosb.org.tr/tr/firma/markka-genetik-tarim-a-s/178
MARTAŞ OTOMOTİV VE YEDEK PARÇA TİCARET VE SANAYİ A.Ş.;http://martas.com.tr/tr-TR;yavuz.yuksel@martas.com.tr;https://www.antalyaosb.org.tr/tr/firma/martas-otomotiv-ve-yedek-parca-ticaret-ve-sanayi-a-s/336
Mavi Safir Çamaşırhane Mak. Mut. Cihaz. San. Ve Tic. Aş;envercan@mavisafir.com.tr;"kaankarace@mavisafir.com; info@tolkar.com.tr; muhasebe@mavisafir.com.tr";https://www.antalyaosb.org.tr/tr/firma/mavi-safir-camasirhane-mak-mut-cihaz-san-ve-tic-as/179
MAYA TARIM TİCARET SANAYİ LTD. ŞTİ.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/maya-tarim-ticaret-sanayi-ltd-sti/530
MEMSİS ÇEVRE TEKNOLOJİLERİ ARAŞTIRMA VE GELİŞTİRME LTD. ŞTİ;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/memsis-cevre-teknolojileri-arastirma-ve-gelistirme-ltd-sti/531
Merkez Anadolu Kimya Sanayi Üretim Pazarlama Taahhüt Ticaret;http://www.merkezanadolu.com.tr;info@merkezanadolu.com.tr;https://www.antalyaosb.org.tr/tr/firma/merkez-anadolu-kimya-sanayi-uretim-pazarlama-taahhut-ticaret/182
Metar Boya Izolasyon Inşaat Ve Inşaat Malzemeleri Sanayi Tica;http://www.metaryapi.com;muhasebe@metaryapi.com;https://www.antalyaosb.org.tr/tr/firma/metar-boya-izolasyon-insaat-ve-insaat-malzemeleri-sanayi-tica/183
Metaş Gurup Yapı Ürn. Pls. Alm. San. Tic. Ltd. Şti.;http://www.metasgroup.com.tr;ahmettaskin@metasgroup.com info@metasgroup.com.tr muhasebe@metasgroup.com.tr;https://www.antalyaosb.org.tr/tr/firma/metas-gurup-yapi-urn-pls-alm-san-tic-ltd-sti/184
Meyfar Tütün Mamülleri Turizm Sanayi Ve Ticaret Ltd. Şti.;www.meyfar.com;info@meyfar.com;https://www.antalyaosb.org.tr/tr/firma/meyfar-tutun-mamulleri-turizm-sanayi-ve-ticaret-ltd-sti/185
MEYTEK TESİSLER TEKNİK BAKIM ISITMA VE SOĞUTMA SİSTEMLERİ;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/meytek-tesisler-teknik-bakim-isitma-ve-sogutma-sistemleri/532
MK JEOTERMAL VE HAVUZ KİMYASALLARI METAL PLASTİK ÜR. END. TEM. M;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/mk-jeotermal-ve-havuz-kimyasallari-metal-plastik-ur-end-tem-m/533
MNT SAĞLIK HİZMETLERİ VE TİCARET A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/mnt-saglik-hizmetleri-ve-ticaret-a-s/534
MOBALYA ORMAN ÜRÜNLERİ SANAYİ VE TİCARET A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/mobalya-orman-urunleri-sanayi-ve-ticaret-a-s/535
MONOLİNE ENDÜSTRİYEL MUTFAK VE AÇIK BÜFE EKİPMANLARI SAN. LTD. Ş;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/monoline-endustriyel-mutfak-ve-acik-bufe-ekipmanlari-san-ltd-s/536
MP PLAS PLASTİK SANAYİ VE TİCARET LTD. ŞTİ.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/mp-plas-plastik-sanayi-ve-ticaret-ltd-sti/537
Mutlu Baharat Ith. Ihr. Tur. Inş. Taş. Amb. Gıda. Ltd. Şti.;http://www.mutlubaharat.com.tr;info@mutlubaharat.com.tr-mutlubaharat@hotmail;https://www.antalyaosb.org.tr/tr/firma/mutlu-baharat-ith-ihr-tur-ins-tas-amb-gida-ltd-sti/186
MY BABY TURİZM TİCARET LTD. ŞTİ.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/my-baby-turizm-ticaret-ltd-sti/233
Nalbantoğlu Demir Saç Inş. Taah. San. Tic. A. Ş.;http://www.nassansera.com;"mor@nalbantogludemir.com; lila@nalbantogludemir.com";https://www.antalyaosb.org.tr/tr/firma/nalbantoglu-demir-sac-ins-taah-san-tic-a-s/188
Nasreddin Orman Ürünleri Dekorasyon Peyzaj Inşaat Taahhüt Tur;https://www.naswood.com.tr/;"info@naskereste.com; info@nasreddingroup.com; ik@naswood.com.tr;  muhasebe@naswood.com.tr";https://www.antalyaosb.org.tr/tr/firma/nasreddin-orman-urunleri-dekorasyon-peyzaj-insaat-taahhut-tur/190
NATÜREL MAVİ GIDA MADDELERİ TAŞIMACILIK İNŞAAT TURİZM TİCARET VE;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/naturel-mavi-gida-maddeleri-tasimacilik-insaat-turizm-ticaret-ve/539
Netlog Lojistik Hizmetleri A. Ş;http://www.netlog.com.tr;timucin.pekin@netlog.com.tr;https://www.antalyaosb.org.tr/tr/firma/netlog-lojistik-hizmetleri-a-s/191
NN Metalurji A. Ş.;http://www.nnmetal.com.tr;info@nnmetal.com.tr  g.eken@nnmetal.com.tr;https://www.antalyaosb.org.tr/tr/firma/nn-metalurji-a-s/192
NOBEL ENERJİ ELEK. MÜH. MİMARLIK İNŞ. ÖZEL EĞİTİM TİC.SAN.LTDŞTİ;https://www.nobelmuhendislik.com/;info@nobelmuhendislik.com;https://www.antalyaosb.org.tr/tr/firma/nobel-enerji-elek-muh-mimarlik-ins-ozel-egitim-tic-san-ltdsti/337
Nobel Tarım Turz. Gıda Ith. Ihr. San. Ve Tic. Ltd. Şti.;http://www.nobeltarim.com;nobel@nobeltarim.com muhasebe@nobeltarim.com;https://www.antalyaosb.org.tr/tr/firma/nobel-tarim-turz-gida-ith-ihr-san-ve-tic-ltd-sti/193
NORM POLİÜRETAN CEPHE KAPLAMA VE YAPI ELEMANLARI İNŞAAT SANAYİ V;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/norm-poliuretan-cephe-kaplama-ve-yapi-elemanlari-insaat-sanayi-v/540
NOVELLHUG GROUP İÇECEK TUR. SAN. VE TİC. A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/novellhug-group-icecek-tur-san-ve-tic-a-s/414
NUME KİMYA ANALİTİK CİHAZLAR AR-GE DANIŞMANLIK HİZ.  MEDİKAL TEK;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/nume-kimya-analitik-cihazlar-ar-ge-danismanlik-hiz-medikal-tek/541
NURİ ÇINGI-ÇNG GRUP SU SPORLARI & MOBİLYA İMALATI;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/nuri-cingi-cng-grup-su-sporlari-mobilya-imalati/542
ODAK TARIM TİCARET LTD. ŞTİ.;http://www.odaktarim.com/;muhasebe@odaktarim.com;https://www.antalyaosb.org.tr/tr/firma/odak-tarim-ticaret-ltd-sti/380
OLCAN KAĞIT VE AMBALAJ SANAYİ TİCARET ANONİM ŞİRKETİ ANTALYA ŞUB;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/olcan-kagit-ve-ambalaj-sanayi-ticaret-anonim-sirketi-antalya-sub/390
Olimpos Laundry Tekstil, Temizlik Hizmetleri Ve Tur. San. Tic;http://www.olimposlaundry.com/;ifsaliye@olimposlandury.com;https://www.antalyaosb.org.tr/tr/firma/olimpos-laundry-tekstil-temizlik-hizmetleri-ve-tur-san-tic/196
ONCABİO TARIM HAYVANCILIK SANAYİ VE TİCARET LTD. ŞTİ.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/oncabio-tarim-hayvancilik-sanayi-ve-ticaret-ltd-sti/544
ONE AGRO KİMYA SAN. TİC. A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/one-agro-kimya-san-tic-a-s/545
OPERA OTEL EKİPMANLARI YATIRIM A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/opera-otel-ekipmanlari-yatirim-a-s/557
ORGANİZE TEKNİK HIRDAVAT TİCARET LTD. ŞTİ.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/organize-teknik-hirdavat-ticaret-ltd-sti/415
OSMANLI KAHVECİSİ GIDA İTHALAT İHRACAT SANAYİ VE TİCARET A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/osmanli-kahvecisi-gida-ithalat-ihracat-sanayi-ve-ticaret-a-s/546
Oto Doğu Ticaret Ve Sanayi A. Ş.;http://www.otodogu.com;rasim@otodogu.com;https://www.antalyaosb.org.tr/tr/firma/oto-dogu-ticaret-ve-sanayi-a-s/200
OZAY GROUP TARIM LTD. ŞTİ.;http://www.ozaytarim.com.tr/;"info@ozaytarim.com.tr; elminpoladov87@gmail.com";https://www.antalyaosb.org.tr/tr/firma/ozay-group-tarim-ltd-sti/369
Öğün Ekmek Unlu Mamülleri Gıda Yemekçilik Temizlik Inş. San.;http://www.ogunyemek.com;tarik.elcin@ogunyemek.com - adem.inal@ogunyemek.com - aysun.inal@ogunyemek.com - muhasebe@ogunyemek.com-info@ogunyemek.com;https://www.antalyaosb.org.tr/tr/firma/ogun-ekmek-unlu-mamulleri-gida-yemekcilik-temizlik-ins-san/195
ÖMER PLASTİK TİCARET VE SANAYİ A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/omer-plastik-ticaret-ve-sanayi-a-s/547
ÖMÜR ATEŞ PLASTİK İNŞ. DOĞALGAZ ENERJİ ENDÜSTRİYEL MAKİNE MADENC;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/omur-ates-plastik-ins-dogalgaz-enerji-endustriyel-makine-madenc/548
Ömür Cer. Alt Ve Tıbbi Mal. San. Tic. Ltd. Şti.;http://www.omurinsturuments.com;info@omurinstruments.com - omursurgicalins@superonline.com;https://www.antalyaosb.org.tr/tr/firma/omur-cer-alt-ve-tibbi-mal-san-tic-ltd-sti/198
Özgörkey Otomotiv Turizm Gıda Sanayi Ve Ticaret A. Ş.;http://www.ozgorkey.com;"laundry@ozgorkey.com; gokhan.aydogan@ozgorkey.com bahar.yildirim@ozgorkey.com";https://www.antalyaosb.org.tr/tr/firma/ozgorkey-otomotiv-turizm-gida-sanayi-ve-ticaret-a-s/203
ÖZLER TEKSTİL TİCARET SANAYİ TURİZM İNŞAAT GIDA İTHALAT İHRACAT;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/ozler-tekstil-ticaret-sanayi-turizm-insaat-gida-ithalat-ihracat/549
ÖZNE DOĞALGAZ VE ISITMA SOĞUTMA SİSTEMLERİ MÜHENDİSLİK TRAFO İNŞ;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/ozne-dogalgaz-ve-isitma-sogutma-sistemleri-muhendislik-trafo-ins/550
Öztaş Besicilik Gıda Ürünleri Inşaat Nakliyat Sanayi Ve Ticar;http://www.oztasbesi.com/;info@oztasbesi.com;https://www.antalyaosb.org.tr/tr/firma/oztas-besicilik-gida-urunleri-insaat-nakliyat-sanayi-ve-ticar/205
Özteknik Mermer Torna Makina Imalat Inş. Turizm Nakliyat San.;http://www.oz-teknik.com;oz-teknik@oz-teknik.com;https://www.antalyaosb.org.tr/tr/firma/ozteknik-mermer-torna-makina-imalat-ins-turizm-nakliyat-san/206
ÖZTİRYAKİLER MADENİ EŞYA SANAYİ VE TİC. A.Ş.;www.oztiryakiler.com.tr;oztiryakiler@oztiryakiler.com.tr;https://www.antalyaosb.org.tr/tr/firma/oztiryakiler-madeni-esya-sanayi-ve-tic-a-s/339
PARKAYA GIDA SAN.VE TİC.AŞ.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/parkaya-gida-san-ve-tic-as/551
PERDESAN JALUZİ CAM SANAYİ TİCARET A.Ş.;https://www.perdesanjaluzi.com.tr;info@perdesanjaluzi.com.tr;https://www.antalyaosb.org.tr/tr/firma/perdesan-jaluzi-cam-sanayi-ticaret-a-s/340
PERGE KAĞITÇILIK MAKİNA PLASTİK TEKSTİL İTHALAT İHRACAT AMBALAJ;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/perge-kagitcilik-makina-plastik-tekstil-ithalat-ihracat-ambalaj/278
PERGE PLASTİK KİMYA TARIM İNŞAAT GIDA TURİZM SANAYİ VE TİC. LTD.;http://www.pergeplastik.com.tr;info@pergeplastik.com.tr mustafa-nurlu@hotmail.com alpernurlu07@gmail.com;https://www.antalyaosb.org.tr/tr/firma/perge-plastik-kimya-tarim-insaat-gida-turizm-sanayi-ve-tic-ltd/208
PİDOK PLASTİK SANAYİ VE TİCARET A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/pidok-plastik-sanayi-ve-ticaret-a-s/552
Platin Kimya Müm. Ve Dış Tic. Ltd. Şti.;http://www.platinagro.com/;"ctastemur@platinkimya.com; fabrika@platinkimya.com";https://www.antalyaosb.org.tr/tr/firma/platin-kimya-mum-ve-dis-tic-ltd-sti/209
Pol-Kar;http://www.polkar.com;polkar@polkar.com;https://www.antalyaosb.org.tr/tr/firma/pol-kar/210
PONENTE GROUP KOMPOZİT TEKNOLOJİLERİ SAN. VE TİC. LTD. ŞTİ.;https://ponente.com.tr/;info@ponente.com.tr;https://www.antalyaosb.org.tr/tr/firma/ponente-group-kompozit-teknolojileri-san-ve-tic-ltd-sti/416
