Firma Adı;Sektör;Detay URL
KOTON İNŞAAT TURİZM MENSUCAT SAN. VE TİC. LTD. ŞTİ.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/koton-insaat-turizm-mensucat-san-ve-tic-ltd-sti/
KULA YAĞ VE EMEK YEM SANAYİ TİCARET A.Ş.;Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/kula-yag-ve-emek-yem-sanayi-ticaret-a-s/
KUMSAN SAN. KUMLARI ÜRT. TİC. LTD. ŞTİ.;Diğer Metalik Olmayan Mineral Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/kumsan-san-kumlari-urt-tic-ltd-sti/
Kurmeller Madencilik San. ve Tic. A.Ş.;Diğer İmalatlar;https://adanaorganize.org.tr/firma/kurmeller-madencilik-san-ve-tic-a-s/
Kyb Kimyasal Tekstil Plastik San. ve Tic. A. Ş.;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/kyb-kimyasal-tekstil-plastik-san-ve-tic-a-s/
KYK YAPI KİMYASALLARI SAN. VE TİC.A.Ş.;Diğer Metalik Olmayan Mineral Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/kyk-yapi-kimyasallari-san-ve-tic-a-s/
LARA CAM VE PVC ALM.PRO.İTH.İHR.İML.SAN.TİC.LTD.ŞTİ.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/lara-cam-ve-pvc-alm-pro-ith-ihr-iml-san-tic-ltd-sti/
Lider Solar Tekstil Enerji San. ve Tic. A. Ş.;Elektrikli Teçhizat İmalatı;https://adanaorganize.org.tr/firma/lider-solar-tekstil-enerji-san-ve-tic-a-s/
Limkon Gıda San.Ve Tic.A.Ş.;İçeceklerin İmalatı;https://adanaorganize.org.tr/firma/limkon-gida-san-ve-tic-a-s-2/
LİNK PANO İMALAT MÜHENDİSLİK SAN. VE TİC. LTD. ŞTİ.;Elektrikli Teçhizat İmalatı;https://adanaorganize.org.tr/firma/link-pano-imalat-muhendislik-san-ve-tic-ltd-sti/
MAGMETT DIŞ TİC. A. Ş.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/magmett-dis-tic-a-s/
MAKİNSAN TREYLER SAN. VE TİC. A. Ş.;Motorlu Kara Taşıtı, Treyler (Römork) ve Yarı Treylerin İmalatı;https://adanaorganize.org.tr/firma/makinsan-treyler-san-ve-tic-a-s/
MAKSER PVC MAKİNA SAN. VE TİC. LTD. ŞTİ.;Başka Yerde Sınıflandırılmamış Makina ve Ekipman İmalatı;https://adanaorganize.org.tr/firma/makser-pvc-makina-san-ve-tic-ltd-sti/
MARDAĞ GROUP TOBACCO TÜTÜN SAN. VE TİC. LTD. ŞTİ.;Tütün Ürünleri İmalatı;https://adanaorganize.org.tr/firma/mardag-group-tobacco-tutun-san-ve-tic-ltd-sti/
Marlateks Teknoloji Teks. Mak. ve Kim. San. Tic. A. Ş.;Diğer İmalatlar;https://adanaorganize.org.tr/firma/marlateks-teknoloji-teks-mak-ve-kim-san-tic-a-s/
Mavi Granül Plastik ve Geri Dönüşüm Sanayi Ticaret Limited Şirketi;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/mavi-granul-plastik-ve-geri-donusum-sanayi-ticaret-limited-sirketi/
MAVLAY İNŞAAT MOB.DEK.İTH.İHR.SAN.VE TİC.LTD.ŞTİ.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/mavlay-insaat-mob-dek-ith-ihr-san-ve-tic-ltd-sti/
MAY-AGRO SAN.VE TİC.A.Ş.;Diğer Metalik Olmayan Mineral Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/may-agro-san-ve-tic-a-s/
MAZLUM MANGTAY ÇELİK BORU SANAYİ VE TİCARET A.Ş.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/mazlum-mangtay-celik-boru-sanayi-ve-ticaret-a-s/
MEDENİ BASKÜL SAN. VE TİC.LTD.ŞTİ.;Bilgisayarların, Elektronik ve Optik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/medeni-baskul-san-ve-tic-ltd-sti/
MEKANİK EMLAK ORGANİZASYON İNŞ. İLKİM. SİS. DOĞALGAZ MÜH. SAN. VE TİC. LTD. ŞTİ.;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/mekanik-emlak-organizasyon-ins-ilkim-sis-dogalgaz-muh-san-ve-tic-ltd-sti/
MELTEM KİMYA VE TEKS.SAN.İTH.İHR. VE TİC.A.Ş. ORGANİZE SANAYİ PET POLYESTER TESİSLERİ ŞUBESİ;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/meltem-kimya-ve-teks-san-ith-ihr-ve-tic-a-s-organize-sanayi-pet-polyester-tesisleri-subesi/
Mes Ambalaj Sanayi ve Ticaret Limited Şirketi;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/mes-ambalaj-sanayi-ve-ticaret-limited-sirketi/
METALART ÇELİK ENDÜSTRİ MAK. İML. MONT. İNŞ. SAN. VE TİC. A. Ş.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/metalart-celik-endustri-mak-iml-mont-ins-san-ve-tic-a-s/
METEKS MODA DOKUMA KUM.SAN.VE TİC.LTD.ŞTİ.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/meteks-moda-dokuma-kum-san-ve-tic-ltd-sti/
METRO TOPLU YEMEK HİZMETLERİ TİC.LTD.ŞTİ.;Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/metro-toplu-yemek-hizmetleri-tic-ltd-sti/
MFC MAKİNA TEK.GIDA MOB.TAŞ.TEKS.İNŞ.SAN.DIŞ TİC.LTD.ŞTİ.;Elektrikli Teçhizat İmalatı;https://adanaorganize.org.tr/firma/mfc-makina-tek-gida-mob-tas-teks-ins-san-dis-tic-ltd-sti/
MİGROS TİC. A.Ş.;Diğer İmalatlar;https://adanaorganize.org.tr/firma/migros-tic-a-s/
MONDİ TURKEY OLUKLU MUKAVVA KAĞIT VE AMBALAJ SANAYİ ANONİM ŞİRKETİ;Ağaç, Ağaç Ürünleri ve Mantar Ürünleri İmalatı, Kağıt ve Kağıt Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/mondi-olmuksan-kagit-ve-ambalaj-sanayi-anonim-sirketi/
MOYA GIDA ŞEKERLEME SAN.VE TİC.LTD.ŞTİ.;Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/moya-gida-sekerleme-san-ve-tic-ltd-sti/
MS TÜTÜN VE TÜTÜN MAMULLERİ SİGARA KAĞ. MAKARON SAN. TİC. LTD. ŞTİ.;Tütün Ürünleri İmalatı;https://adanaorganize.org.tr/firma/ms-tutun-ve-tutun-mamulleri-sigara-kag-makaron-san-tic-ltd-sti/
MURAT METAL BORU PRO.DEM.İNŞ.TİC.VE SAN.LTD.ŞTİ.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/murat-metal-boru-pro-dem-ins-tic-ve-san-ltd-sti/
MUSTAFA ATASEVER;Diğer İmalatlar;https://adanaorganize.org.tr/firma/mustafa-atasever/
Nanchang Dongjin New Enerji Teknoloji San. Tic. Ltd. Şti.;Elektrikli Teçhizat İmalatı;https://adanaorganize.org.tr/firma/nanchang-dongjin-new-enerji-teknoloji-san-tic-ltd-sti/
Narlıca Gıda Sanayi ve Ticaret Anonim Şirketi;Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/narlica-gida-sanayi-ve-ticaret-anonim-sirketi/
Nazik İnşaat Madencilik ve Mermercilik San. ve Dış Tic. Ltd. Şti.;Diğer İmalatlar;https://adanaorganize.org.tr/firma/nazik-insaat-madencilik-ve-mermercilik-san-ve-dis-tic-ltd-sti/
NAZİK MERMER GRANİT MAD.SAN.VE DIŞ TİC. LTD.ŞTİ.;Diğer Metalik Olmayan Mineral Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/nazik-mermer-granit-mad-san-ve-dis-tic-ltd-sti/
NERGİZ TOPRAK MAHSULLERİ SAN.VE TİC.LTD.ŞTİ.;Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/nergiz-toprak-mahsulleri-san-ve-tic-ltd-sti/
NETAFIM SULAMA SİSTEMLERİ TİC.LTD.ŞTİ.;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/netafim-sulama-sistemleri-tic-ltd-sti/
NORM MÜH.MAK.SAN.TAAH.VE TİC.LTD.ŞTİ.;Başka Yerde Sınıflandırılmamış Makina ve Ekipman İmalatı;https://adanaorganize.org.tr/firma/norm-muh-mak-san-taah-ve-tic-ltd-sti/
NOVAN TEKSTİL SAN. TİC. LTD. ŞTİ.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/novan-tekstil-san-tic-ltd-sti/
Noyaner Motorlu Araçlar Endüstriyel Ürünler San. ve Tic. Ltd. Şti.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/noyaner-motorlu-araclar-endustriyel-urunler-san-ve-tic-ltd-sti/
NT KOÇAK METAL SAN. TAR. GIDA İNŞ. NAK. TEKS. SAN. VE TİC. LTD. ŞTİ.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/nt-kocak-metal-san-tar-gida-ins-nak-teks-san-ve-tic-ltd-sti/
NUR İLAÇ VE İLAÇLAMA MAK.PAZ.VE SER.HİZ.LTD.ŞTİ.;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/nur-ilac-ve-ilaclama-mak-paz-ve-ser-hiz-ltd-sti/
NUR-İŞ PVC KERESTE İNŞ.TAAH.YAPI ELEMANLARI PAZ.SAN.VE TİC.LTD.ŞTİ.;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/nur-is-pvc-kereste-ins-taah-yapi-elemanlari-paz-san-ve-tic-ltd-sti/
Nurpelet Gıda ve Enerji Sanayi Ticaret Limited Şirketi;Ağaç, Ağaç Ürünleri ve Mantar Ürünleri İmalatı;https://adanaorganize.org.tr/firma/nurpelet-gida-ve-enerji-sanayi-ticaret-limited-sirketi/
ODİON METAL SANAYİ LİMİTED ŞİRKETİ;Motorlu Kara Taşıtı, Treyler (Römork) ve Yarı Treylerin İmalatı;https://adanaorganize.org.tr/firma/odion-metal-sanayi-limited-sirketi/
OFİS YEM GIDA SANAYİ TİCARET ANONİM ŞİRKETİ;Diğer Metalik Olmayan Mineral Ürünlerin İmalatı, Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/ofis-yem-gida-sanayi-ticaret-anonim-sirketi/
OĞUZ GIDA SAN.VE TİC.A.Ş.;İçeceklerin İmalatı;https://adanaorganize.org.tr/firma/oguz-gida-san-ve-tic-a-s/
OĞUZ TEKSTİL SAN.VE TİC. A.Ş.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/oguz-tekstil-san-ve-tic-a-s/
OLGÜN EMLAK TEKSTİL TAŞ. GIDA İNŞ. TAAH. SAN. VE TİC. LTD. ŞTİ.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/olgun-emlak-tekstil-tas-gida-ins-taah-san-ve-tic-ltd-sti/
OMNİA NİŞASTA SAN. VE TİC. A.Ş.;Gıda Ürünleri İmalatı, Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/omnia-nisasta-san-ve-tic-a-s/
ONAY ÇELİK DÖKÜM;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/onay-celik-dokum/
ORGANİVO VİA GÜBRE İMALAT İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/organivo-via-gubre-imalat-ith-ihr-san-ve-tic-ltd-sti/
ORİS TARIM GÜBRE SANAYİ VE TİC.LTD.ŞTİ.;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/oris-tarim-gubre-sanayi-ve-tic-ltd-sti/
Orn Tobacco Tütün ve Tütün Mam. San. ve Tic. Ltd. Şti.;Tütün Ürünleri İmalatı;https://adanaorganize.org.tr/firma/orn-tobacco-tutun-ve-tutun-mam-san-ve-tic-ltd-sti/
ORTADOĞU ALÜMİNYUM SAN. VE TİC. A. Ş.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/ortadogu-aluminyum-san-ve-tic-a-s/
Ortadoğu Eps Ambalaj İnş. Plast. İth. İhr. San. ve Tic. Ltd. Şti.;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/ortadogu-eps-ambalaj-ins-plast-ith-ihr-san-ve-tic-ltd-sti/
OTS ORGANİZE TEKSTİL SANAYİ VE TİCARET LİMİTED ŞİRKETİ;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/ots-organize-tekstil-sanayi-ve-ticaret-limited-sirketi/
OVA TEKSTİL SAN.VE TİC.LTD.ŞTİ.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/ova-tekstil-san-ve-tic-ltd-sti/
OYAK ÇİMENTO FABRİKALARI ANONİM ŞİRKETİ;Diğer Metalik Olmayan Mineral Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/oyak-cimento-fabrikalari-anonim-sirketi/
Öner Separator San. Tic. Ltd. Şti.;Başka Yerde Sınıflandırılmamış Makina ve Ekipman İmalatı;https://adanaorganize.org.tr/firma/oner-separator-san-tic-ltd-sti-2/
ÖNER TARIM GIDA İTH. İHR. A. Ş.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/oner-tarim-gida-ith-ihr-a-s/
ÖZ-KA TARIM ÜRÜNLERİ İTHALAT İHRACAT VE TİCARET LİMİTED ŞİRKETİ;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/oz-ka-tarim-urunleri-ithalat-ihracat-ve-ticaret-limited-sirketi/
Öz-Ökmenler Orman Ürünleri-İnşaat- Ticaret ve Sanayi Limited Şirketi;Ağaç, Ağaç Ürünleri ve Mantar Ürünleri İmalatı;https://adanaorganize.org.tr/firma/oz-okmenler-orman-urunleri-insaat-ticaret-ve-sanayi-limited-sirketi-2/
ÖZ-ÖKMENLER ORMAN ÜRÜNLERİ-İNŞAAT- TİCARET VE SANAYİ LİMİTED ŞİRKETİ;Ağaç, Ağaç Ürünleri ve Mantar Ürünleri İmalatı;https://adanaorganize.org.tr/firma/oz-okmenler-orman-urunleri-insaat-ticaret-ve-sanayi-limited-sirketi/
ÖZERCİYES TARIM ÜRN.SAN.VE TİC.LTD.ŞTİ.;Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/ozerciyes-tarim-urn-san-ve-tic-ltd-sti/
Özka Granül Plastik Amb. San. Tic. Ltd. Şti.;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/ozka-granul-plastik-amb-san-tic-ltd-sti/
ÖZKANLAR BASKÜL SAN.VE TİC.LTD.ŞTİ.;Bilgisayarların, Elektronik ve Optik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/ozkanlar-baskul-san-ve-tic-ltd-sti/
ÖZKOL ALÜMİNYUM MAK. PLAS. İTH. İHR. SAN. TİC. LTD. ŞTİ.;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/ozkol-aluminyum-mak-plas-ith-ihr-san-tic-ltd-sti/
ÖZLER TARIM ÜRÜNLERİ ÜRETİM PAZARLAMA SANAYİ VE TİCARET ANONİM ŞİRKETİ;Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/ozler-tarim-urunleri-uretim-pazarlama-sanayi-ve-ticaret-anonim-sirketi/
Özlü Kardeşler Pet. Ürn. ve Paz. İth. İhr. Ltd. Şti.;Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/ozlu-kardesler-pet-urn-ve-paz-ith-ihr-ltd-sti/
ÖZPINAR TİC. PAZ. VE SAN. LTD. ŞTİ.;Mobilya İmalatı;https://adanaorganize.org.tr/firma/ozpinar-tic-paz-ve-san-ltd-sti/
ÖZTEKNİK ENERJİ ELEKTROMARKET ELEKTRİK MAK. MOTOR BOBİNAJ İMALAT TAAH. SAN. İÇ VE DIŞ TİC.LTD.ŞTİ.;Elektrikli Teçhizat İmalatı;https://adanaorganize.org.tr/firma/ozteknik-enerji-elektromarket-elektrik-mak-motor-bobinaj-imalat-taah-san-ic-ve-dis-tic-ltd-sti/
Paleks Geri Dönüşüm Çözümleri Anonim Şirketi;Ağaç, Ağaç Ürünleri ve Mantar Ürünleri İmalatı;https://adanaorganize.org.tr/firma/paleks-geri-donusum-cozumleri-anonim-sirketi/
PALMİYE DOKUMA İPLİK TEKSTİL SAN. VE TİC. A. Ş.;Giyim Eşyalarının İmalatı, Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/palmiye-dokuma-iplik-tekstil-san-ve-tic-a-s/
PANEKS TEKS. SAN.VE TİC. LTD. ŞTİ.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/paneks-teks-san-ve-tic-ltd-sti/
PANEL ELEKTRİK HİDROLİK MAKİNA SAN.VE TİC.LTD.ŞTİ.;Elektrikli Teçhizat İmalatı;https://adanaorganize.org.tr/firma/panel-elektrik-hidrolik-makina-san-ve-tic-ltd-sti/
Park Holding A.Ş.;Kayıtlı Medyanın Basılması ve Çoğaltılması;https://adanaorganize.org.tr/firma/park-holding-a-s/
PARLAK BOYA SAN.VE TİC.LTD.ŞTİ.;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/parlak-boya-san-ve-tic-ltd-sti/
PARPEN PLASTİK TEKS. GIDA İTH. İHR. TİC. SAN. LTD. ŞTİ.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/parpen-plastik-teks-gida-ith-ihr-tic-san-ltd-sti/
PEBA TEKSTİL SAN.VE TİC.A.Ş.;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/peba-tekstil-san-ve-tic-a-s/
PEKCAN KİMYA TEKSTİL SAN. VE TİC. LTD. ŞTİ.;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/pekcan-kimya-tekstil-san-ve-tic-ltd-sti/
PERİL KOLLEKTİF ŞİRKETİ BÜLENT ERTÜYÜN VE ORTAĞI;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/peril-kollektif-sirketi-bulent-ertuyun-ve-ortagi/
PEROS KİMYA KAĞ.HİJ.ÜRN.DET.VE TEM.SAN.TİC. A.Ş.;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/peros-kimya-kag-hij-urn-det-ve-tem-san-tic-a-s/
Petkin Dış Ticaret Limited Şirketi;Kok Kömürü ve Rafine Edilmiş Petrol Ürünleri İmalatı;https://adanaorganize.org.tr/firma/petkin-dis-ticaret-limited-sirketi/
PİDOK PLASTİK SANAYİ VE TİCARET ANONİM ŞİRKETİ;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/pidok-plastik-sanayi-ve-ticaret-anonim-sirketi/
PİLYEM GIDA TARIM SAN.VE TİC. A.Ş.;Diğer Metalik Olmayan Mineral Ürünlerin İmalatı, Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/pilyem-gida-tarim-san-ve-tic-a-s/
PLASTEKS PLAS.TEKS.AMB.SAN.VE TİC. A.Ş.;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/plasteks-plas-teks-amb-san-ve-tic-a-s/
Plaş Plastik Ambalaj San. ve Tic. A.Ş.;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/plas-plastik-ambalaj-san-ve-tic-a-s/
Polat Sebze Meyve Narenciye San. ve Tic. A. Ş.;Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/polat-sebze-meyve-narenciye-san-ve-tic-a-s/
POLİSAN YAPIKİM YAPI KİMYASALLARI SAN. VE TİC. A. Ş.;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/polisan-yapikim-yapi-kimyasallari-san-ve-tic-a-s/
Proper Perlit Gıda Kimya İth. İhr. ve San. Tic. Ltd. Şti.;Diğer Metalik Olmayan Mineral Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/proper-perlit-gida-kimya-ith-ihr-ve-san-tic-ltd-sti/
PROSER POLİMER BOYA KİMYA MAKİNA TEKSTİL İNŞ. İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/proser-polimer-boya-kimya-makina-tekstil-ins-ith-ihr-san-ve-tic-ltd-sti/
RAMAZAN SERT;Diğer İmalatlar;https://adanaorganize.org.tr/firma/ramazan-sert/
RASTAŞ AMB.KAPAK MAK.SAN.VE TİC.LTD.ŞTİ.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/rastas-amb-kapak-mak-san-ve-tic-ltd-sti/
RAYVAG VAGON SAN. VE TİC A.Ş.;Diğer Ulaşım Araçlarının İmalatı;https://adanaorganize.org.tr/firma/rayvag-vagon-san-ve-tic-a-s/
REALTEKS TEKSTİL DENİM İŞLETMELERİ ANONİM ŞİRKETİ;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/realteks-tekstil-denim-isletmeleri-anonim-sirketi/
RECONSAN TÜTÜN SAN. VE TİC. LTD. ŞTİ.;Tütün Ürünleri İmalatı;https://adanaorganize.org.tr/firma/reconsan-tutun-san-ve-tic-ltd-sti/
Rhosus Mobility Elektrikli Ulaşım Araçları San. ve Tic. A. Ş.;Diğer Ulaşım Araçlarının İmalatı;https://adanaorganize.org.tr/firma/rhosus-mobility-elektrikli-ulasim-araclari-san-ve-tic-a-s/
RİGA BOYA YAPI KİM.MADENİ YAĞ SAN.TİC.LTD.ŞTİ.;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/riga-boya-yapi-kim-madeni-yag-san-tic-ltd-sti/
Rimaş Deri Gıda ve Hayvan Ürünleri San. ve Tic. Ltd. Şti.;Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/rimas-deri-gida-ve-hayvan-urunleri-san-ve-tic-ltd-sti/
ROYAL PANO ELEKTRİK YANGIN SÖNDÜRME SİS. İNŞ. SAN. VE TİC. LTD. ŞTİ.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/royal-pano-elektrik-yangin-sondurme-sis-ins-san-ve-tic-ltd-sti/
Rt Kauçuk Poliüretan ve Makina San. Tic. Ltd. Şti.;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/rt-kaucuk-poliuretan-ve-makina-san-tic-ltd-sti/
Ruşen Civata Otomotiv Sanayi ve Ticaret Ltd. Şti.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/rusen-civata-otomotiv-sanayi-ve-ticaret-ltd-sti/
SAADET ALDEMİR ALD KAĞIT BARDAK ÜRETİM;Kağıt ve Kağıt Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/saadet-aldemir-ald-kagit-bardak-uretim/
SABUNCULAR SOĞUK HAVA DEPOSU KÖMÜRCÜLÜK GIDA TAR.ÜRN.NAK.İNŞ.TAAH.AMB.SAN. VE TİC.LTD.ŞTİ.;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/sabuncular-soguk-hava-deposu-komurculuk-gida-tar-urn-nak-ins-taah-amb-san-ve-tic-ltd-sti/
SAFAŞ SAF PLASTİK SAN. VE TİC.A.Ş.;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/safas-saf-plastik-san-ve-tic-a-s/
SAINT GOBAİN WEBER YAPI KİMYASALLARI SAN.VE TİC. A.Ş.;Diğer Metalik Olmayan Mineral Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/saint-gobain-weber-yapi-kimyasallari-san-ve-tic-a-s/
SAMİ TRAFO ANONİM ŞİRKETİ;Elektrikli Teçhizat İmalatı;https://adanaorganize.org.tr/firma/sami-trafo-anonim-sirketi/
SAMSUN MAKİNA SAN. A.Ş.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/samsun-makina-san-a-s/
SARMAK MAKİNA KOMPRESÖR POMPA SAN.VE TİC. A.Ş.;Başka Yerde Sınıflandırılmamış Makina ve Ekipman İmalatı;https://adanaorganize.org.tr/firma/sarmak-makina-kompresor-pompa-san-ve-tic-a-s/
SARTEKS MAKİNA SAN.VE TİC. A. Ş.;Başka Yerde Sınıflandırılmamış Makina ve Ekipman İmalatı;https://adanaorganize.org.tr/firma/sarteks-makina-san-ve-tic-a-s/
SARTEN AMBALAJ SAN. VE TİC. A.Ş.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/sarten-ambalaj-san-ve-tic-a-s/
SCA METAL İNŞ.TAAH.YALITIM İZOLASYON SAN. VE TİC. A.Ş.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/sca-metal-ins-taah-yalitim-izolasyon-san-ve-tic-a-s/
SEMBOL MAKİNE DÖKÜM SAN.VE TİC. A.Ş.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/sembol-makine-dokum-san-ve-tic-a-s/
SENAPA STAMPA AMB. SAN. VE TİC. A.Ş.;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/senapa-stampa-amb-san-ve-tic-a-s/
SEPAŞ PLASTİK AMBALAJ SANAYİ VE TİCARET ANONİM ŞİRKETİ;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/sepas-plastik-ambalaj-sanayi-ve-ticaret-anonim-sirketi/
SERA ELEKTROMARKET SAN.İÇ VE DIŞ TİC.LTD.ŞTİ.;Elektrikli Teçhizat İmalatı;https://adanaorganize.org.tr/firma/sera-elektromarket-san-ic-ve-dis-tic-ltd-sti/
SERA ENDÜSTRİYEL AMBALAJ GIDA LOJİSTİK  SAN. VE TİC. LTD. ŞTİ.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/sera-endustriyel-ambalaj-gida-lojistik-san-ve-tic-ltd-sti/
SERRA OLUKLU MUKAVVA İMALATI SAN. VE TİC. A.Ş.;Kağıt ve Kağıt Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/serra-oluklu-mukavva-imalati-san-ve-tic-a-s/
SES KİMYA SAN.VE TİC.LTD.ŞTİ.;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/ses-kimya-san-ve-tic-ltd-sti/
SET TOHUMCULUK GIDA TARIM SAN.VE TİC. A.Ş.;Diğer Metalik Olmayan Mineral Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/set-tohumculuk-gida-tarim-san-ve-tic-a-s/
SEVDİ TEKSTİL SAN. VE TİC. LTD. ŞTİ.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/sevdi-tekstil-san-ve-tic-ltd-sti/
