OSB;FirmaAdi;WebSitesi;Domain;Email
"Başkent Ankara OSB";"ARSDEF MÜHENDİSLİK SAVUNMA TEKNOLOJİLERİ A.Ş.";"https://www.arsdef.com.tr";"arsdef.com.tr";""
"Başkent Ankara OSB";"ART MİMARİ VE ENDÜSTRİYEL TASARIM HİZMETLERİ LTD ŞTİ.";"";"";""
"Başkent Ankara OSB";"ARTUKBEY KAHVE A.Ş.";"https://www.artukbey.com";"artukbey.com";""
"Başkent Ankara OSB";"ASELSAN ELEKTRONİK SANAYİ VE TİCARET A.Ş.";"https://www.aselsan.com.tr";"aselsan.com.tr";""
"Başkent Ankara OSB";"ASLAZER İNŞAAT MAKİNA SANAYİ VE DIŞ TİCARET LTD.ŞTİ.-BAŞKENT OSB ŞUBESİ";"";"";""
"Başkent Ankara OSB";"ASTEK KAPLAMA VE ASFALT TEKNOLOJİLERİ İNŞAAT SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.asfaltkaplama.com";"asfaltkaplama.com";""
"Başkent Ankara OSB";"ATAK MÜHENDİSLİK İNŞAAT SAN. VE TİC. A.Ş.";"https://www.atakeng.com.tr";"atakeng.com.tr";""
"Başkent Ankara OSB";"ATALAY ENJEKSİYON SONDAJ DELGİ MAKİNE İMALAT İNŞAAT MADENCİLİK MÜHENDİSLİK İTHALAT İHRACAT SANAYİ VE";"https://www.atalaysondajmak.com;";"atalaysondajmak.com;";""
"Başkent Ankara OSB";"ATAY TEKNOLOJİ A.Ş.";"https://www.atayteknoloji.com.tr";"atayteknoloji.com.tr";""
"Başkent Ankara OSB";"ATMACA GRUP HIRDAVAT İNŞAAT MALZEMELERİ A.Ş.";"";"";""
"Başkent Ankara OSB";"AYA SONDAJ HİZMETLERİ TİCARET VE SANAYİ A.Ş.";"https://www.aya-ds.com";"aya-ds.com";""
"Başkent Ankara OSB";"AYDURAN ELEKTRİK TAAHHÜT VE TİCARET LTD.ŞTİ.";"http://www.ayduran.com/tr/";"ayduran.com";""
"Başkent Ankara OSB";"AYGE SAC METAL LTD. ŞTİ.";"https://aygemetal.com";"aygemetal.com";""
"Başkent Ankara OSB";"AYM ANADOLU YAPI MAKİNA MÜHENDİSLİK MÜŞAVİRLİK SANAYİ VE TİCARET LTD.ŞTİ.";"https://aymmuhendislik.com.tr";"aymmuhendislik.com.tr";""
"Başkent Ankara OSB";"AYMED İLAÇ SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.aymedilac.com/";"aymedilac.com";""
"Başkent Ankara OSB";"AZAPOĞLU MAKİNA A.Ş.";"https://azapoglumakina.com";"azapoglumakina.com";""
"Başkent Ankara OSB";"AZP TRANSFORMATÖR MÜHENDİSLİK İMALAT MAKİNA SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.azptrafo.com";"azptrafo.com";""
"Başkent Ankara OSB";"BAS ENDÜSTRİYEL ÇÖZÜMLER VE MÜHENDİSLİK UYGULAMA LTD.ŞTİ.";"https://www.bas-tr.com";"bas-tr.com";""
"Başkent Ankara OSB";"BAŞARAN GRUP ÇELİK ENERJİ YAPI SANAYİ VE TİCARET LTD.ŞTİ.";"https://basaranvinc.com";"basaranvinc.com";""
"Başkent Ankara OSB";"BAŞARI ARGE ENERJİ TEKNOLOJİLERİ ELEKTRİK ELEKTRONİK YAZILIM MAKİNA SANAYİ VE TAAHHÜT TİCARET A.Ş.";"https://www.basarienerji.com.tr";"basarienerji.com.tr";""
"Başkent Ankara OSB";"BAŞKENT ORGANİZE SANAYİ BÖLGESİ";"";"";""
"Başkent Ankara OSB";"BAŞKENT TEKNİK HIRDAVAT MAKİNE CIVATA SANAYİ TİCARET LTD. ŞTİ.";"https://www.baskenthirdavat.com.tr";"baskenthirdavat.com.tr";""
"Başkent Ankara OSB";"BAŞÖZ ENERJİ TAAHHÜT TİCARET VE SANAYİ A.Ş.";"https://www.basozenerji@com.tr";"com.tr";""
"Başkent Ankara OSB";"BAYKALLAR METAL SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.baykallarmetal.com";"baykallarmetal.com";""
"Başkent Ankara OSB";"BAYLAN MATBAACILIK PAZARLAMA AMBALAJ SANAYİ DIŞ TİCARET A.Ş.";"https://www.baylanmatbaacilik.com";"baylanmatbaacilik.com";""
"Başkent Ankara OSB";"BAYNOVA TEKNOLOJİ A.Ş.";"";"";""
"Başkent Ankara OSB";"BAYSAL TOHUMCULUK GIDA HAYVANCILIK SANAYİ TİCARET LTD.ŞTİ.";"https://www.bayvital.com.tr";"bayvital.com.tr";""
"Başkent Ankara OSB";"BCC TOPLU YEMEK ÜRETİM HİZMETLERİ A.Ş.";"https://www.bcccatering.com.tr";"bcccatering.com.tr";""
"Başkent Ankara OSB";"BEK BOYA SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.bekboya.com.tr";"bekboya.com.tr";""
"Başkent Ankara OSB";"BERDEMİR ENERJİ TESİSLERİ MÜHENDİSLİK MÜTEAHHİTLİK SANAYİ VE DIŞ TİCARET LTD. ŞTİ.";"";"";""
"Başkent Ankara OSB";"BERGAMO METAL YAPI ELEMANLARI İNŞAAT EMLAK TAŞIMACILIK OTOMOTİV MADENCİLİK SANAYİ VE TİCARET LTD.ŞT";"https://www.bmbs.com.tr";"bmbs.com.tr";""
"Başkent Ankara OSB";"BERGAMO METAL YAPI ELEMANLARI İNŞAAT EMLAK TAŞIMACILIK OTOMOTİV MADENCİLİK SANAYİ VE TİCARET LTD.ŞT";"";"";""
"Başkent Ankara OSB";"BERGAMO METAL YAPI ELEMANLARI İNŞAAT EMLAK TAŞIMACILIK OTOMOTİV MADENCİLİK SANAYİ VE TİCARET LTD.ŞTİ";"https://www.bmbs.com.tr";"bmbs.com.tr";""
"Başkent Ankara OSB";"BES MÜHENDİSLİK MÜŞAVİRLİK TİCARET LTD. ŞTİ.";"https://www.besmuhendislik.com.tr";"besmuhendislik.com.tr";""
"Başkent Ankara OSB";"BESTEK İNŞAAT ELEKTRONİK TEKSTİL GIDA KİMYA İTHALAT İHRACAT SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"BETA İŞ MAKİNALARI SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.beta-mix.com.tr";"beta-mix.com.tr";""
"Başkent Ankara OSB";"BETON TEKN.BETON MAKİNALARI SANAYİ TİCARET TAAHHÜT İTHALAT İHRACAT LTD.ŞTİ.";"https://www.betonteknik.com";"betonteknik.com";""
"Başkent Ankara OSB";"BEYAZGRUP SAĞLIK ÜRÜNLERİ İMALAT SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.beyazgrup.org";"beyazgrup.org";""
"Başkent Ankara OSB";"BİOLAB LABORATUVAR CİHAZLARI SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.biolab.com.tr";"biolab.com.tr";""
"Başkent Ankara OSB";"BİR-ER ELEKTRİK SİSTEMLERİ YAPIM MÜHENDİSLİK SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.birerelektrik.com";"birerelektrik.com";""
"Başkent Ankara OSB";"BİRİKİM MÜHENDİSLİK VE ENDÜSTRİYEL YÜKLENİM A.Ş.";"https://www.birikimmuhendislik.com.tr";"birikimmuhendislik.com.tr";""
"Başkent Ankara OSB";"BİTE BİLİŞİM TEKNOLOJİLERİ SANAYİ VE TİCARET A.Ş.";"https://www.bite.com.tr";"bite.com.tr";""
"Başkent Ankara OSB";"BMS SAVUNMA TEKNOLOJİLERİ A.Ş.";"https://www.bmsdefence.com";"bmsdefence.com";""
"Başkent Ankara OSB";"BOLTAŞ METAL SANAYİ VE TİCARET A.Ş.";"https://www.boltasmetal.com.tr";"boltasmetal.com.tr";""
"Başkent Ankara OSB";"BONETA İTHALAT İHRACAT A.Ş.";"https://www.boneta.com.tr";"boneta.com.tr";""
"Başkent Ankara OSB";"BORAN ÇELİK DÖKÜM SANAYİ VE TİCARET A.Ş.";"https://www.borancelik.com.tr";"borancelik.com.tr";""
"Başkent Ankara OSB";"BOZ TIBBİ MALZEME SANAYİ VE TİCARET A.Ş.";"https://www.boztibbi.com";"boztibbi.com";""
"Başkent Ankara OSB";"BOZDAĞ MÜHENDİSLİK MAKİNA SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.bozdag.com.tr/";"bozdag.com.tr";""
"Başkent Ankara OSB";"BRONZ OTOMOTİV SANAYİ VE DIŞ TİCARET A.Ş.";"https://www.bronzotomotiv.com";"bronzotomotiv.com";""
"Başkent Ankara OSB";"BSİ AYDINLATMA SANAYİ VE TİCARET A.Ş.";"https://www.bsilighting.com";"bsilighting.com";""
"Başkent Ankara OSB";"BUTA TOBACCO TÜTÜN ÜRÜNLERİ TOPTAN PERAKENDE İTHALAT İHRACAT SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"BÜLBÜLOĞLU VİNÇ SANAYİ VE TİCARET A.Ş.";"https://www.bvs.com.tr";"bvs.com.tr";""
"Başkent Ankara OSB";"BÜNYAMİN ATILGAN";"";"";""
"Başkent Ankara OSB";"BY TOHUM ÜRETİM DANIŞMANLIK SANAYİ TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"C.C. MAKİNA SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.ccmakina.com";"ccmakina.com";""
"Başkent Ankara OSB";"CAPSSUN PLASTİK YALITIM VE KİMYA SANAYİ A.Ş.";"https://www.capssun.com";"capssun.com";""
"Başkent Ankara OSB";"CEYLAN GRUP METAL OKSİT KİMYA ÜRETİM MAKİNE HURDA İTHALAT İHRACAT SANAYİ VE TİCARET LTD. ŞTİ.";"http://www.ceylangrypmetal.com/";"ceylangrypmetal.com";""
"Başkent Ankara OSB";"CORPUS VAC VAKUM SİSTEMLERİ SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.corpusvac.com";"corpusvac.com";""
"Başkent Ankara OSB";"COUGAR SONDAJ HİZMETLERİ TİC. VE SAN. LTD. ŞTİ.";"https://www.cougards.com";"cougards.com";""
"Başkent Ankara OSB";"CRM MAKİNA SANAYİ VE TİCARET A.Ş.";"";"";""
"Başkent Ankara OSB";"CSAN SAVUNMA ENERJİ A.Ş.";"";"";""
"Başkent Ankara OSB";"ÇAĞAN RULO KAĞITÇILIK AMBALAJ İNŞAAT TURİZM SANAYİ VE TİCARET A.Ş.";"https://caganrulo.com.tr";"caganrulo.com.tr";""
"Başkent Ankara OSB";"ÇAĞRI DÖKÜM MAKİNA HIRDAVAT İNŞAAT OTOMOTİV SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"ÇELMAKSAN ENDÜSTRİ MAKİNA A.Ş.";"http://www.celmaksan.com/";"celmaksan.com";""
"Başkent Ankara OSB";"DEFNE OPTİK SAC LEVHA KESME VE BÜKME İNŞAAT İNŞAAT MALZEMELERİ TURİZM TAAHHÜT SANAYİ VE TİCARET LTD.";"";"";""
"Başkent Ankara OSB";"DEMİRCAN İNŞAAT ELEKTRİK MAKİNA SANAYİ VE TİCARET A.Ş.";"https://www.demircanins.com.tr";"demircanins.com.tr";""
"Başkent Ankara OSB";"DEMİRTAŞ TEKNOLOJİ LTD.ŞTİ.";"https://www.detechimplant.com";"detechimplant.com";""
"Başkent Ankara OSB";"DENEYİM MASCHINENBAU MAKİNA SANAYİ DIŞ TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"DEREKIŞLA ET, ET ÜRÜNLERİ BESİCİLİK GIDA İNŞAAT VE TEKSTİL TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"DİMSA PLASTİK ELEKTRİK MAKİNA İNŞAAT TURİZM MEDİKAL SANAYİ VE TİCARET LTD. ŞTİ.";"http://www.dimsaplastik.com.tr/";"dimsaplastik.com.tr";""
"Başkent Ankara OSB";"DİZAYN DEMİRYOLU RAYLI SİSTEMLER MAKİNA SANAYİ TİCARET A.Ş.";"https://www.dizayndemiryolu.com";"dizayndemiryolu.com";""
"Başkent Ankara OSB";"DK MAKİNA GERİ DÖNÜŞÜM TEKNOLOJİLERİ MÜHENDİSLİK KİMYA SANAYİ TİCARET LTD.ŞTİ.";"https://www.enoven.com.tr";"enoven.com.tr";""
"Başkent Ankara OSB";"DMT MODÜLER VE PREFABRİK YAPILAR İNŞAAT SANAYİ VE TİCARET A.Ş.";"https://www.dmtprefabrikcom";"dmtprefabrikcom";""
"Başkent Ankara OSB";"DOFER YAPI MALZEMELERİ SANAYİ VE TİCARET A.Ş.";"https://www.doferdemir.com";"doferdemir.com";""
"Başkent Ankara OSB";"DOĞAN CONTA SANAYİ VE TİCARET A.Ş.";"https://www.doganconta.com";"doganconta.com";""
"Başkent Ankara OSB";"DOĞAN YILDIZ MAKİNE OTOMOTİV ENDÜSTRİ A.Ş.";"https://www.doganyildiz.com";"doganyildiz.com";""
"Başkent Ankara OSB";"DOĞRU TEMİZLİK GIDA İŞ GÜVENLİĞİ TEKSTİL VE İNŞAAT MALZEMELERİ İÇ VE DIŞ TİCARET LTD. ŞTİ.";"https://www.dogrutemizlik.com.tr";"dogrutemizlik.com.tr";""
"Başkent Ankara OSB";"DORA OTOMOTİV CAM SANAYİ VE TİCARET A.Ş.";"https://www.doraglass.com";"doraglass.com";""
"Başkent Ankara OSB";"DOTUS WORKS STRATEJİ VE İLETİŞİM DANIŞMANLIĞI TİCARET LTD. ŞTİ.";"";"";""
"Başkent Ankara OSB";"DÖĞER İŞ MAKİNALARI LTD. ŞTİ.";"http://www.dogermakina.com/";"dogermakina.com";""
"Başkent Ankara OSB";"DÖKERLER DÖKÜM PLASTİK VE POLİETİLEN SANAYİ İTHALAT İHRACAT VE TİCARET LTD. ŞTİ.";"https://www.dokerler.com";"dokerler.com";""
"Başkent Ankara OSB";"DÖKSAN ISIL İŞLEM VE ARGE MERKEZİ A.Ş.";"https://www.doksanisilislem.com";"doksanisilislem.com";""
"Başkent Ankara OSB";"DUYSEL MAKİNE MÜHENDİSLİK İNŞAAT ENERJİ METAL DEMİR ÇELİK SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"EBRA ELEKTRİK A.Ş.";"https://www.ebrebosio.com.tr";"ebrebosio.com.tr";""
"Başkent Ankara OSB";"EBRU YEMEK HİZMETLERİ GIDA SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.ebruyemek.com/";"ebruyemek.com";""
"Başkent Ankara OSB";"ECEM SILA YANAR";"";"";""
"Başkent Ankara OSB";"ECSMT MAKİNA EKİPMANLARI İTHALAT İHRACAT SANAYİ VE LTD.ŞTİ.";"http://www.ecsmt.com.tr/";"ecsmt.com.tr";""
"Başkent Ankara OSB";"EDİRNE SERVİS VE OTOMOTİV A.Ş.";"";"";""
"Başkent Ankara OSB";"EGEMEN CATERING GIDA BESİCİLİK TURİZM VE İNŞAAT TİCARET LTD. ŞTİ.";"https://www.egemencatering.com.tr";"egemencatering.com.tr";""
"Başkent Ankara OSB";"EKİN METAL SANAYİ VE TİCARET A.Ş.";"";"";""
"Başkent Ankara OSB";"EKO DİJİTAL BASKI MERKEZİ REKLAM PROMOSYON İTHALAT İHRACAT SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.ekobaskimerkezi.com";"ekobaskimerkezi.com";""
"Başkent Ankara OSB";"EKO KAYNAK VE MAKİNA TEKNOLOJİLERİ A.Ş.";"https://www.ekokaynak.com";"ekokaynak.com";""
"Başkent Ankara OSB";"EKOL GRUP MAKİNA İMALAT MODEL DÖKÜM İNŞAAT İHRACAT SANAYİ TİCARET LTD.ŞTİ.";"http://ekoldokum.com/";"ekoldokum.com";""
"Başkent Ankara OSB";"EKT ENERJİ DANIŞMANLIK MAKİNA İNŞAAT TAAHHÜT SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.ektenerji.com";"ektenerji.com";""
"Başkent Ankara OSB";"ELEKTROSONİK AKUSTİK SİSTEMLER SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.elektrosonik.com.tr";"elektrosonik.com.tr";""
"Başkent Ankara OSB";"ELİN ELEKTRİK İNŞAAT MÜŞAVİRLİK PROJE TAAHHÜT TİCARET VE SANAYİ A.Ş.";"https://www.elin.com.tr";"elin.com.tr";""
"Başkent Ankara OSB";"ELİT ANADOLU GIDA DAĞITIM LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"ELİTE NATUREL ORGANİK GIDA SANAYİ VE TİCARET A.Ş.";"https://www.elitenaturel.com";"elitenaturel.com";""
"Başkent Ankara OSB";"EMA AĞIR NAKLİYAT LOJİSTİK HİZMETLERİ İNŞAAT HAFRİYAT HIRDAVAT ÇELİK SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.emasanayi.com";"emasanayi.com";""
"Başkent Ankara OSB";"EMSAŞ GRUP İNŞAAT TURİZM TİCARET VE SANAYİ A.Ş.";"https://www.emsas.com.tr";"emsas.com.tr";""
"Başkent Ankara OSB";"ENDER ARGE ELEKTRONİK YAZILIM MAKİNE SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.enderarge.com";"enderarge.com";""
"Başkent Ankara OSB";"ENORA FİLTRASYON MÜHENDİSLİK İNŞAAT ENERJİ GIDA TURİZM SANAYİ VE TİCARET A.Ş.";"https://www.enora.com.tr";"enora.com.tr";""
"Başkent Ankara OSB";"EPWS MAKİNA SANAYİ VE TİCARET A.Ş.";"https://www.epws.com.tr";"epws.com.tr";""
"Başkent Ankara OSB";"ERC SİSTEM ELEKTRİK MAKİNA İMALAT TAAHHÜT SANAYİ VE TİCARET A.Ş.";"";"";""
"Başkent Ankara OSB";"EREN MAKİNE VE PLASTİK SANAYİ TİCARET A.Ş. ANKARA ŞUBESİ";"https://https:egpas.com";"https:egpas.com";""
"Başkent Ankara OSB";"ERGÜN ORGANİZE MAKİNA VE HIRDAVAT SANAYİ TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"ERKAN ELEKTROMEKANİK MALZEMELER ELEKTRİK MÜHENDİSLİK TAAHHÜT İTHALAT İHRACAT SANAYİ VE TİCARET A.Ş.";"";"";""
"Başkent Ankara OSB";"ERKAN MAKİNA METAL VE TEKNİK TİCARET İTHALAT İHRACAT LTD. ŞTİ.";"";"";""
"Başkent Ankara OSB";"ERÖZGÜN MAKİNA LTD.ŞTİ.";"https://www.erozgun.com.tr";"erozgun.com.tr";""
"Başkent Ankara OSB";"ERPA ORMAN VE SANAYİ ÜRÜNLERİ İMALAT TAAHHÜT PAZARLAMA LTD. ŞTİ.";"https://www.erpasan.com";"erpasan.com";""
"Başkent Ankara OSB";"ERS KAUÇUK RULMAN SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"ERTEM BASIM YAYIN DAĞITIM SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.ertem.com.tr";"ertem.com.tr";""
"Başkent Ankara OSB";"ERVE SAVUNMA MAKİNA İMALAT SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.erve.com.tr";"erve.com.tr";""
"Başkent Ankara OSB";"ERVE SAVUNMA MAKİNA İMALAT SANAYİ VE TİCARET LTD.ŞTİ. BAŞKENT OSB 2 ŞUBE";"https://www.erve.com.tr";"erve.com.tr";""
"Başkent Ankara OSB";"ERVE SAVUNMA MAKİNA İMALAT SANAYİ VE TİCARET LTD.ŞTİ. BAŞKENT OSB 3 ŞUBESİ";"https://www.erve.com.tr";"erve.com.tr";""
"Başkent Ankara OSB";"ERVE SAVUNMA MAKİNA İMALAT SANAYİ VE TİCARET LTD.ŞTİ. BAŞKENT OSB 4 ŞUBESİ";"https://www.erve.com.tr";"erve.com.tr";""
"Başkent Ankara OSB";"ERVE SAVUNMA MAKİNA İMALAT SANAYİ VE TİCARET LTD.ŞTİ. BAŞKENT OSB ŞUBESİ";"https://www.erve.com.tr";"erve.com.tr";""
"Başkent Ankara OSB";"ETE ENERJİ TESİSLERİ ENDÜSTRİSİ SANAYİ TİCARET A.Ş.";"https://www.eteenerji.com";"eteenerji.com";""
"Başkent Ankara OSB";"FABRİKA METAL ÇELİK MAKİNA İMALAT İNŞAAT SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.fabrikaenerji.com";"fabrikaenerji.com";""
"Başkent Ankara OSB";"FAF DÖKÜM SANAYİ VE TİCARET A.Ş.";"https://www.fafdokum.com.tr";"fafdokum.com.tr";""
"Başkent Ankara OSB";"FAİK KARAHANCI GIDA SANAYİ A.Ş.";"https://www.faikkarahancigida.com";"faikkarahancigida.com";""
"Başkent Ankara OSB";"FATMA ASLANTAŞ";"";"";""
"Başkent Ankara OSB";"FE DEMİR HİDROLİK PNÖMATİK SANAYİ VE TİCARET LTD. ŞTİ.";"http://fedemirhidrolik.com/";"fedemirhidrolik.com";""
"Başkent Ankara OSB";"FEBA TAAHHÜT ENERJİ İNŞAAT MÜHENDİSLİK AKARYAKIT TİCARET A.Ş.";"https://www.febataahhut.com.tr";"febataahhut.com.tr";""
"Başkent Ankara OSB";"FEMSAN ELEKTRİK MOTORLARI SANAYİ VE TİCARET A.Ş.";"https://www.femsan.com";"femsan.com";""
"Başkent Ankara OSB";"FG GRUP SAĞLIK İNŞ.HARİTA MİMARLIK MÜH.ELEKTRONİK SAN.VE TİC. A.Ş.";"https://www.fggrup.com.tr";"fggrup.com.tr";""
"Başkent Ankara OSB";"FİXA YAPI KİMYASALLARI SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.fixa.com.tr";"fixa.com.tr";""
"Başkent Ankara OSB";"FORCE MÜHENDİSLİK HİDROLİK MAKİNA SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.forcemuhendislik.com.tr";"forcemuhendislik.com.tr";""
"Başkent Ankara OSB";"FREKANS TRANSFORMATÖR ENERJİ YATIRIM A.Ş.";"https://www.frekanstransformator.com.tr";"frekanstransformator.com.tr";""
"Başkent Ankara OSB";"FUNTENT BİLİŞİM HİZMETLERİ SANAYİ VE TİCARET A.Ş.";"https://www.funtent.com.tr";"funtent.com.tr";""
"Başkent Ankara OSB";"GALVASUN GALVANİZ SANAYİ VE TİCARET İTHALAT İHRACAT LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"GAYRET MAKİNA İNŞAAT SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.gayretmakina.com";"gayretmakina.com";""
"Başkent Ankara OSB";"GBC AGRO TARIM SAN. VE TİC. LTD. ŞTİ.";"";"";""
"Başkent Ankara OSB";"GENÇLER GRUP METAL SANAYİ A.Ş.";"";"";""
"Başkent Ankara OSB";"GENERAL DİZEL İŞ MAKİNALARI OTOMOTİV SERVİS VE İNŞAAT TİCARET LTD.ŞTİ.";"https://www.generaldizel.com";"generaldizel.com";""
"Başkent Ankara OSB";"GEOPLAS PLASTİK ZEMİN TEKNİKLERİ VE KİMYA SAN. TİC. LTD. ŞTİ.";"https://www.geoplas.com.tr";"geoplas.com.tr";""
"Başkent Ankara OSB";"GLOBAL İNŞAAT ENERJİ TAAHHÜT TURİZM A.Ş.";"";"";""
"Başkent Ankara OSB";"GMT GENEL MAKİNE TASARIM İMALAT PAZARLAMA SANAYİ VE TİCARET A.Ş.";"https://www.genelmakinatasarim.com.tr";"genelmakinatasarim.com.tr";""
"Başkent Ankara OSB";"GORDİON BETON İNŞAAT LTD.ŞTİ.";"https://www.gordionbeton.com.tr";"gordionbeton.com.tr";""
"Başkent Ankara OSB";"GÖKER HİDROLİK MEKANİK MAKİNA OTOMOTİV YEDEK PARÇA SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.gokerhidrolik.com";"gokerhidrolik.com";""
"Başkent Ankara OSB";"GÖN KLİMA TESİSAT İNŞAAT SAN. VE TİC.A.Ş.";"https://gonair.com.tr/tr";"gonair.com.tr";""
"Başkent Ankara OSB";"GPS OTOMOTİV AKSESUAR VE YEDEK PARÇA İTHALAT VE İHRACAT NAKLİYAT SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.gpsautomotiveparts.com";"gpsautomotiveparts.com";""
"Başkent Ankara OSB";"GRESAN YAĞ VE MAKİNA SANAYİ VE TİCARET A.Ş.";"https://www.gresan.com.tr";"gresan.com.tr";""
"Başkent Ankara OSB";"GÜLERSAN BOYA KİMYA KIRTASİYE İNŞAAT NAKLİYAT SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.guler-san.com";"guler-san.com";""
"Başkent Ankara OSB";"GÜLHAN YEDEK PARÇA İMALAT SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.gulhankaucuk.com";"gulhankaucuk.com";""
"Başkent Ankara OSB";"GÜNEL OTOMASYON ELEKTRİK ELEKTRONİK SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.gunelelektrik.com";"gunelelektrik.com";""
"Başkent Ankara OSB";"GÜVEN ELEKTRİK SANAYİ İNŞAAT VE TİCARET LTD.ŞTİ.";"https://guvenelektrik.com/";"guvenelektrik.com";""
"Başkent Ankara OSB";"GYP MAC MAKİNA İMALAT SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"HAF PLASTİK SANAYİ VE TİCARET A.Ş.";"https://hafplastik.com/";"hafplastik.com";""
"Başkent Ankara OSB";"HARMONİA BİTKİSEL VE ORGANİK GIDA PAZARLAMA İTHALAT İHRACAT SANAYİ TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"HASTEKNİK MAKİNA MODEL DÖKÜM METAL SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.hasteknikdokum.com";"hasteknikdokum.com";""
"Başkent Ankara OSB";"HAVELSAN HAVA ELEKTRONİK SANAYİ VE TİCARET A.Ş.";"https://www.havelsan.com.tr/";"havelsan.com.tr";""
"Başkent Ankara OSB";"HDI ÇELİK DÖVME SANAYİ VE DANIŞMANLIK TİCARET LTD.ŞTİ.";"https://www.hdicelik.com";"hdicelik.com";""
"Başkent Ankara OSB";"HEDEF KALİTE MAKİNA İMALAT SANAYİ TİCARET LTD.ŞTİ.";"https://www.hedefkalitem.com";"hedefkalitem.com";""
"Başkent Ankara OSB";"HEKTAŞ TİCARET TÜRK A.Ş.";"https://hektas.com.tr";"hektas.com.tr";""
"Başkent Ankara OSB";"HELS ENDÜSTRİYEL MAMÜLLER SANAYİ VE TİCARET LTD. ŞTİ.";"";"";""
"Başkent Ankara OSB";"HESATEX PROFESYONEL TEKSTİL ÜRÜNLERİ A.Ş.";"";"";""
"Başkent Ankara OSB";"HMD METAL VE ENERJİ A.Ş.";"https://www.hmdenerji.com";"hmdenerji.com";""
"Başkent Ankara OSB";"HNC İNŞAAT A.Ş.";"https://hnc.com.tr/";"hnc.com.tr";""
"Başkent Ankara OSB";"HORWER ENERJİ LTD. ŞTİ.";"https://www.horwerenerji.com";"horwerenerji.com";""
"Başkent Ankara OSB";"HPR ENDÜSTRİ A.Ş.";"";"";""
"Başkent Ankara OSB";"HSF SAVUNMA HAVACILIK SANAYİ ÜRETİM İTHALAT VE İHRACAT LTD. ŞTİ.";"https://hsfsavunma.com";"hsfsavunma.com";""
"Başkent Ankara OSB";"HTA MEDİKAL TIBBİ CİHAZLAR SANAYİ VE TİCARET LTD.ŞTİ.";"http://www.htamedical.com";"htamedical.com";""
"Başkent Ankara OSB";"HÜSEYİN ÇETİN";"";"";""
"Başkent Ankara OSB";"INTEGRA WINDOW SYSTEMS CAM PVC VE SANAYİ TİCARET A.Ş.";"https://integrawindow.com";"integrawindow.com";""
"Başkent Ankara OSB";"INTERFLEX PLASTİK YALITIM SANAYİ TİCARET LTD. ŞTİ.";"https://interflexplastik.com";"interflexplastik.com";""
"Başkent Ankara OSB";"IŞIK PLY DIŞ VE İÇ TİCARET İNŞAAT TAAHHÜT NAKLİYAT OTOMOTİV LTD.ŞTİ.";"https://www.isikiskele.com";"isikiskele.com";""
