Okul Adı;Şehir;Kategori;Telefon;Web Sitesi;Domain;Adres
İSTEK VAKFI ULUĞBEY OKULLARI ANAOKULU;İstanbul;Okul Öncesi;02164881308;https://www.istek.k12.tr/ulugbey-kampusu;istek.k12.tr;ATALAR MAH.AKGÜN SOK. NO:23 KARTAL İSTANBUL
İSTEK VAKFI ULUĞBEY OKULLARI FEN LİSESİ;İstanbul;Lise;02164881308;https://www.istek.k12.tr/ulugbey-kampusu;istek.k12.tr;ATALAR MAH.AKGÜN SOK. NO:23 KARTAL İSTANBUL
İSTEK VAKFI ULUĞBEY OKULLARI ORTAOKULU;İstanbul;Ortaokul;02164881308;https://www.istek.k12.tr/ulugbey-kampusu;istek.k12.tr;ATALAR MAH.AKGÜN SOK. NO:23 KARTAL İSTANBUL
İTA ANAOKULU;İstanbul;Okul Öncesi;0 850 460 65 86;http://www.ita.k12.tr/;ita.k12.tr;CUMHURİYET MAH. ABİDE-İ HÜRRİYET CAD. 7 ŞİŞLİ İSTANBUL
İTA İLKOKULU;İstanbul;İlköğretim;0 850 460 65 85;http://www.ita.k12.tr/;ita.k12.tr;CUMHURİYET MAH. ABİDE-İ HÜRRİYET CAD. 7 ŞİŞLİ İSTANBUL
İTA ORTAOKULU;İstanbul;Ortaokul;0 850 460 65 85;http://www.ita.k12.tr/;ita.k12.tr;CUMHURİYET MAH. ABİDE-İ HÜRRİYET CAD. 7 ŞİŞLİ İSTANBUL
İTALYAN LİSESİ;İstanbul;Lise;02122441301;http://www.liceoitaliano.net/;liceoitaliano.net;TOMTOM KAPTAN SOKAK NO: 3 - 34433 BEYOĞLU - İSTANBUL
İTK BAHATTİN TATIŞ KAMPÜSÜ ANADOLU LİSESİ;İzmir;Lise;02322440500;ciglisube@itk.k12.tr;itk.k12.tr;ÇANKAYA MAH. UŞAKİZADE LATİFE HANIM SK. ÖZEL TÜRK KOLEJİ ANADOLU LİSESİ BLOK NO: 3 İÇ KAPI NO: Z01 KONAK / İZMİR
İTK BAHATTİN TATIŞ KAMPÜSÜ ANAOKULU;İzmir;Okul Öncesi;02322440500;ciglisube@itk.k12.tr;itk.k12.tr;ÇANKAYA MAH. MİTHATPAŞA CAD. NO: 687 İÇ KAPI NO: MÜSTAKİL KONAK / İZMİR
İTK BAHATTİN TATIŞ KAMPÜSÜ FEN LİSESİ;İzmir;Lise;02322440500;ciglisube@itk.k12.tr;itk.k12.tr;ÇANKAYA MAH. BAHATTİN TATIŞ SOKAK NO:16 PK:35280 KONAK/İZMİR
İTK BAHATTİN TATIŞ KAMPÜSÜ İLKOKULU;İzmir;İlköğretim;02322440500;ciglisube@itk.k12.tr;itk.k12.tr;ÇANKAYA MAH. BAHATTİN TATIŞ SK. NO: 19 İÇ KAPI NO: Z1 KONAK / İZMİR
İTK BAHATTİN TATIŞ KAMPÜSÜ ORTAOKULU;İzmir;Ortaokul;02322440500;ciglisube@itk.k12.tr;itk.k12.tr;ÇANKAYA MAH. BAHATTİN TATIŞ SK. NO: 19 İÇ KAPI NO: Z1 KONAK / İZMİR
İTK BORNOVA KAMPÜSÜ ANADOLU LİSESİ;İzmir;Lise;02322162485;ciglisube@itk.k12.tr;itk.k12.tr;ERZENE MAH. ORD. PROF. DR. MUHİDDİN EREL CADDESİ NO: 19 BORNOVA-İZMİR
İTK BORNOVA KAMPÜSÜ ANAOKULU;İzmir;Okul Öncesi;02322162485;ciglisube@itk.k12.tr;itk.k12.tr;ERZENE MAH. ORD. PROF. DR. MUHİDDİN EREL CADDESİ NO: 19 BORNOVA-İZMİR
İTK BORNOVA KAMPÜSÜ FEN LİSESİ;İzmir;Lise;02322162485;ciglisube@itk.k12.tr;itk.k12.tr;ERZENE MAH. ORD. PROF. DR. MUHİDDİN EREL CADDESİ NO: 19 BORNOVA-İZMİR
İTK BORNOVA KAMPÜSÜ İLKOKULU;İzmir;İlköğretim;02322162485;ciglisube@itk.k12.tr;itk.k12.tr;ERZENE MAH. ORD. PROF. DR. MUHİDDİN EREL CADDESİ NO: 19 BORNOVA-İZMİR
İTK BORNOVA KAMPÜSÜ ORTAOKULU;İzmir;Ortaokul;02322162485;ciglisube@itk.k12.tr;itk.k12.tr;ERZENE MAH. ORD. PROF. DR. MUHİDDİN EREL CADDESİ NO: 19 BORNOVA-İZMİR
İTK MARMARİS K.E.V. KAMPÜSÜ ANADOLU LİSESİ;Muğla;Lise;02524191919;ciglisube@itk.k12.tr;itk.k12.tr;GÖKBEL MAH. KENAN EVREN CAD. NO: 102/A BELDİBİ – MARMARİS / MUĞLA
İTK MARMARİS K.E.V. KAMPÜSÜ ANAOKULU;Muğla;Okul Öncesi;02524191919;ciglisube@itk.k12.tr;itk.k12.tr;GÖKBEL MAH. KENAN EVREN CAD. NO: 102/A BELDİBİ – MARMARİS / MUĞLA
İTK MARMARİS K.E.V. KAMPÜSÜ İLKOKULU;Muğla;İlköğretim;02524191919;ciglisube@itk.k12.tr;itk.k12.tr;GÖKBEL MAH. KENAN EVREN CAD. NO: 102/A BELDİBİ – MARMARİS / MUĞLA
İTK MARMARİS K.E.V. KAMPÜSÜ ORTAOKULU;Muğla;Ortaokul;02524191919;ciglisube@itk.k12.tr;itk.k12.tr;GÖKBEL MAH. KENAN EVREN CAD. NO: 102/A BELDİBİ – MARMARİS / MUĞLA
İTÜ GELİŞTİRME VAKFI OKULLAR AYAZAĞA YERLEŞKESİ  ÖZEL DR. SEDAT ÜRÜNDÜL ANAOKULU;İstanbul;Okul Öncesi;02123671300;https://sedaturundul.itugvo.k12.tr/;sedaturundul.itugvo.k12.tr;İTÜ AYAZAĞA YERLEŞKESİ ÖZEL DR. SEDAT ÜRÜNDÜL ANAOKULU MASLAK SARIYER / İSTANBUL
İTÜ GELİŞTİRME VAKFI OKULLAR AYAZAĞA YERLEŞKESİ ÖZEL DR. NATUK BİRKAN İLKOKULU;İstanbul;İlköğretim;02123671300;https://natukbirkan.itugvo.k12.tr/;natukbirkan.itugvo.k12.tr;İTÜ AYAZAĞA YERLEŞKESİ ÖZEL DR. NATUK BİRKAN İLKOKULU VE ORTAOKULU MASLAK SARIYER / İSTANBUL
İTÜ GELİŞTİRME VAKFI OKULLAR AYAZAĞA YERLEŞKESİ ÖZEL DR. NATUK BİRKAN ORTAOKULU;İstanbul;Ortaokul;02123671300;https://natukbirkan.itugvo.k12.tr/;natukbirkan.itugvo.k12.tr;İTÜ AYAZAĞA YERLEŞKESİ ÖZEL DR. NATUK BİRKAN İLKOKULU VE ORTAOKULU MASLAK SARIYER / İSTANBUL
İTÜ GELİŞTİRME VAKFI OKULLAR BEYLERBEYİ YERLEŞKESİ BEYLERBEYİ ÖZEL ANAOKULU;İstanbul;Okul Öncesi;05494797907;https://beylerbeyi.itugvo.k12.tr/;beylerbeyi.itugvo.k12.tr;BEYLERBEYİ MAH. VAKIF TARLA ALTI SOK. NO: 1 BEYLERBEYİ / ÜSKÜDAR
İTÜ GELİŞTİRME VAKFI OKULLAR BEYLERBEYİ YERLEŞKESİ BEYLERBEYİ ÖZEL İLKOKULU;İstanbul;İlköğretim;05494797907;https://beylerbeyi.itugvo.k12.tr/;beylerbeyi.itugvo.k12.tr;BEYLERBEYİ MAH. VAKIF TARLA ALTI SOK. NO: 1 BEYLERBEYİ / ÜSKÜDAR
İTÜ GELİŞTİRME VAKFI OKULLAR BEYLERBEYİ YERLEŞKESİ BEYLERBEYİ ÖZEL ORTAOKULU;İstanbul;Ortaokul;05494797907;https://beylerbeyi.itugvo.k12.tr/;beylerbeyi.itugvo.k12.tr;BEYLERBEYİ MAH. VAKIF TARLA ALTI SOK. NO: 1 BEYLERBEYİ / ÜSKÜDAR
İTÜ GVO BEYLERBEYİ ANADOLU LİSESİ;İstanbul;Lise;0 216 401 17 73;https://www.itugvo.k12.tr/;itugvo.k12.tr;Beylerbeyi, Vakıf Tarla Altı Sk., 34676 Üsküdar/İstanbul
İTÜ GVO ÖZEL EKREM ELGİNKAN LİSESİ;İstanbul;Lise;02123671300;https://ekremelginkan.itugvo.k12.tr/;ekremelginkan.itugvo.k12.tr;İTÜ AYAZAĞA YERLEŞKESİ ÖZEL EKREM ELGİNKAN LİSESİ MASLAK SARIYER / İSTANBUL
İZMİR AMERİKAN KOLEJİ;İzmir;Lise;02323550555;https://www.aci.k12.tr;aci.k12.tr;İNONU CADDESİ NO. 476 35290 GÖZTEPE
İZMİR BÜYÜK ÇİĞLİ TÜRK KOLEJİ ANADOLU LİSESİ;İzmir;Lise;02322440500;ciglisube@itk.k12.tr;itk.k12.tr;ATAŞEHİR MAH. 8019/21 SOKAK NO:22 PK:35500 ÇİĞLİ/İZMİR
İZMİR BÜYÜK ÇİĞLİ TÜRK KOLEJİ FEN LİSESİ;İzmir;Lise;02322440500;ciglisube@itk.k12.tr;itk.k12.tr;ATAŞEHİR MAH. 8019/21 SOKAK NO:22 PK:35500 ÇİĞLİ/İZMİR
İZMİR BÜYÜK ÇİĞLİ TÜRK KOLEJİ İLKOKULU;İzmir;İlköğretim;02322440500;ciglisube@itk.k12.tr;itk.k12.tr;ATAŞEHİR MAH. 8019/21 SOKAK NO:22 PK:35500 ÇİĞLİ/İZMİR
İZMİR BÜYÜK ÇİĞLİ TÜRK KOLEJİ ORTAOKULU;İzmir;Ortaokul;02322440500;ciglisube@itk.k12.tr;itk.k12.tr;ATAŞEHİR MAH. 8019/21 SOKAK NO:22 PK:35500 ÇİĞLİ/İZMİR
İZMİR MEF ULUSLARARASI OKULLARI ANAOKULU;İzmir;Milletlerarası Okul;02322747474;https://www.mefis.k12.tr/izmir/;mefis.k12.tr;DOKUZ EYLÜL MAH. 699 SK. NO: 2 GAZİEMİR / İZMİR
İZMİR ÖZEL ÇAMLARALTI  İLKOKULU;İzmir;İlköğretim;02322624848;http://camlaralti.k12.tr;camlaralti.k12.tr;HALİL RIFAT PAŞA CADDESİ NO:417 MEKTUPÇU, 35280 - İZMİR
İZMİR ÖZEL ÇAMLARALTI  ORTAOKULU;İzmir;Ortaokul;02322624848;http://camlaralti.k12.tr;camlaralti.k12.tr;HALİL RIFAT PAŞA CADDESİ NO:417 MEKTUPÇU, 35280 - İZMİR
İZMİR ÖZEL ÇAMLARALTI ANADOLU LİSESİ;İzmir;Lise;02322624848;http://camlaralti.k12.tr;camlaralti.k12.tr;HALİL RIFAT PAŞA CADDESİ NO:417 MEKTUPÇU, 35280
İZMİR ÖZEL ÇAMLARALTI FEN LİSESİ;İzmir;Lise;02322624848;http://camlaralti.k12.tr;camlaralti.k12.tr;HALİL RIFAT PAŞA CADDESİ NO:417 MEKTUPÇU, 35280
İZMİR SAINT JOSEPH FRANSIZ LİSESİ;İzmir;Lise;0 232 570 46 70;https://www.izmirsj.k12.tr/index.php/tr/;izmirsj.k12.tr;Evka 3, Ankara Cd. 303/4, 35050 Bornova/İzmir
İZMİR SEV İLKOKULU;İzmir;İlköğretim;02323550555;https://www.uaa.k12.tr/;uaa.k12.tr;GÖZTEPE MAH. 77 SK. NO: 45 KONAK / İZMİR
İZMİR SEV ORTAOKULU;İzmir;Ortaokul;02323550555;https://www.uaa.k12.tr/;uaa.k12.tr;GÖZTEPE MAH. 77 SK. NO: 45 KONAK / İZMİR
İZMİT YERLEŞKESİ  ÖZEL SEYMEN ANADOLU LİSESİ;Kocaeli;Lise;02623117620;http://izmit.seymenkolej.com;izmit.seymenkolej.com;YAHYA KAPTAN MAH.ŞEHİT ERGÜN KÖNCÜ SOK. NO:81 İZMİT/KOCAELİ
İZMİT YERLEŞKESİ ÖZEL SEYMEN ANAOKULU;Kocaeli;Okul Öncesi;02623117620;http://izmit.seymenkolej.com;izmit.seymenkolej.com;YAHYA KAPTAN MAH.ŞEHİT ERGÜN KÖNCÜ SOK. NO:81 İZMİT/KOCAELİ
İZMİT YERLEŞKESİ ÖZEL SEYMEN FEN LİSESİ;Kocaeli;Lise;02623117620;http://izmit.seymenkolej.com;izmit.seymenkolej.com;YAHYAKAPTAN MAH. ŞEHİT ERGÜN KÖNCÜ SK. NO: 81 İZMİT / KOCAELİ
İZMİT YERLEŞKESİ ÖZEL SEYMEN İLKOKULU;Kocaeli;İlköğretim;02623117620;http://izmit.seymenkolej.com;izmit.seymenkolej.com;YAHYA KAPTAN MAH.ŞEHİT ERGÜN KÖNCÜ SOK. NO:81 İZMİT/KOCAELİ
İZMİT YERLEŞKESİ ÖZEL SEYMEN ORTAOKULU;Kocaeli;Ortaokul;02623117620;http://izmit.seymenkolej.com;izmit.seymenkolej.com;YAHYA KAPTAN MAH.ŞEHİT ERGÜN KÖNCÜ SOK. NO:81 İZMİT/KOCAELİ
KADIKÖY ANADOLU LİSESİ EĞİTİM VAKFI (KALEV) İLKOKULU;İstanbul;İlköğretim;0 216 455 27 65;http://kalev.k12.tr/;kalev.k12.tr;MERKEZ MAH. ÇAVUŞBAŞI CAD. NO 104 /1 ÇEKMEKÖY / İSTANBUL
KADIKÖY ANADOLU LİSESİ EĞİTİM VAKFI (KALEV) ORTAOKULU;İstanbul;Ortaokul;0 216 455 27 65;http://kalev.k12.tr/;kalev.k12.tr;MERKEZ MAH. ÇAVUŞBAŞI CAD. NO 104 /1 ÇEKMEKÖY / İSTANBUL
KALFAYAN İLKÖĞRETİM OKULU;İstanbul;İlköğretim;02164929781;http://www.kalfayan.k12.tr/;kalfayan.k12.tr;MURAT REİS MAH., YENİ DERSANE SOK. NO:16, 34664 ÜSKÜDAR/İSTANBUL
KALFAYAN ORTAOKULU;İstanbul;Ortaokul;02164929781;http://www.kalfayan.k12.tr/;kalfayan.k12.tr;MURAT REİS MAH., YENİ DERSANE SOK. NO:16, 34664 ÜSKÜDAR/İSTANBUL
KANGURU ANADOLU LİSESİ;Malatya;Lise;04224442014;https://www.cinarkoleji.com.tr/;cinarkoleji.com.tr;BOSTANBAŞI MAH. TURGUT ÖZAL BUL. BLOK NO:98 İÇ KAPI :1, 44000 YEŞİLYURT/MALATYA
KANGURU FEN LİSESİ;Malatya;Lise;04224442014;https://www.cinarkoleji.com.tr/;cinarkoleji.com.tr;BOSTANBAŞI MAH. TURGUT ÖZAL BUL. BLOK NO:98 İÇ KAPI :1, 44000 YEŞİLYURT/MALATYA
KANGURU İLKOKULU;Malatya;İlköğretim;04224442014;https://www.cinarkoleji.com.tr/;cinarkoleji.com.tr;BOSTANBAŞI MAH. TURGUT ÖZAL BUL. BLOK NO:98 İÇ KAPI :1, 44000 YEŞİLYURT/MALATYA
KANGURU ORTAOKULU;Malatya;Ortaokul;04224442014;https://www.cinarkoleji.com.tr/;cinarkoleji.com.tr;BOSTANBAŞI MAH. TURGUT ÖZAL BUL. BLOK NO:98 İÇ KAPI :1, 44000 YEŞİLYURT/MALATYA
KANYON  ANAOKULU;Uşak;Okul Öncesi;02762543150;http://www.kanyonkoleji.k12.tr/;kanyonkoleji.k12.tr;KARAKUYU MAHALLESİ HÜRRİYET CADDESİ NO: 72
KANYON  FEN LİSESİ;Uşak;Lise;02762241573;http://www.kanyonkoleji.k12.tr/;kanyonkoleji.k12.tr;KEMALÖZ MAH. 1.PIRLANTA SK. ÖZEL KANYON ANADOLU L. SİTESİ NO: 70
KANYON İLKOKULU;Uşak;İlköğretim;02762543150;http://www.kanyonkoleji.k12.tr/;kanyonkoleji.k12.tr;KARAKUYU MAHALLESİ HÜRRİYET CADDESİ NO: 72
KANYON LİSESİ;Uşak;Lise;02762241573;http://www.kanyonkoleji.k12.tr/;kanyonkoleji.k12.tr;KEMALÖZ MAHALLESİ PIRLANTA SOKAK NO: 72
KANYON ORTAOKULU;Uşak;Ortaokul;02762543150;http://www.kanyonkoleji.k12.tr/;kanyonkoleji.k12.tr;KARAKUYU MAHALLESİ HÜRRİYET CADDESİ NO: 72
KARAGÖZYAN ERMENİ ANAOKULU;İstanbul;Okul Öncesi;02122480074;http://www.karagozyan.k12.tr;karagozyan.k12.tr;MERKEZ MAH. ABİDE-İ HÜRRİYET CAD. KARAGÖZYAN OKUL BLOK NO: 140
KARAGÖZYAN ERMENİ İLKOKULU;İstanbul;İlköğretim;02122480074;http://www.karagozyan.k12.tr;karagozyan.k12.tr;MERKEZ MAH. ABİDE-İ HÜRRİYET CAD. KARAGÖZYAN OKUL BLOK NO: 140
KARAGÖZYAN ERMENİ ORTAOKULU;İstanbul;Ortaokul;02122480074;http://www.karagozyan.k12.tr;karagozyan.k12.tr;MERKEZ MAH. ABİDE-İ HÜRRİYET CAD. KARAGÖZYAN OKUL BLOK NO: 140
KARŞIYAKA ÖZEL TAKEV İLKOKUL;İzmir;İlköğretim;2323304333;https://www.takevokullari.com/takev-okullari/tr/;takevokullari.com;1798 SOKAK NO:12/1 35590 BOSTANLI
KARŞIYAKA ÖZEL TAKEV ORTAOKUL;İzmir;Ortaokul;2323304333;https://www.takevokullari.com/takev-okullari/tr/;takevokullari.com;1798 SOKAK NO:12/1 35590 BOSTANLI
KEMERBURGAZ ANAOKULU;İstanbul;Okul Öncesi;02165221278;http://www.eyuboglu.k12.tr;eyuboglu.k12.tr;MİTHATPAŞA MH. PİRİNÇÇİKÖY YOLU ÜZERİ 34075 KEMERBURGAZ / İSTANBUL
KEMERBURGAZ KAMPÜSÜ  ORTAOKULU;İstanbul;Ortaokul;02165221272;http://www.eyuboglu.k12.tr;eyuboglu.k12.tr;MİTHATPAŞA MH. PİRİNÇÇİKÖY YOLU ÜZERİ 34075 KEMERBURGAZ / İSTANBUL
KEMERBURGAZ KAMPÜSÜ İLKOKULU;İstanbul;İlköğretim;02165221272;http://www.eyuboglu.k12.tr;eyuboglu.k12.tr;MİTHATPAŞA MH. PİRİNÇÇİKÖY YOLU ÜZERİ 34075 KEMERBURGAZ / İSTANBUL
KEMERBURGAZ OKYANUS KOLEJİ ANADOLU LİSESİ;İstanbul;Lise;02123600501;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;MİTHATPAŞA MAHALLESİ, OKYANUS SOKAK (KEMER COUNTRY YANI), KEMERBURGAZ | EYÜP | İSTANBUL
KEMERBURGAZ OKYANUS KOLEJİ ANAOKULU;İstanbul;Okul Öncesi;02123600501;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;MİTHATPAŞA MAHALLESİ, OKYANUS SOKAK (KEMER COUNTRY YANI), KEMERBURGAZ | EYÜP | İSTANBUL
KEMERBURGAZ OKYANUS KOLEJİ İLKOKULU;İstanbul;İlköğretim;02123600501;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;MİTHATPAŞA MAHALLESİ, OKYANUS SOKAK (KEMER COUNTRY YANI), KEMERBURGAZ | EYÜP | İSTANBUL
KEMERBURGAZ OKYANUS KOLEJİ ORTAOKULU;İstanbul;Ortaokul;02123600500;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;MİTHATPAŞA MAHALLESİ, OKYANUS SOKAK (KEMER COUNTRY YANI), KEMERBURGAZ | EYÜP | İSTANBUL
KIRAÇ EĞİTİM KURUMLARI ANADOLU LİSESİ;İstanbul;Lise;02164885565;https://www.kirac.k12.tr;kirac.k12.tr;ÜSKÜDAR CADDESİ NO: 78 KARTAL / İSTANBUL
KIRAÇ EĞİTİM KURUMLARI ANAOKULU;İstanbul;Okul Öncesi;02164882211;https://www.kirac.k12.tr;kirac.k12.tr;ÜSKÜDAR CADDESİ NO: 78 KARTAL / İSTANBUL
KIRAÇ EĞİTİM KURUMLARI İLKOKULU;İstanbul;İlköğretim;02164882211;https://www.kirac.k12.tr;kirac.k12.tr;ÜSKÜDAR CADDESİ NO: 78 KARTAL / İSTANBUL
KIRAÇ EĞİTİM KURUMLARI ORTAOKULU;İstanbul;Ortaokul;02164882211;https://www.kirac.k12.tr;kirac.k12.tr;ÜSKÜDAR CADDESİ NO: 78 KARTAL / İSTANBUL
KIRŞEHİR KOLEJİ OKULLARI;Kırşehir;Okul Öncesi;0 386 213 19 91;https://www.kirsehirkoleji.com/;kirsehirkoleji.com;ORTAKÖY YOLU ÜZERİ 5. KM.
KIRŞEHİR KOLEJİ OKULLARI;Kırşehir;İlköğretim;0 386 213 19 91;https://www.kirsehirkoleji.com/;kirsehirkoleji.com;ORTAKÖY YOLU ÜZERİ 5. KM.
KIRŞEHİR KOLEJİ OKULLARI;Kırşehir;Ortaokul;0 386 213 19 91;https://www.kirsehirkoleji.com/;kirsehirkoleji.com;ORTAKÖY YOLU ÜZERİ 5. KM.
KİLİTTAŞI (KEYSTONE) ULUSLARARASI İLKOKULU;İstanbul;İlköğretim;02163704951;http://www.kilittasiokullari.k12.tr;kilittasiokullari.k12.tr;KÜÇÜK ÇAMLICA MAH. GÜLHAN SOKAK NO:1/1 ÜSKÜDAR/ İSTANBUL
KİLİTTAŞI (KEYSTONE) ULUSLARARASI LİSESİ;İstanbul;Lise;02163704951;http://www.kilittasiokullari.k12.tr;kilittasiokullari.k12.tr;KÜÇÜK ÇAMLICA MAH. GÜLHAN SOKAK NO:1/1 ÜSKÜDAR/ İSTANBUL
KİLİTTAŞI (KEYSTONE) ULUSLARARASI ORTAOKULU;İstanbul;Ortaokul;02163704951;http://www.kilittasiokullari.k12.tr;kilittasiokullari.k12.tr;KÜÇÜK ÇAMLICA MAH. GÜLHAN SOKAK NO:1/1 ÜSKÜDAR/ İSTANBUL
KOCAELİ MARMARA KOLEJİ;Kocaeli;Lise;02623731313;http://www.mek.k12.tr/okullarimiz/kampus-kocaeli-anasayfa/Kocaeli-Kartepe-EgItIm-Kampusu/3211/0/0;mek.k12.tr;DUMLUPINAR MAH. ŞEHİT TURGUT ÇİÇEK CD. NO:47
KOCAELİ MARMARA KOLEJİ ANAOKULU;Kocaeli;Okul Öncesi;02623731313;http://www.mek.k12.tr/okullarimiz/kampus-kocaeli-anasayfa/Kocaeli-Kartepe-EgItIm-Kampusu/3211/0/0;mek.k12.tr;DUMLUPINAR MAH. ŞEHİT TURGUT ÇİÇEK CD. NO:47
KOCAELİ MARMARA KOLEJİ İLKOKULU;Kocaeli;İlköğretim;02623731313;http://www.mek.k12.tr/okullarimiz/kampus-kocaeli-anasayfa/Kocaeli-Kartepe-EgItIm-Kampusu/3211/0/0;mek.k12.tr;DUMLUPINAR MAH. ŞEHİT TURGUT ÇİÇEK CD. NO:47
KOCAELİ MARMARA KOLEJİ ORTAOKULU;Kocaeli;Ortaokul;02623731313;http://www.mek.k12.tr/okullarimiz/kampus-kocaeli-anasayfa/Kocaeli-Kartepe-EgItIm-Kampusu/3211/0/0;mek.k12.tr;DUMLUPINAR MAH. ŞEHİT TURGUT ÇİÇEK CD. NO:4
KOŞUYOLU ANAOKULU;İstanbul;Okul Öncesi;02165221295;http://www.eyuboglu.k12.tr;eyuboglu.k12.tr;ACIBADEM MH. EMİN BEY SK. NO:17 KERİMZADE KÖŞKÜ 34718 ACIBADEM / İSTANBUL
KUTLUBEY AMASYA ANADOLU LİSESİ;Amasya;Lise;03582338349;http://kutlubeyokullari.com;kutlubeyokullari.com;GÖLLÜ BAĞLARI MAH. RECEP TAYYİP ERDOĞAN BUL. BAŞKENT KUTLUBEY KOLEJİ SİTESİ NO: 187C MERKEZ / AMASYA
KUTLUBEY AMASYA FEN LİSESİ;Amasya;Lise;03582338349;http://kutlubeyokullari.com;kutlubeyokullari.com;GÖLLÜ BAĞLARI MAH. RECEP TAYYİP ERDOĞAN BUL. BAŞKENT KUTLUBEY KOLEJİ SİTESİ NO: 187B MERKEZ / AMASYA
KUTLUBEY AMASYA İLKOKULU;Amasya;İlköğretim;03582189966;http://kutlubeyokullari.com;kutlubeyokullari.com;GÖLLÜ BAĞLARI MAH. GÖLLÜ CAD. BAŞKENT KUTLUBEY SİTESİ NO: 281 MERKEZ / AMASYA
KUTLUBEY AMASYA ORTAOKULU;Amasya;Ortaokul;03582189966;http://kutlubeyokullari.com;kutlubeyokullari.com;GÖLLÜ BAĞLARI MAH. GÖLLÜ CAD. BAŞKENT KUTLUBEY SİTESİ NO: 281 MERKEZ / AMASYA
KUTLUBEY MERZİFON  İLKOKULU;Amasya;İlköğretim;03585132322;http://kutlubeyokullari.com;kutlubeyokullari.com;GAZİMAHBUP MAH. SAMSUN YOLU MEVKİ 3 KÜME EVLERİ NO: 17 İÇ KAPI NO: 1
KUTLUBEY MERZİFON ORTAOKULU;Amasya;Ortaokul;03585132322;http://kutlubeyokullari.com;kutlubeyokullari.com;GAZİMAHBUP MAH. SAMSUN YOLU MEVKİ 3 KÜME EVLERİ NO: 17 İÇ KAPI NO: 1
KUZEY ANAOKULU;İstanbul;Okul Öncesi;02126639804;;;YEŞİLKÖY MAH. İSTANBUL CAD.SAADETLİ SOK. NO:51-51-A
KÜÇÜK PRENS LİSESİ (SAJEV);İstanbul;Lise;02166226522;http://kp.k12.tr;kp.k12.tr;ABDURAHMAN GAZİ MAHALLESİ RAVZA CADDESİ NO: 2
KÜÇÜK PRENS OKULLARI ANAOKULU (SAJEV);İstanbul;Okul Öncesi;02166226510;http://kp.k12.tr;kp.k12.tr;ABDURAHMAN GAZİ MAHALLESİ RAVZA CADDESİ NO:10
KÜÇÜK PRENS OKULLARI İLKOKULU (SAJEV);İstanbul;İlköğretim;02166226510;http://kp.k12.tr;kp.k12.tr;ABDURAHMAN GAZİ MAHALLESİ RAVZA CADDESİ NO:10
KÜÇÜK PRENS OKULLARI ORTAOKULU (SAJEV);İstanbul;İlköğretim;02166226510;http://kp.k12.tr;kp.k12.tr;ABDURAHMAN GAZİ MAHALLESİ RAVZA CADDESİ NO:10
KÜÇÜK YILDIZLAR ANAOKULU;İzmir;Okul Öncesi;0 232 833 33 30;www.kucukyildizlar.com.tr;kucukyildizlar.com.tr;9 Eylül Mahallesi 8. Cadde No:2BA Menemen/İzmir
KÜLTÜR 2000 ANAOKULU;İstanbul;Okul Öncesi;02128508181;http://www.kultur2000.k12.tr;kultur2000.k12.tr;KARAAĞAÇ MAHALLESİ SIRTKÖY BULVARI NO:2   BÜYÜKÇEKMECE / İSTANBUL
KÜLTÜR 2000 İLKOKULU;İstanbul;İlköğretim;02128508181;http://www.kultur2000.k12.tr;kultur2000.k12.tr;KARAAĞAÇ MAHALLESİ SIRTKÖY BULVARI NO:2   BÜYÜKÇEKMECE / İSTANBUL
KÜLTÜR 2000 KOLEJİ ANADOLU LİSESİ;İstanbul;Lise;0 212 850 81 81;https://kultur2000.k12.tr/tr/kultur2000-koleji-anadolu-lisesi;kultur2000.k12.tr;KARAAĞAÇ MAHALLESİ SIRTKÖY BULVARI NO:2   BÜYÜKÇEKMECE / İSTANBUL
KÜLTÜR 2000 KOLEJİ BAHÇEŞEHİR ANAOKULU;İstanbul;Okul Öncesi;2126690335;http://www.kultur2000.k12.tr;kultur2000.k12.tr;BADEM 01, VİLLA 01, BAHÇEŞEHİR/İSTANBUL
KÜLTÜR 2000 KOLEJİ FEN LİSESİ;İstanbul;Lise;0 212 850 81 81;https://kultur2000.k12.tr/tr/kultur2000-koleji-anadolu-lisesi;kultur2000.k12.tr;KARAAĞAÇ MAHALLESİ SIRTKÖY BULVARI NO:2   BÜYÜKÇEKMECE / İSTANBUL
KÜLTÜR 2000 ORTAOKULU;İstanbul;Ortaokul;02128508181;http://www.kultur2000.k12.tr;kultur2000.k12.tr;KARAAĞAÇ MAHALLESİ SIRTKÖY BULVARI NO:2   BÜYÜKÇEKMECE / İSTANBUL
KÜLTÜR ANAOKULU;İstanbul;Okul Öncesi;02125590488;http://www.kultur.k12.tr/index.php;kultur.k12.tr;ATAKÖY 9-10.KISIM BAKIRKÖY/İSTANBUL
KÜLTÜR İLKOKULU;İstanbul;İlköğretim;02125590488;http://www.kultur.k12.tr/index.php;kultur.k12.tr;ATAKÖY 9-10.KISIM BAKIRKÖY/İSTANBUL
