firma_adi;adres;telefon;website;domain
MANOLYA BOYA APRE SAN.VE TIC. A.Ş.;DOSAB M.KARAER CD.NO.58 OSMANGAZİ BURSA;+90 (224) 261-1610;;
MANTAR BEBE KONFEKSİYON TEKS.SAN. VE TİC.LTD.ŞTİ.;YUNUSEMRE MH.VİŞNE CD. NO:179/1 YILDIRIM BURSA;+90 (224) 223-8833;;
MANUELA KALTENEGGER GÖRGÜ;KALE MAH. HANLAR SOK. PİLAVOĞLU HANI NO:3/6 ALTINDAĞ ANKARA;+90 (312) 000-0000;;
MAPLE TEKSTİL KONFEKSİYON DIŞ TİCARET SAN.TİC.LTD.ŞTİ;KURTULUŞ OSB MAH.TURGUT ÖZAL CAD.NO:20 GÜRSU BURSA;+90 (224) 242-8666;;
MAPSTEKS DIŞ TİCARET AŞ;FETHİYEOSB MAH.KIRMIZI CAD. NO:118 YUMURTALIK BURSA;+90 (224) 242-9797;http://www.nilba.com;nilba.com
MAR FABRİC TEKSTİL OTOMOTİV İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;ANADOLU MAH. 2. YILDIZ SOK. TEMUROĞLU HACI HÜSEYİN EREN TEKSTİL MER. NO:1/1 YILDIRIM BURSA;+90 (224) 000-0000;;
MAR-EKS MARMARA TEKSTİL İHR. İTH. PAZ. A.Ş.;23 NİSAN MAH.MİTHATPAŞA CAD. OFİS ÇÖKÇADIR NO:22 D:20 YUMURTALIK BURSA;+90 (224) 714-8630;http://www.marteks.com.tr;marteks.com.tr
MARİNWATER YAT TEKNE VE DENİZ MALZEMELERİ İTH. İHR. LTD. ŞTİ.;ALTINŞEHİR MAH. MUAMMER AKSOY CAD. BEREKET NO:63/10 YUMURTALIK BURSA;+90 (224) 000-0000;;
MARKA DOKUMA TEKSTİL SANAYİ VE TİCARET LİMİTED ŞİRKETİ;DEMİRTAŞ DUMLUPINAR MAH. 1. ÇÖZÜM SK. NO:14/2 OSMANGAZİ BURSA;+90 (224) 000-0000;http://www.markakumascilik.com;markakumascilik.com
MARKA GRUP OTOMOTİV İNŞAAT GAYRİMENKUL TURİZM TEKSTİL PETROL SANAYİ TİCARET LİMİTED ŞİRKETİ;ALTINOVA MAH. KITA SK. NO:4/B KOVUKÇINAR OSMANGAZİ BURSA;+90 (224) 000-0000;;
MARKAEV HALI SANAYİ VE TİC. LTD. ŞTİ.;DEMİRCİ MAH. DEMİRCİ YOLU CAD. NO:56/C YUMURTALIK BURSA;+90 (224) 502-2575;http://www.markaev.com;markaev.com
MARKAMODA KİMYA TEKSTİL SANAYİ VE TİCARET ANONİM ŞİRKETİ;DEMİRTAŞ DUMLUPINAR MAH. YILDIZ SK. NO:16/5 OSMANGAZİ BURSA;+90 (224) 000-0000;;
MARKİSS TEKSTİL DOKUMA KONFEKSİYON DANIŞMANLIK SAN. VE TİC. LTD. ŞTİ.;AHMET VEFİK PAŞA MAH. HASAN KESTELLİ OSB CD. NO:12/1 KESTEL BURSA;+90 (224) 000-0000;;
MARMARA ENJEKSİYON PLASTİK SAN.VE TİC.LTD.ŞTİ.;ANADOLU MAH.1.ALEV. SK. NO:5/1 YILDIRIM BURSA;+90 (224) 000-0000;;
MARMARA SUNGER SANAYI VE TIC. A.S.;PANAYIR MAH.NILÜFER CAD.N.32 OSMANGAZİ BURSA;+90 (224) 257-1000;http://www.marmarayatak.com;marmarayatak.com
MARMARA YÜN İPLİK SAN.VE TİCARET A.Ş.;REYHAN MAH. TAYAKADIN CAD. YENİ BEZZAZ SOKAK NO.1 OSMANGAZİ BURSA;+90 (224) 221-6304;;
MARSALA DOKUMA BOYA SAN.VE TİC.A.Ş.;IŞIKTEPE OSB MAH. TURUNCU CADDE 2.SOKAK NO.3 YUMURTALIK BURSA;+90 (224) 502-0019;http://www.marsalatextile.com;marsalatextile.com
MARSALA HOME TEKSTİL SAN. VE TİC. A.Ş.;ORG.SAN.BÖL.TURUNCU CAD.2.SOK.NO:3 YUMURTALIK BURSA;+90 (224) 502-0019;http://www.marsalahome.com.tr;marsalahome.com.tr
MARSALA TEKSTİL DIŞ TİCARET LİMİTED ŞİRKETİ;IŞIKTEPE OSB MAH. TURKUAZ CAD. NO:49 YUMURTALIK BURSA;+90 (224) 502-0019;http://www.marsalatextile.com;marsalatextile.com
MARSTEKS DÖŞEMELİK KUMAŞ DOKUMA TEKSTİL KONFEKSİYON SANAYİ TİCARET LTD.ŞTİ.;DEMİRTAŞ ORGANİZE SANAYİ BÖLGESİ ALİ OSMAN SÖNMEZ CAD. NO.32 OSMANGAZİ BURSA;+90 (224) 261-5868;http://www.marsteks.com;marsteks.com
MARTEKS MARMARA TEKS. SAN. VE TİC. AŞ;ALTINŞEHİR MAH. AHMET TANER KIŞLALI BULVARI 163.(280) SK. ELİTE OFFICES B BLOK NO:11B İÇ KAPI NO:99 YUMURTALIK BURSA;+90 (224) 714-8630;http://www.marteks.com.tr;marteks.com.tr
MARTELLİ TEKSTİL SANAYİ VE TİCARET A.Ş.;ORG.SAN.BÖL.3.CAD. İNEGÖL BURSA;+90 (224) 280-7700;;
MARZ DIŞ TİCARET VE NAKLİYAT LTD. ŞTİ.;ALAADDİNBEY MAH. ÇİFTLİK CAD. ORCA İŞ MERK. NO:8/C YUMURTALIK BURSA;+90 (224) 249-9964;http://www.7marz.com;7marz.com
MAS TEKSTIL INSAAT SAN.VE TIC. LTD.STI.;YENI MAH.KÜÇÜK SAN.SITESI 802 SOK.NO:4 Tayin edilmedi BILECIK;+90 (228) 315-7710;;
MASGTEKS TEKS.SAN.VE TIC.LTD. ŞTI.;DOSAB FESLEĞEN SOK.NO.4 OSMANGAZİ BURSA;+90 (224) 261-5284;http://www.masgtekstil.com;masgtekstil.com
MASLİNA TEKSTİL SAN. VE TİC. LTD. ŞTİ.;YENİDOĞANOSB MAH. GÜRPINAR CAD. NO:9 GÜRSU BURSA;+90 (224) 371-6055;http://www.maslinatekstil.com;maslinatekstil.com
MASTEKS TEKSTIL SAN.VE TIC.LTD ŞTI.;DUAÇINARI MAH.VIŞNE CAD.N.120 OSMANGAZİ BURSA;+90 (224) 361-6185;;
MASTERWEAR TEKSTİL SAN. VE TİC. LTD. ŞTİ.;ULUÖNDER MAH. 3104. SOK. NO:25 TEPEBAŞI ESKIŞEHIR;+90 (222) 000-0000;;
MATEKS FABRIC TEKSTİL SANAYİ TİCARET LİMİTED ŞİRKETİ;DEMİRTAŞ DUMLUPINAR MAH. 51. SK. NO:14/1 OSMANGAZİ BURSA;+90 (224) 211-2291;http://www.mateksfabric.com;mateksfabric.com
MATLA TASARIM TEKSTİL İTH.İHR.PAZ.VE TİC.LTD.ŞTİ.;GÖKSU MAH.SELÇUKLULAR CAD.GÖKSU PARK KONUTLARI G45 D67 ERYAMAN ETİMESGUT ANKARA;+90 (312) 000-0000;;
MATT FABRICS TEKSTİL SAN. VE TİC. LTD. ŞTİ.;MAHMUDİYE MAH. TABAKHANE CAD. NO:19 İNEGÖL BURSA;+90 (224) 000-0000;;
MAXELLA FABRİCS TEKSTİL ANONİM ŞİRKETİ;ALTINOVA MAH. FUAR CAD: BUTTİM İ.M SİTESİ NO:61 KOVUKÇINAR OSMANGAZİ BURSA;+90 (224) 000-0000;;
MAXİMİNİ BEBE TEKSTİL SAN. VE TİC. LTD. ŞTİ;DUAÇINARI MAH. VİŞNE CAD. MAXİMİNİ NO:134 YILDIRIM BURSA;+90 (224) 000-0000;;
MAY FANTEZİ İPLİK DIŞ TİCARET LİMİTED ŞİRKETİ;KÜÇÜKBALIKLI MAH. KESTANE SK. NO:11/4 OSMANGAZİ BURSA;+90 (224) 000-0000;;
MAY.S GRUP BEBEK GEREÇLERİ MOBİLYA TEKSTİL PLASTİK SANAYİ VE TİCARET LTD.ŞTİ.;ALTINOVA MAH. FUAR CAD. BUTTİM İŞ MERKEZİ BUTTİM ÇARŞI NO:61/2336 YILDIRIM BURSA;;;
MAYATEKS TEKSTIL SAN.VE TIC.AŞ;DUAÇINARI MAH. ORTA SOK.N:41 MERKEZ BURSA;+9 (224) 360-6045;;
MAYFİL TEKSTİL SANAYİ VE TİCARET PAZARLAMA A.Ş.;IŞIKTEPE OSB. MAH. TURUNCU CD. NO:7 YUMURTALIK BURSA;+90 (224) 261-3510;http://www.mayfil.com;mayfil.com
MAYFİL TEKSTİL SANAYİ VE TİCARET PAZARLAMA LTD.ŞTİ.;DEMİRTAŞ ORGANİZE SANAYİ BÖLGESİ ÇİĞDEM SOKAK NO.6 OSMANGAZİ BURSA;+90 (224) 261-3510;;
MAYSA DIŞ TİC. LTD. ŞTİ.;ANADOLU MAH. 1. ALEV SOK. NO:6/1 YILDIRIM BURSA;+90 (224) 000-0000;;
MAYSA DOKUMA A.Ş.;DEMİRTAŞ DUMLUPINAR OSB MAH. MUSTAFA KARAER CAD. NO:13 OSMANGAZİ BURSA;+90 (224) 334-1747;http://www.maysadokuma.com.tr;maysadokuma.com.tr
MAYYS TEKSTİL MOBİLYA OYUNCAK SAN. DIŞ TİC. VE LTD. ŞTİ.;GAZİOSMANPAŞA MAH. 377. SOK 14/B GÖLBAŞI ANKARA;+90 (312) 000-0000;http://mayysbaby.com;mayysbaby.com
MBA USMAN TEKSTİL SANAYİ VE TİCARET A.Ş.;AHMETBEY MAH. ALİOĞLU CAD.NO:9 OSMANGAZİ BURSA;+90 (224) 000-0000;;
MBS TEXTİLE TEKSTİL SAN. VE TİC. LTD. ŞTİ.;IŞIKTEPE MAH. FOÇA SOK. NO:19/1 YUMURTALIK BURSA;+90 (224) 242-9262;http://www.mbstextile.com.tr;mbstextile.com.tr
MC JUNIORS TEKSTİL OTOMOTİV İNŞ. TUR. SAN. VE TİC.LTD.ŞTİ.;DUAÇINARI MAH. 1. GÜLVEREN SOK. NO:82 İÇ KAPI NO:1 YILDIRIM BURSA;+90 (224) 000-0000;;
MCR MİMARLIK GAYRİMENKUL İNŞAAT PAZARLAMA SANAYİ VE TİCARET LTD.ŞTİ.;ÇAMLICA MAH. ATA CAD. GELİNCİK SOKAK GÜMÜŞTEPE SİTESİ NO.31 YUMURTALIK BURSA;+90 (224) 452-0705;;
MDESIGN TEKSTİL SAN. VE TİC. LTD.ŞTİ.;VEYSEL KARANİ MAH. 2. KÖŞK CAD. YANAR TEKSTİL NO:14/1 OSMANGAZİ BURSA;+90 (224) 000-0000;;
MEBELPORT EV TEKSTİLİ VE MOBİLYALARI İTHALAT İHRACAT LİMİTED ŞİRKETİ;BARUTHANE MAH. 3.CEYLAN SK. NO:20/1 EĞİTİM YILDIRIM BURSA;+90 (224) 000-0000;;
MECHATRON METAL MAKİNA SAN. VE TİC. A.Ş.;ERDOĞAN MAH.TURAN CD.NO:23 KESTEL BURSA;+90 (224) 000-0000;;
MEDAFİL TEKSTİL DIŞ TİCARET LİMİTED ŞİRKETİ;KAZIM KARABEKİR MAH.AÇANGÜL SK.NO:7 C YILDIRIM BURSA;+90 (224) 215-2302;;
MEDİCPLUS MEDİKAL TEKSTİL SAN. VE TİC.LTD.ŞTİ.;KAZIM KARABEKİR MAH.4.KARACA SOK B BLOK NO:12 YILDIRIM BURSA;+90 (224) 000-0000;;
MEDİFELİX MEDİKAL İTHALAT İHRACAT LTD.ŞTİ;FETHİYE MAH. ÇAĞIL SK. NO:14 / A YUMURTALIK BURSA;+90 (224) 000-0000;;
MEDİMED MEDİKAL TEKSTİL SAĞLIK MALZEMELERİ SANAYİ TİCARET LTD.ŞTİ.;KAZIM KARABEKİR MAH. 4.DAĞ SK. NO:4/1 YILDIRIM BURSA;+90 (224) 443-1322;http://www.medimed.com.tr;medimed.com.tr
MEDOKS MENSUCAT SAN. VE TİC. LTD. ŞTİ.;DEMİRTAŞ DUMLUPINAROSB MAH. SÜMBÜL SOK. NO:8 OSMANGAZİ BURSA;+90 (224) 000-0000;;
MEDOKS TEKS.TASARIM MAKINA SAN .VE TIC.LTD.ŞTI.;ALTINOVA MAH.2.KEMAN SK.NO.14 OSMANGAZİ BURSA;+90 (224) 261-1170;http://www.medokstekstil.com;medokstekstil.com
MEDPACK MEDİKAL TEKSTİL SAĞLIK MALZEMELERİ İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;DİKKALDIRIM MH.STADYUM CD. NO:3/4 OSMANGAZİ BURSA;+90 (224) 000-0000;http://www.medpack.com.tr;medpack.com.tr
MEDRALİS TEKSTİL İTH.İHR.SAN.TİC.LTD.ŞTİ.;NİLÜFERKÖY MAH.NİLÜFER DEGİRMEN SK.NO:10/1 OSMANGAZİ BURSA;+90 (224) 000-0000;;
MEDTEKS TEKNİK TEKSTİL SANAYİ VE TİC. A.Ş.;ÇAMLICA MAH. GİZEM (190) SOK. SEYİR KENT SİTESİ NO:5 C/H YUMURTALIK BURSA;+90 (224) 233-0288;http://www.medteksmedikal.com.tr;medteksmedikal.com.tr
MEF AKARYAKIT LOJİSTİK ANONİM ŞİRKETİ;ALTINOVA MAH.İSTANBUL CAD. BUTTİM İŞM. 424/5 D3-3266 OSMANGAZİ BURSA;+90 (224) 211-6945;http://www.mefakaryakit.com;mefakaryakit.com
MEFAKS TEKSTİL AKSESUAR VE TUFAFİYE MALZEMELERİ İTHALAT İHRACAT SANAYİ VE TİC.LTD.ŞTİ.;REYHAN MAH. MANTICI CAD. KISMET İŞ HANI NO:1 İÇ KAPI NO:107 OSMANGAZİ BURSA;+90 (224) 221-6200;;
MEFSAN PROJE TASARIM TEKS. SAN. VE TİC. LTD. ŞTİ.;ÖNDER MAH. ŞENKAL CAD. NO:10/3 ALTINDAĞ ANKARA;+90 (312) 000-0000;;
MEGA KUMAŞ SANAYİ TİC.LTD.ŞTİ;SAMANLI MAH.SİM SOK.NO:11/1 YILDIRIM BURSA;+90 (224) 000-0000;;
MEGREL TEKSTIL SAN.VE TIC.LTD. ŞTI.;DEMİRTAŞ DUMLUPNAR OSB MH. PAPTYA SK. NO:19 OSMANGAZİ BURSA;+90 (224) 261-2390;;
ME-HA-RE TEKSTIL SAN.VE DAHILI TIC.LTD.STI.;REYHAN MAH.REYHAN CAD.ER APT. NO.15/B OSMANGAZİ BURSA;+90 (224) 220-4177;;
MEHMET ASA;FETHİYE MH.SAN.CD.CORNER PLUS İŞM..NO:263A YUMURTALIK BURSA;+90 (224) 000-0000;;
MEHMET CAHIT BAŞ;ULUCAMI YANI ERTAŞ ÇARŞI N.402 OSMANGAZİ BURSA;+90 (224) 221-1365;;
MEHMET CAN SERBEST;MAHMUDİYE MAH. 23. MOBİLYA SK. SS. KÜÇÜK SAN. SİT. A 210 İNEGÖL BURSA;+90 (224) 712-2249;;
MEHMET CEM ÇAKALLI;AHMETVEFİK PAŞA MAH. TEPE SUYU SK. REKORPAN NO:7 KESTEL KESTEL BURSA;+90 (224) 000-0000;;
MEHMET ÇAPAR - ÇAPARSOY TEKSTİL;ALTINOVA MAH. İSTANBUL CAD. NO:424 / 5 /4049 OSMANGAZİ BURSA;+90 (224) 211-1723;;
MEHMET EKERYILMAZ;KOCANAIP MAH.HIZALAN SOK.NO:24 MERKEZ BURSA;+90 (224) 222-0427;;
MEHMET EMİN BİNGÖL-EMSA TEKSTİL;YUNUSEMRE MAH.KADİFE SOK.NO:13/21 YILDIRIM BURSA;+90 (224) 363-2067;http://emsatekstil.net;emsatekstil.net
MEHMET EMİN EROĞLU;ÖNDER MAH.SARIGÖL CAD.NO:4/D ALTINDAĞ ANKARA;+90 (312) 353-5450;;
MEHMET FAİK YILMAZİPEK TEKSTİL SAN. VE TİC. LTD. ŞTİ.;IŞIKTEPEOSB MAH. KAHVERENGİ CAD. NO:1 YUMURTALIK BURSA;+90 (224) 243-8844;http://www.yilmazipek.com.tr;yilmazipek.com.tr
MEHMET FURKAN SEVÜK SVK TEKSTİL;MİNARELİÇAVUŞ MAH.TÜREN SOK.DEPO SİT.NO:7 İÇ KAPI NO:1 YUMURTALIK BURSA;+90 (224) 000-0000;;
MEHMET GİRGİN;VEYSEL KARANİ MH. 6. EGE SOK. NO: 36/1 OSMANGAZİ BURSA;+90 (224) 215-5366;;
MEHMET GÜLLE - İNEGÖL PAPEL PRES KAPLAMA SANDALYE İMALATI;MAHMUDİYE MH.AĞAÇ İŞL.BÖL.10 SK. NO:3/B İNEGÖL BURSA;+90 (224) 711-2011;http://www.inegolpapel.com;inegolpapel.com
MEHMET HAKER;YİĞİTLER MAH. E2. SOK. OTOSANSİT SANAYİ SİTESİ 12. BLOK NO:80 YILDIRIM BURSA;+90 (224) 000-0000;;
MEHMET HATAY;ALTINOVA MAH. Y.YALOVA YOLU CAD. 424 BUTTİM İŞ MERKEZİ KAT.5 NO.5025 OSMANGAZİ BURSA;+90 (224) 243-5556;;
MEHMET İNAN;FUAR CAD. BUTTİM İŞ MERKEZİ BUTTİM ÇARŞI NO:61 KOVUKÇINAR OSMANGAZİ BURSA;+90 (224) 000-0000;;
MEHMET KARAÇAM - KARAÇAM TEKSTİL;DUAÇINARI MAH. VİŞNE CAD. 7. AKASYA SOK. NO:45 YILDIRIM BURSA;+90 (224) 363-9933;;
MEHMET KASAR;DUAÇINARI MAH.ARA SOK.NO.4 YILDIRIM BURSA;+9 (224) 362-7116;http://www.kasarteks.net;kasarteks.net
MEHMET KUYUMCU;CUMA MAH. İSMAİL EFENDİ CAD. MODEL PERDE NO:29/2 İNEGÖL BURSA;+90 (224) 000-0000;;
MEHMET METİN TEBİR / UYKULAB TEKSTİL;SOĞANLI MAHALLESİ 5.AKGÜN SK. NO:4 OSMANGAZİ / BURSA OSMANGAZİ BURSA;+90 (224) 223-3887;;
MEHMET MOLLA - VOLKAN TRANSPORT NAKLİYAT VE İTHALAT İHRACAT;FETHİYE MAH. FATİH (240) SOK. NO:13 K:4 D:13 NİLÜFER / BURSA YUMURTALIK BURSA;+90 (224) 000-0000;;
MEHMET MURAT MODERN İÇ VE DIŞ TİCARET PAZARLAMA;KARAMAN MAH.KAYNARCA SOK.NO:315 YUMURTALIK BURSA;+90 (224) 242-8505;;
MEHMET OKTAY GÜLER - ER-SA OTOMOTIV;BAŞARAN MAHALLESİ 2.ÇİĞDEM SOK. NO:1 A/ OSMANGAZİ OSMANGAZİ BURSA;+90 (224) 250-9100;;
MEHMET ÖZGÜN;KAZIMKARABEKİR MAH.KARABAŞ SK.NO:36/Z1 YILDIRIM BURSA;+90 (224) 361-1147;;
MEHMET PİŞİREN;ANADOLU MAH. KARLIDAĞ CAD. 3.BAŞARAN SOK. NO.18/A YILDIRIM BURSA;+90 (224) 363-6354;;
MEHMET SAİT KAYA;DUAÇINARI MAH. DOĞRU SOKAK NO.6 YILDIRIM BURSA;+90 (224) 360-6649;;
MEHMET SALİH ÇÖLER;KARAMAN MAHALLESİ ODUNLUK CAD.NO:13 YUMURTALIK BURSA;+90 (224) 270-0832;;
MEHMET ŞAH SEVİNÇ;DUAÇINARI MH. KARLIDAĞ CD. NO:94 İÇ KAPI:81 YILDIRIM BURSA;+90 (224) 000-0000;;
MEHMET ŞAHAN-EMİR DR;KURTULUŞ OSB MAHALLESİ POYRAZ SOKAK NO:1 GÜRSU BURSA;+90 (224) 256-3754;;
MEHMET TERZİOĞLU;ANADOLU MH. TÜTER SK. 7/1 YILDIRIM BURSA;+90 (224) 000-0000;;
MEHMET YILDIRIM VE BASHAR NASSER SAID NAFAA ORTAKLIĞI - HOME CENTER FURNITURE;MAHMUDİYE MH. 11. MOBİLYA SK. NO:1 İNEGÖL BURSA;+90 (224) 000-0000;http://www.rozellimobilya.com;rozellimobilya.com
MEHMET YILMAZ TEKS.KONF.INŞ. SAN.TIC.LTD.ŞTI.;KAZIMKARABEKIR MH.KERVAN SOK. NO.21 YILDIRIM BURSA;+90 (224) 360-6038;;
MEHMET YUMUK - PERİ TEKSTİL;DUAÇINARI MH. 1. VATAN CD. NO:42BURSA YILDIRIM BURSA;+90 (224) 362-0653;;
MEHMET ZAKİR TAŞKAYA;MAHMUDİYE MAH. ŞİRİN SK NO:29 İNEGÖL BURSA;+90 (224) 500-0572;;
MEHTAP GÜRBÜZ;BUTİM İŞ MERK. A4 BLK. NO:1011 ALTINOVA MAH. OSMANGAZİ BURSA;+90 (224) 211-4054;;
MEKA DOKUMA SANAYİ VE TİCARET LİMİTED ŞİRKETİ;AHMET VEFİK PAŞA OSB DEĞİRMEN CAD. NO.12/2 KESTEL BURSA;+90 (224) 361-0115;;
MEKAR MENSUCAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ;YUNUSEMRE MAH. KAYABAŞI SOK.NO:28/1 YILDIRIM BURSA;+90 (224) 502-0723;;
MELBA TEKSTİL SANAYİ VE TİCARET LİMİTED ŞİRKETİ;VATAN MAH.VİŞNE CAD.NO:5/1 YILDIRIM BURSA;+90 (224) 361-6565;http://www.melbatekstil.com;melbatekstil.com
MELİH AKER TEKSTİL SANAYİ VE TİCARET LİMİTED ŞİRKETİ;KARAHIDIR KÖYÜ MAHALLESİ OKUL CADDE A BLOK NO 70/2 KÖYLER GÜRSU BURSA;+90 (224) 243-1173;http://www.melihakertekstil.com.tr;melihakertekstil.com.tr
MELİH DİNÇER;ANADOLU MAH.KARLIDAĞ CAD.2. BALKAN SK.NO:28A/1 YILDIRIM BURSA;+90 (224) 360-5945;;
MELİH KABAKÇI;KÜKÜRTLÜ MAH. 6. BAŞARAN SOK. NO:8/13 OSMANGAZİ BURSA;+90 (224) 000-0000;;
MELLA HOME TEKSTİL KONFEKS HEDİYELİK EŞYA KOZM. TURZM. İMAL. ENERJİ. İTH. İHR. SAN. VE TİC. LTD. ŞTİ;KÜÇÜKESAT MAH. ESAT CAD. NO:139/11 ÇANKAYA ANKARA;+90 (312) 447-4776;http://www.mellahome.com.tr;mellahome.com.tr
MELTAM İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ;BOSB IŞIKTEPE OSB MAH. MART SOK. NO:4 D YUMURTALIK BURSA;+90 (224) 411-1485;http://www.meltamtekstil.com;meltamtekstil.com
MELTAM TEKSTIL SAN. VE TİC. A.Ş.;IŞIKTEPE OSB MAH. MART SOK. NO:4 D PK:16215 YUMURTALIK BURSA;+90 (224) 411-1485;http://www.meltamtekstil.com;meltamtekstil.com
MELTEM GENDİGELEN-İMAGE İTH.İHR.DAN.HİZ.;İHSANİYE MAH.DERLEYEN SOKAĞI NO:9 B/1 YUMURTALIK BURSA;+90 (224) 711-2011;;
MELZA TEKSTİL SAN. VE TİC. LTD. ŞTİ.;NİLÜFERKÖY MAH. MUDANYA YOLU CAD. GÜL İPEK NO:15 OSMANGAZİ BURSA;+90 (224) 549-2440;http://www.melzafabrics.com;melzafabrics.com
MENESE TEKSTİL SAN. VE TİC.LTD.ŞTİ.;VATAN MAH. VARDAR SOK. NO:10 YILDIRIM BURSA;+90 (224) 360-3306;;
MENGÜÇ DIŞ TİC. LTD. ŞTİ.;ALTINOVA MAH. İSTANBUL CAD. BUTTİM İŞ MERKEZİ NO:424/5/1225 OSMANGAZİ BURSA;+90 (224) 211-2723;;
MENTEŞOĞLU AMBALAJ SAN. TİC. A.Ş.;KURTULUŞ MAH. EROL AKBAŞ CAD. NO:4/2 GÜRSU BURSA;+90 (224) 000-0000;;
MENTEŞOĞLU HALI TEKSTİL AMBALAJ SAN. TİC. LTD. ŞTİ.;KURTULUŞ MH. BİLGİLİ SK. NO:54 -56 İÇ KAPI NO: 1 GÜRSU BURSA;+90 (224) 000-0000;;
MER İTHALAT İHRACAT SANAYİ VE TİCARET LTD. ŞTİ.;ALAŞARKÖY MAH. 7. ASMA SK. NO:7/A OSMANGAZİ BURSA;+90 (224) 216-1916;http://www.mertex.com.tr;mertex.com.tr
MERAY TEKS. SAN. TİC. LTD. ŞTİ.;KAZIMKARABEKİR MH. KARA SK. NO:34-36 YILDIRIM BURSA;+90 (224) 361-0387;http://www.meraytekstil.com;meraytekstil.com
MERCAN MANİFATURA TEKS.TİC.VE SAN.LTD.ŞTİ.;KARPUZLU-2 SK.NO:73/5 SİTELER ALTINDAĞ ANKARA;+90 (312) 351-2101;;
MERDENİK TEKSTİL ANONİM ŞİRKETİ;YENİ YALOVA YOLU 12.KM.7.ASMA SK.N:9 ALAŞAR MEVKİ OSMANGAZİ BURSA;+90 (224) 362-0179;;
MERDİVEN TEKSTİL İTHALAT İHRACAT SANAYİ VE TİCARET LTD.ŞTİ.;YİĞİTLER MAH. BÜYÜK OTO TİCARET MERKEZİ 109.SK. NO YILDIRIM BURSA;+90 (224) 342-3639;http://www.merdivenlife.vom;merdivenlife.vom
MERFATEX TEKSTİL SAN. VE TİC. LTD. ŞTİ.;ALTINOVA MH. FUAR CAD. BUTTİM İŞ MERKEZİ BUTTİM ÇARŞI NO:61/4102 OSMANGAZİ BURSA;+90 (224) 000-0000;;
MERHAS TEKSTİL TURİZM OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ;CUMHURIYET CAD.DORUK ISH.NO. 274-275 OSMANGAZİ BURSA;2226849;;
MERİ BRODE TEKSTİL İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ;KURTULUŞ OSB MAH. ÖZÇAVUŞOĞLU SOK NO:14 GÜRSU BURSA;+90 (224) 000-0000;;
MERİNOS FOTOĞRAFÇILIK REKLAM VE ORGA.YAYIN.BİLG.GIDA TEKS.VE TUR.İTH.İHR.PAZ.SANAYİ VE TİCARET LTD.Ş;BAŞARAN MAH. 1.BİLGİLİ SOKAK NO.2/A OSMANGAZİ BURSA;+90 (224) 000-0000;;
MERKEM TEKSTİL MEFRUŞAT MOBİLYA NAKLİYAT SAN. VE TİC. LTD. ŞTİ.;MALAZGİRT MAH. SÜRGÜLÜ SOK. NO:39/A SİNCAN ANKARA;+90 (312) 000-0000;;
MERKETEKS TEKSTİL SAN. VE TİC. LTD. ŞTİ.;VATAN MAH. 2.VATAN CADDE NO:75 YILDIRIM BURSA;+90 (224) 362-8260;http://www.imkotekstil.com;imkotekstil.com
MERLA TEKSTİL İNŞAAT TAAHHÜT SANAYİ VE TİCARET ANONİM ŞİRKETİ;ALTINOVA MAH. FUAR CAD. BUTTİM İŞMERKEZİ BUTTİM ÇARŞI NO: 61 İÇ KAPI NO: 3179 KOVUKÇINAR OSMANGAZİ BURSA;+90 (224) 000-0000;;
MERLINE TEKSTIL SAN.A.Ş.;YENI YALOVA YOLU BUTTIM IŞ MRK K:3 NO:954 OSMANGAZİ BURSA;+90 (224) 211-3575;http://www.meridyentextile.com;meridyentextile.com
MERLİN KAŞMER;KAZIM KARABEKİR MAH. YAYLALI SOK. NO:19:/C YILDIRIM BURSA;+90 (224) 000-0000;;
MERPOL SÜNGER TEKSTİL SANAYİ VE TİCARET LTD.ŞTİ.;KAYAPA MAH. KARANFİL CAD. NO:6A YUMURTALIK BURSA;+90 (224) 215-7506;http://www.softlifevisco.com;softlifevisco.com
MERSE EV TEKSTİLİ MOBİLYA GIDA İTHALAT İHRACAT SANAYİ VE TİCARET ANONİM ŞİRKETİ;ETİ MAH.GAZİ MUSTAFA KEMAL BLV.NO:64 İÇ KAPI NO:9 ÇANKAYA ANKARA;+90 (312) 000-0000;;
MERSEM TEKSTIL SAN.VE TIC.LTD. ŞTI.;BUTTIM IŞ MRK.E/2 NO:637 OSMANGAZİ BURSA;+90 (224) 211-5520;http://www.mersem.com;mersem.com
MERT BENLİOĞULLARI;VATAN MAH. 2.VİLLA SK NO.15 YILDIRIM BURSA;+90 (224) 363-0217;;
MERT CAN EV TEKSTİL SAN. VE TİC. LTD. ŞTİ.;ALTINOVA MAH. FUAR CAD. BUTTİM İŞ MERKEZİ BUTTİM ÇARŞI NO:61/4173 OSMANGAZİ BURSA;+90 (224) 000-0000;;
MERT MEYDANLI;KİRAZLI KÖYÜ SANAYİ MEVKİİ 33. SOK. NO:2/43 MERKEZ YALOVA;+90 (226) 000-0000;;
