firma_adi;adres;telefon;website;domain
GÜVEN OTO OTOMOTİV VE YEDEK PARÇA SAN.TİC.LTD.ŞTİ.;İ.O.S.B. DOLAPDERE SAN.SİT.ADA 7 NO:45 İKİTELLİ BAŞAKŞEHİR İSTANBUL;+90 (212) 671-3588;;
GÜVEN OTO PARÇA İMALAT SAN.VE TİC.LTD.ŞTİ;"İstoç 26. Ada No: 69-71 Mahmutbey / Bağcılar, İSTANBUL ATAŞEHİR İSTANBUL";+90 (216) 659-5929;http://http://www.guvenotomotiv.net/;http
GÜVEN OTO YEDEK PARÇA SAN.VE TİC.AŞ.;Aksaray Mah.Tiryaki Hasanpaşa Sok. No:35/A FATİH İSTANBUL;+90 (212) 586-8671;;
GÜVEN OTOMOTIV SANAYI VE TIC. LTD.ŞTI.;Istoç 4.Ada N:47-49-51-53 Tayin edilmedi İSTANBUL;+90 (212) 659-4021;;
GÜVEN TEKNECILIK-SADIK YILMAZ;Nuh Sanayı Sıt. No:31 TUZLA İSTANBUL;+90 (216) 353-3904;;
GÜVEN UZUN - UZUNLAR SALAMURA;ÇAKIRLI BELDESİ ORHANGAZİ BURSA;+90 (224) 584-8247;;
GÜVENAL KALIP ELEMANLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ;RAMİ KIŞLA CD EMİNTAŞ 3 SAN SİT NO:56-57-58 EYÜP İSTANBUL;+90 (212) 501-5381;http://www.guvenal.net;guvenal.net
GÜVENAL YÖNETİM DANIŞMANLIK HİZMETLERİ LTD.ŞTİ.;AKPINAR MAH. 3.İSİMSİZ SOK. AKPINAR SİTESİ EVLERİ 1.ETAP E BLOK DAİRE.13 OSMANGAZİ BURSA;+90 (224) 241-3716;;
GÜVENÇ MOTORLU ARAÇLAR TIC.VE SAN.LTD.ŞTI.;1379 SOK. GÜVEN IŞH. NO:59 114-115 KONAK İZMİR;+90 (232) 484-9694;;
GÜVENDİK KAUÇUK SAN. VE TİCARET LTD.ŞTİ.;NOSAB MH. MEŞE CAD.NO:2 YUMURTALIK BURSA;+90 (224) 441-3289;http://www.guvendikkaucuk.com.tr;guvendikkaucuk.com.tr
GÜVENEL OTO AHŞAP TAŞ. İNŞ.SAN.TİC. LTD. ŞTİ.;KARLIKTEPE MH.SEVİLEN SK.N.1 ESENTEPE KARTAL İSTANBUL;+90 (216) 387-9856;http://www.guvenelkapi.com;guvenelkapi.com
GÜVENELLER TAVUKÇULUK HAYVANCILIK OTO MAKAS DORSE TAMİR BAKIM SAN. VE TİC. LTD. ŞTİ.;SEKİZ EYLÜL MAH. KIROVASI KÜME EVLER NO:46 KEMALPAŞA İZMİR;+90 (232) 000-0000;http://www.tinyhouseworld.com.tr;tinyhouseworld.com.tr
GÜVENİŞ İNŞAAT SAN. GIDA VE TİC. LTD. ŞTİ.;VEZİRÇİFTLİĞİ MAH. GEDİK SOK. NO:29/3 BAŞİSKELE KOCAELI;+90 (262) 000-0000;;
GÜVMAKSAN DÖKÜM METAL MAKİNE OTOMOTİV YEDEK PARÇA SAN. VE TİC. LTD. ŞTİ.;BÜYÜKKAYACIK MH. KOS BÖLGESİ İHSAN DEDE CAD. 9.SK. NO:22 ŞEMS SELÇUKLU KONYA;+90 (332) 239-1134;http://www.guvmaksan.com;guvmaksan.com
GÜZEL OTO TİCARET A.Ş.;FERHATPAŞA SB MAH. ERGUVAN SOK. NO:9/B1 ÇATALCA İSTANBUL;+90 (212) 481-9280;;
GÜZEL OTOMOTIV SAN.VE TIC. LTD STI.;10006 Sok No:55 I.A.O.S.B. ÇİĞLİ İZMİR;+90 (232) 376-7435;;
GÜZELDAĞ TEKSTİL DERİCİLİK SANAYİ VE TİCARET LTD.ŞTİ.;BUTTİM TEKS.TİC.MRKZ.E3 BL. NO:966-967 OSMANGAZİ BURSA;+90 (224) 211-0541;;
GÜZEY YAPI SAN. VE TİC. LTD. ŞTİ.;ÇALI MAH. AHISKA CAD. NO:221 YUMURTALIK BURSA;+90 (224) 215-0130;;
GÜZİN UZUN;MİMARSİNAN MAH. MİMARSİNAN BULVARI NO:14811 YILDIRIM BURSA;+90 (224) 000-0000;;
GVN TRAİLER OTOMOTİV SAN. TİC. LTD. ŞTİ.;FEVZİÇAKMAK MAH AYYILDIZ CAD. NO:103-I KARATAY KONYA;;;
GWG GLOBAL OTOMASYON ENDÜSTRİ SİSTEMLERİ LİMİTED ŞİRKETİ;ÜÇEVLER MAH. İZMİR YOLU CAD. WEİSPOİNT ST. NO:241 ERTUĞRUL YUMURTALIK BURSA;+90 (224) 504-8661;;
GYP MAC MAKİNA İMALAT SANAYİ VE TİCARET LTD.ŞTİ.;MALIKÖY BAŞKENT OSB MAH.ATATÜRK BULV. NO:77 SİNCAN ANKARA;+90 (312) 640-1412;;
H.E.T. MAKİNA KALIP HIRDAVAT İTHALAT İHRACAT SANAYİ VE TİCARET LTD.ŞTİ.;ALAADDİNBEY MAH. 628.SOKAK ELEKTROMEKANİK İŞ MERKE NO.1-B YUMURTALIK BURSA;+90 (224) 441-3374;;
H.G.M. HACIOĞULLARI GIDA MD. VE TEKS.TIC.SAN.LTD.ŞTI.;KÜPLÜPINAR MAH. DEMIRYOLU CAD. NO:228 OSMANGAZİ BURSA;+90 (224) 254-5884;;
H.H.C. OTOMOTİV TAŞIMACILIK SAN. VE TİC.LTD.ŞTİ.;GÜNDOĞDU MAH.SELVİ CAD. NO:40 OSMANGAZİ BURSA;+90 (224) 215-2540;http://www.hhc.com.tr;hhc.com.tr
H.M.B. ENDÜSTRİYEL METAL NAKLİYE İNŞAAT YAPI MALZEMELERİ GIDA SANAYİ TİCARET LTD.ŞTİ.;CUMHURİYET MAH.AKTAŞ SK. KENT-1 SİT. C-1 BLOK NO:4/1A YUMURTALIK BURSA;+90 (224) 411-0177;;
H.M.K.TEKS.SAN.VE TİC.LTD.ŞTİ.;KURTULUŞ OSB MH.TURGUT ÖZAL CD.NO:3 GÜRSU BURSA;+90 (224) 376-0420;http://www.hmktexile.com;hmktexile.com
H.M.Y. TEKSTİL TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ;DOSAB ALİ OSMAN SÖNMEZ CAD. NO:2/2 DEMİRTAŞ OSMANGAZİ BURSA;+90 (224) 261-6065;;
H.O.E.N HORTUM END. KAUÇUK PLASTİK SAN. VE TİC LTD. ŞTİ.;Nosab 207. sokak No:4-5 YUMURTALIK BURSA;+90 (224) 214-0026;;
H.P. HİDROLİK PNÖMATİK SANAYİ VE TİCARET LTD.ŞTİ.;Üçevler Mah. 61.Sk. No.23 Nilüfer Ticaret Merkezi YUMURTALIK BURSA;+90 (224) 443-3460;;
H.S.E.DIŞ TIC.LTD.ŞTI.;ORG.SAN.BÖL.KAHVERENGI CAD.N.7 YUMURTALIK BURSA;+90 (224) 241-6250;;
HABİP USTA MOTORLU ARAÇLAR YDK PRÇ VE BKM ONRM İTH. İHR. SAN. TİC. LTD. ŞTİ.;İKİTELLİ OSB MAH. DOLAPDERE 16. ADA SOK. DOLAPDERE SAN. G2 BLOK NO:21/21 BAŞAKŞEHİR İSTANBUL;+90 (212) 000-0000;;
HABİTAT ZEYTİN ZEYTİNTAĞI GIDA TARIM SAN. İTH. İHRACAT. A.Ş.;ÇELTİLÇİ MAH. ÇELTİKÇİ SK. GG BLOK APT NO 225 GG/Z1 ORHANGAZİ BURSA;+90 (312) 815-5717;http://www.habittgida.com.tr;habittgida.com.tr
HACCAR TEKSTİL SANAYİ VE TİCARET LTD.ŞTİ.;DUAÇINARI MAH. KURTUL SOKAK NO.28 YILDIRIM BURSA;+90 (224) 361-6527;;
HACER ALİ - İDOL İÇ VE DIŞ TİCARET;ORTABAĞLAR MAH. 2.UZUN SOKAK NO.32/1 YILDIRIM BURSA;+90 (224) 368-8276;;
HACER KARAVAŞ ÇOCUK BEBE GİYİM İTH.İHR.SAN. VE TİC.LTD.ŞTİ.;DUAÇINARI MAH.VİŞNE CAD.NO:243/B YILDIRIM BURSA;+90 (224) 000-0000;;
HACI ALİ DURUK;YENİKÖSELER MAH. YENİKÖSELER SOK. NO:56 POLATLI ANKARA;+90 (312) 622-5016;;
HACI BEKİR YÜCEKAYA;VEYSEL KARANİ MAH. 6. EGE SOK. NO:4 OSMANGAZİ BURSA;+90 (224) 215-0605;;
HACI DURDU USLU;HUZUR MAH.CENGİZ SK.NO:13 B /36 ÜMRANİYE İSTANBUL;+90 (216) 000-0000;;
HACI HASANOĞULLARI RESTAURANT TURİZM GIDA İNŞAAT SAN. VE TİC. LTD. ŞTİ.;İHSANİYE MAH. FATİH SULTAN MEHMET BULVARI ÖZAY APT. NO:18A YUMURTALIK BURSA;+90 (224) 245-6061;http://www.hacihasanogullari.com.tr;hacihasanogullari.com.tr
HACI KABAKÇI - NİL TEKSTİL;KÜÇÜKBALIKLI MAH.KÜME SK. NO:10 A OSMANGAZİ BURSA;+90 (224) 713-6999;;
HACI RECEP EVINÇOĞULLARI TEKS. INŞ.T.H.E.IÇ VE DIŞ TIC.LTD.ŞT;"Y.YALOVA YOLU BUTTIM IŞ MERK. C,1 BLOK N:158 OSMANGAZİ BURSA";+9 (224) 211-1433;;
HACI REİSOĞULLARI GIDA TURİZM İNŞAAT TEKSTİL MAKİNA SAN. VE TİC. A.Ş.;DEĞİRMENÖNÜ MAH. 1. OYLAT SOK. ERBOL SPOR TESİS. NO:10/Z1 YILDIRIM BURSA;+90 (224) 000-0000;;
HACIBALI RULMAN YATAKLARI SAN. VE TİC. A. Ş.;1.ORGANIZE SANAYI BUDAKÖZÜ SOK NO:17 Tayin edilmedi KONYA;+90 (332) 248-3250;http://www.hcb.com.tr;hcb.com.tr
HACIBAYRAM EFE - EFE TEKSTİL;KÜÇÜK BALIKLI MAH. VE CAD. NO.70 OSMANGAZİ BURSA;+90 (224) 215-1844;;
HACIOĞLU KARDEŞLER TARIM ÜR.SO.HAV.DEP.GID.NA.İNŞ.AMB.VE PAK İTH.İHR.SAN VE TİC.LTD.ŞTİ;İSTİKLAL MAH.RECEP YAZICIOĞLU CAD.78.SOK NO:105 GÜRSU BURSA;+90 (224) 000-0000;;
HACIOĞLU MAKİNA ENDÜSTRİYEL ÜRÜNLER İTHALAT İHRACAT SANAYİ TİCARET LTD.ŞTİ.;Sakarya Mah. Ulu Sokak 61/A OSMANGAZİ BURSA;+90 (224) 251-3163;http://www.omiturk.com;omiturk.com
HACIOĞULLARI BRODE VE DOKUMA TEKSTIL SAN.VE TIC.LTD.ŞTI.;ALTINOVA MAH. SARIYER CAD. SEYMEN ÇIKMAZI NO:5 GÜRSU BURSA;+90 (224) 254-8594;;
HACIVAT KARAGÖZ LOKUM ŞEKERLEME GIDA TEKS.OTOM.İNŞ.NAK.TURZ.İTH.İHR.SAN.VE TİCARET LTD.ŞTİ.;OVAAKÇA EĞİTİM MAH. YENİ YALOVA YOLU CAD. NO. 748/1 OSMANGAZİ BURSA;+90 (224) 267-2617;http://www.hacivatkaragozlokumcusu.com;hacivatkaragozlokumcusu.com
HACO LAADKLEPPEN SERVICE B.V. MERKEZİ HOLLANDA İSTANBUL MERKEZ ŞUBESİ;İKİTELLİ OSB MAH.DERSAN B BLOK SK.NO:1/104 BAŞAKŞEHİR İSTANBUL;+90 (212) 813-6566;http://www.haco-parts.com;haco-parts.com
HADİM KUMAŞ KONFEKSİYON TEKSTİL İNŞAAT OTOMOTİV TARIM HAYVANCILIK SAN. VE TİC.LTD.ŞTİ.;DUAÇINAR MAH.VİŞNE CAD.ARDIÇ.SOK.NO:6 YILDIRIM BURSA;+90 (224) 364-9002;http://www.hadimkumas.com;hadimkumas.com
HAFIZ E-TİCARET İTHALAT İHRACAT LTD.ŞTİ;KAZIM KARABEKİR MAH.İRİS SOK.NO:29/2 YALOVA YALOVA;+90 (226) 000-0000;http://www.hafizexport.com;hafizexport.com
HAFIZ OTO DÖŞEME- ORHAN HAFIZ;BAHÇEKAPI MAH. 2535.SK NO:24/B ETİMESGUT ANKARA;+90 (312) 000-0000;;
HAGE PAZARLAMA VE DIŞ TİCARET A.Ş.;AHMET VEFİK PAŞA OSB BOSNA CAD. BURHAN ASLANTÜRK SİTESİ NO:11 KESTEL BURSA;+90 (224) 361-9426;http://www.hagetextile.com;hagetextile.com
HAGE TEKSTİL SANAYİ VE TİCARET A.Ş.;DEMİRTAŞ ORGANİZE SANAYİ BÖLGESİ 2.SARDUNYA SOKAK NO.7 DEMİRTAŞ OSMANGAZİ BURSA;+90 (224) 372-9900;;
HAGO İÇ VE DIŞ TİCARET A.Ş.;MİNARELİÇAVUŞ ORGANİZE SANAYİ BÖLGESİ MEŞE CAD NO.1 KAPI NO.1/A YUMURTALIK BURSA;+90 (224) 411-1481;http://www.hago.com.tr;hago.com.tr
HAKAN - SERKAN ÖZKÖK DAYANIKLI TÜKETİM MALLARI VE TEKSTİL ÜRÜNLERİ SANAYİ VE TİCARET LTD.ŞTİ.;ALTINOVA MAH. İPEK SOKAK NO.19/21 OSMANGAZİ BURSA;+90 (224) 216-0833;;
HAKAN AKGÜN;KARKÖY KÖYÜ NO.99 Tayin edilmedi BURSA;+90 (224) 791-5045;;
HAKAN AKÖZ - DİVAL İÇ VE DIŞ TİCARET;ALEMDAR MAH. MUDANYA CAD. NO.122/D OSMANGAZİ BURSA;+90 (224) 236-0804;http://www.divalticaret.com;divalticaret.com
HAKAN AY;MERKEZ MAH.KUMRU SOKAK NO:7 GÜNGÖREN İSTANBUL;+90 (212) 507-8231;;
HAKAN BAYRAK;KAYAPA MAH. SARI CAD. NO:19/B KAYAPA YUMURTALIK BURSA;+90 (224) 443-3845;http://www.metalambalaj.com;metalambalaj.com
HAKAN BAYRAK METAL AMBALAJ SANAYİ VE TİCARET LTD. ŞTİ.;KAYAPA MAH. SARI(530) CAD. FABRİKA NO:19/B 16280 YUMURTALIK BURSA;+90 (224) 443-4345;http://www.metalambalaj.com;metalambalaj.com
HAKAN BELLİ;SANAYİ SİTESİ YENİ KISIM ADA 8 NO.104 KARACABEY BURSA;+90 (224) 671-8037;;
HAKAN BÖLÜKBAŞI KUZEY OTO;PTT EVLERİ KANUNİ SÜLEYMAN ÇELEBİ CAD. NO:51/3 KÜÇÜKÇEKMECE İSTANBUL;+90 (212) 592-7415;;
HAKAN EFE;MİMAR SİNAN MAH. ÜSKÜDAR CAD. YEDPA NO:1A/46 ATAŞEHİR İSTANBUL;+90 (216) 471-0726;http://www.3eyagkeceleri.com;3eyagkeceleri.com
HAKAN EKİN AY-CE GIDA;KEMALPAŞA MAH.HİCRAN SOK.NO:38 İNEGÖL BURSA;+90 (224) 000-0000;;
HAKAN ELDEMİR - OTO AHŞAP DÜNYASI;BAHAR MAH.DEBRELİ SK.NO:8 OSMANGAZİ BURSA;+90 (224) 215-9505;;
HAKAN EVRENSEL-EVRENSEL MAKİNA;ÜÇEVLER MAH. BEŞEVLER SAN. SİT. 28. BLOK YUMURTALIK BURSA;+90 (224) 441-2641;;
HAKAN GÜLBUDAK/BURSA KUMAŞ;ÇAMLICA MAH. İNKILAP CAD. NO:58/5 YUMURTALIK BURSA;+90 (224) 000-0000;;
HAKAN GÜLPINAR;SANAYİ MH. İZMİT SAN. SİTESİ 13. CD. 313 BLOK NO:2 İZMİT KOCAELI;+90 (262) 335-2569;http://www.akdenizotoelektrik.com.tr;akdenizotoelektrik.com.tr
HAKAN GÜLŞEN;TURANKÖY MAHALLESİ TERKEŞLİ CADDESİ NO:6 KÖYLER KESTEL BURSA;+90 (224) 000-0000;http://www.gulsenlerticaret.com;gulsenlerticaret.com
HAKAN IŞIK;DOLAPDERE SAN.SİTESİ 9.ADA NO:25 KÜÇÜKÇEKMECE İSTANBUL;+90 (212) 000-0000;;
HAKAN KESKİN;Küçükbalıklı Mah. Şanlı Cad. No.56/B OSMANGAZİ BURSA;+90 (224) 215-0615;;
HAKAN KULAK;İVEDİKKÖY MAH. 3808 CAD. NO: 46 YENİMAHALLE ANKARA;+90 (312) 000-0000;;
HAKAN KÜÇÜK;Hamidiye Mh. Günal Sk. No:27 KAĞITHANE İSTANBUL;+90 (212) 321-5311;;
HAKAN KÜÇÜK - KÜÇÜKEV TEKSTİL;23 NİSAN MAH. KÖROĞLU CAD. BEYDAĞ PARK EVLERİ NO. 27 YUMURTALIK BURSA;+90 (224) 413-3441;;
HAKAN OTOMOTIV MERMER SAN.VE TIC.LTD.ŞTI.;S.S. DOLAPDERE ESNAF KOOP. 8 ADA NO.30 BEYOĞLU İSTANBUL;+90 (212) 549-1881;;
HAKAN OTOMOTİV YED.PAR.SAN.TİC .PAZ.LTD.ŞTİ;Necıp Fazıl Mah. Kuran Kursu Cad. Soylu Sok.No:17 SULTANBEYLİ İSTANBUL;+90 (216) 497-2335;;
HAKAN ÖZSOY;PAŞAKENT MAH.1061 SK.RENK SİTESİ C BLOK NO:35/A BANDIRMA BALIKESIR;+90 (266) 718-9050;;
HAKAN ÖZTUNA İTECH MÜHENDİSLİK;ÜÇEVLER MAH. AHISKA CAD. GENÇŞENOCAK İŞ MERK. NO:83/25 YUMURTALIK BURSA;+90 (224) 443-3907;http://www.itechmuhendislik.com;itechmuhendislik.com
HAKAN ÖZYENİCE - ÖZYENİCE DERİCİLİK;BURSA DERİ ORGANİZE SANAYİ BÖLGESİ MUHSİN ÖZYENİCE CAD. NO.2/2 YUMURTALIK BURSA;+90 (224) 487-0102;;
HAKAN SERBEST;MAHMUDİYE MAH.4.MOBİLYA SK.KAPI NO 25 İNEGÖL BURSA;+90 (224) 715-5772;;
HAKAN TEKİN HAFRİYAT İNŞAAT SAN. VE TİC. LTD.ŞTİ.;PAŞA ALANI MAH. 394 SOK. NO:116/1 KARESİ BALIKESIR;+90 (266) 000-0000;;
HAKAN YAŞAR;KAZIM KARABEKİR MAH KİTLE SOK NO:13 YILDIRIM BURSA;+90 (224) 363-0494;http://www.bertulakids.com.tr;bertulakids.com.tr
HAKANAY ZEYTİNCİLİK GIDA SAN. VE TİC. LTD. ŞTİ.;HAMİDİYE MAH. ORHANGAZİ CAD. GEMLİK ZEYTİN HALİ TOPTANCILARI SİTESİ NO:193/42 GEMLİK BURSA;+90 (224) 000-0000;;
HAKBAY HİDROLİK PNÖMATİK MAKİNA OTOMOTİV SAN. VE TİC. LTD. ŞTİ.;GÜLİSTAN CAD. ATİKER 3-2 NO:33 AC ŞEMS KARATAY KONYA;+90 (332) 342-0406;;
HAKÇI KONFEKSİYON VE TEKSTİL ÜRÜNLERİ TİC. SAN. LTD. ŞTİ.;EHLİBEYT MAH. 6.SK. NO:11 B BLOK MUHARREM TORNACI İŞ MERKEZİ 6 NO.LU BAĞIMSIZ BALGAT ÇANKAYA ANKARA;+90 (312) 473-0074;http://www.essvaap.com;essvaap.com
HAKFA İNŞAAT NAKLİYE GIDA TEKS.BİJUTERİ SAĞ.TUR.DÜĞÜN SAL.PETROL SAN.VE TİC.LTD.ŞTİ.;KURTULUŞ OSB MAH.TURGUT ÖZAL CAD.NO:1/1 GÜRSU BURSA;+90 (224) 000-0000;;
HAKIN OTOMOTİV SANAYİ TİCARET LİMİTED ŞİRKETİ;HASANAĞAOSB MAH. HOSAB SAN.CAD. NO:34 YUMURTALIK BURSA;+90 (224) 482-3635;http://www.carpartarena.com;carpartarena.com
HAKİ YEŞİL GIDA YATIRIM SANAYİ VE TİCARET ANONİM ŞİRKETİ;AHMET YESEVİ MAH. HARMANDERE SK. NO:2/15 FETHİYE YUMURTALIK BURSA;+90 (224) 586-0005;http://hakiyesil.com.tr;hakiyesil.com.tr
HAKKAN YAVUZ;ALTINOVA MH. BUTTİM İŞ MERKEZİ NO:343/2 OSMANGAZİ BURSA;+90 (224) 212-0028;;
HAKKI ELMAS;MERKEZ LAH. CUMHURİYET CADDE NO.37/A BİGA ÇANAKKALE;+90 (286) 362-0110;;
HAKKI YAZGAN;ŞARKÖY NO:361 DURSUNBEY BALIKESIR;+90 (266) 000-0000;;
HAK-NUR BEBE KONF.TEKS.SAN.VE TIC.LTD.ŞTI.;YUNUSEMRE MAH AY CAD.N:25 YILDIRIM BURSA;+90 (224) 360-8018;http://www.haknurbebe.com;haknurbebe.com
HAKOM MAKİNA KALIP OTOMOTİV CNC HAVACILIK TASARIM SAN. VE TİC. LTD. ŞTİ.;ÜÇEVLER MAH. 35. (220). SK. KÜÇÜK SANAYİ 64. BLOK. NO:33/1 YUMURTALIK BURSA;+90 (224) 000-0000;;
HAKPA OTOMOTİV NAKLİYAT SAN. VE TİC. LTD. ŞTİ.;OTOPARÇACILAR SİT. KOZA SK. NO:18 SELÇUKLU KONYA;+90 (332) 235-4890;;
HAKSAN HORTUM MAKİNE OTOMOTİV PLASTİK KİMYEVİ MADDELER SAN. VE TİC.A.Ş.;IŞIKTEPE OSB MAH. BORDO CAD. NO:40 YUMURTALIK BURSA;+90 (224) 411-2160;http://www.haksanhortum.com.tr;haksanhortum.com.tr
HAKSAN KAUÇUK PROFİL SANAYİ VE TİCARET A.Ş.;Nilüfer Organize Sanayi Bölgesi 113.Sokak No.18 YUMURTALIK BURSA;+90 (224) 411-0685;;
HAKSAN OTOMOTİV MAMULLERİ SAN. VE TİC. A.Ş.;MİNARELİÇAVUŞ BURSA OSB MAH. SARI CAD. NO:34 YUMURTALIK BURSA;+90 (224) 411-1134;http://www.haksanotomotiv.com;haksanotomotiv.com
HAKSAY OTOMOTIV SAN VE DIŞ TİC.LTD.ŞTİ.;MİMAR SİNAN MAH.YEDPA TİCARET MERKEZİ H-1 CAD.PASAJ NO:24 ATAŞEHİR İSTANBUL;+90 (216) 660-1515;http://www.haksayotomotiv.com.tr;haksayotomotiv.com.tr
HAKSES BRODE TEKSTIL TIC.VE SAN.LTD.ŞTI;GÜRSU KAVŞAĞI AROMA ARKASI GÜRSU BURSA;+90 (224) 371-3155;http://www.hakses.com;hakses.com
HAKSEVER GEMI INŞAA MÜHENDISLI K VE GEMI ACENTELIĞI TIC.LTD.Ş;İçmeler Mh. Erdem Sk. Eşiyok İş Merkezi No:21 Ofis 6 TUZLA İSTANBUL;+90 (216) 493-1221;;
HAKTAN MANİFATURA VE KONFEKSİYON SANAYİ VE TİCARET LİMİTED ŞİRKETİ;ULUCAMİ C. SAYILGAN EGE PASAJI NO: 31/33 OSMANGAZİ BURSA;+90 (224) 000-0000;;
HAKTAN SAAT VE AKSESUAR İNŞAAT TURİZM KONFEKSİYON İMALATI İTHLAT İHRACAT SAN.VE TİC.LTD.ŞTİ;EMEK ADNAN MENDERES MAH.TURGUT ÖZAL CAD. KORUPARK AVM.SİT.NO:2/49 OSMANGAZİ BURSA;+90 (224) 000-0000;;
HAK-TAŞ ULUS.TAŞ.TIC.LTD.ŞTI.;Haraparası Mahallesi 101. Sokak RECEP DÜŞER İşhanı E Blok No:7/17 ANTAKYA / HATAY / TÜRKİYE Tayin edilmedi HATAY;+90 (326) 225-0678;http://http://www.hak-tas.com.tr/;http
HALAOĞULLARI INŞ.SAN.VE TIC. LTD.ŞTI.;FIRUZKÖY BLV.INÖNÜ CD.GENÇ SK. NO.1 AVCILAR İSTANBUL;+90 (212) 428-5555;http://www.halaogullari.com;halaogullari.com
HALAZA TEKSTİL DIŞ TİCARET LTD.ŞTİ.;OVAAKÇA SANTRAL MAH. YENİ YALOVA YOLU CAD. NO.644 OSMANGAZİ BURSA;+90 (224) 267-0088;;
HALE ERSOY;REYHAN MAH.CUMHURİYET CAD.DORUK İŞHANI NO:150 İÇ KAPI NO:Z51 OSMANGAZİ BURSA;+90 (224) 000-0000;;
HALEP TEKSTİL SANAYİ VE TİCARET LTD.ŞTİ.;KALE MAH. KOŞUYOLU CAD. NO.13 KAT.2 D.3 KESTEL BURSA;+90 (224) 371-9065;;
HALIL IBRAHIM AYDOĞDU;Çalı San.Böl.Karaalı Mah.14.Sk No:9 MERKEZ BURSA;+90 (224) 482-4011;;
HALIL IBRAHIM ÖKSÜZ VE OĞUL OTO.TIC.LTD.ŞTI;Ereğlı Yolu Vatan San.Kekçınar Sok.No:29-33 KARATAY KONYA;+90 (332) 355-5639;;
HALIL TUNA;KATIRLI KÖYÜ GEMLİK BURSA;+90 (224) 521-2183;;
HALINA TRAFIMAVA;YUKARIYURTÇU MH. YAPRACIK 4448.CD. TOKİ 4.BÖLGE NO:1/H İÇ KAPI NO:7 630 ETİMESGUT ANKARA;+90 (224) 000-0000;;
HALİÇ OTO TİCARET VE SANAYİ ANONİM ŞİRKETİ;KARTALTEPE MH. AKSU CD. NO/5/1 BAKIRKÖY İSTANBUL;+90 (212) 542-2770;;
HALİD AAKUL;BEŞİKKAYA MAH. 1916. CAD. NO:22/A ALTINDAĞ ANKARA;+90 (312) 000-0000;;
HALİD PEKEL;19 MAYIS MAH. ŞEHİT SERDAR ERDAL SOK. YILMAZ APT. NO:8-B/1 BÜYÜKÇEKMECE İSTANBUL;+90 (212) 883-8355;;
HALİL AKDEDE;VEYSEL KARANİ MAH. ESKİ GEMLİK YOLU NO.366-368 OSMANGAZİ BURSA;+90 (224) 215-8355;;
HALİL AKİŞ - AKİŞ DÖKÜM SANAYİ;DOĞANLAR MAH.1405 SK.NO.25 ÇAY İZMİR;+90 (232) 478-1595;;
HALİL AKTAY;GÜLBAHÇE MAH. 14. GÜL SOK. NO:10/1 OSMANGAZİ BURSA;+90 (224) 000-0000;;
HALİL ALPER;DİKKALDIRIM MAH. 5. EGE SOK. NO:11/3 OSMANGAZİ BURSA;+90 (224) 000-0000;;
HALİL AYDIN GROUP OTOMOTİV LTD. ŞTİ.;FEVZİ ÇAKMAK MAH. 10670. SOK. NO:1/D KARATAY KONYA;+90 (332) 000-0000;http://www.halilaydingroup.com.tr;halilaydingroup.com.tr
HALİL ERDÖNMEZ;YENİ KENT HALİ NO.54 YUMURTALIK BURSA;+90 (224) 497-4275;;
HALİL GELMEZ;ESENEVLER MAH. SİMKENT YAPI KOOP. KM EVL.NO:60 SİMAV KÜTAHYA;+90 (274) 000-0000;;
HALİL İBRAHİM ARA VE ORT./ANADOLU OTOMOTİV;YENİDOĞAN MAH. 2.ARABACILARCAD. SANAYİ ÇARŞISI NO:28 ODUNPAZARI ESKIŞEHIR;+90 (222) 227-5050;;
HALİL İBRAHİM BAYCAR;SAKIZAĞACI MAH. KENNEDY CAD. ŞAFAK APT. NO:55 İÇ KAPI NO:1 BAKIRKÖY İSTANBUL;+90 (212) 000-0000;;
HALİL İBRAHİM ÇELİK;17 EYLÜL MAH. ŞEHİT SÜLEYMAN BEY CAD. NO:49-B BANDIRMA BALIKESIR;+90 (266) 000-0000;;
HALİL İBRAHİM ÇOLAK;YESİLEVLER MAH. 926. CAD. C BLOK 25/C 23 YENİMAHALLE ANKARA;+90 (312) 000-0000;;
HALİL İBRAHİM GÜNER - ALEGRA;HACI İLYAS MAH. KIBRIS ŞEHİTLER CAD. NO:19A OSMANGAZİ BURSA;+90 (224) 000-0000;;
HALİL İBRAHİM GÜREL;VALİD-İ ATİK MAH. PAZARBAŞI SK. NO:1/4 ÜSKÜDAR İSTANBUL;+90 (216) 000-0000;;
HALİL İBRAHİM ŞAHİN;PANAYIR MAHALLESİ YENİ YALOVA YOLU CAD. NO:498 OSMANGAZİ BURSA;+90 (224) 216-1152;;
HALİL KAYIKÇI;KOZLUK MAHALLESİ 1. NOLU SOK. NO:3 ERENLER SAKARYA;+90 (264) 353-4424;;
HALİL KIZILKAYA - TRENDİKİ TEKSTİL;ÇAMLICA MAH.BÜYÜYEN SK.DOĞAPARK SİTESİ C BLOK NO:25/4 YUMURTALIK BURSA;+90 (224) 000-0000;;
HALİL KOCAEFE - KCF TARIM ÜRÜNLERİ;AGAKÖY MAH. AKAR KAVAK CD. ERGUN KOCARFE HAGUK F-H GÜRSU BURSA;+90 (224) 000-0000;;
