firma_adi;adres;telefon;website;domain
HAY YATIRIM OTOMOTİV A.Ş;FEVZİ ÇAKMAK MH. 10625 SK. NO:30/B KARATAY KONYA;+90 (332) 000-0000;;
HAYALGUCU EGITIM YAYINCILIK TU R.SAN.VE TIC.LTD.STI.;LEVENT MH. SÜMBÜL SK. NO:53 BEŞİKTAŞ İSTANBUL;+90 (212) 279-2850;http://www.playhous.com.tr;playhous.com.tr
HAYDAR ACAR;Valide Camii Sok. No:27/1 FATİH İSTANBUL;+90 (212) 529-1277;;
HAYDAR TÜFEKÇİ;İVEDİK O.S.B.24.CD.N:109 YENİMAHALLE ANKARA;+90 (312) 395-5504;;
HAYLOWER OTOMOTİV SAN VE TİC LTD ŞTİ;ÜÇEVLER MAH ÜNALP SOK İŞ BANKASI-ÇALI SB 2 A D:1 YUMURTALIK BURSA;+90 (224) 000-0000;;
HAYRİ FİDAN - FİDAN HORTUM SANAYİ VE TİCARET;Anadolu Mah. Petrol Sokak No.13/2 YILDIRIM BURSA;+90 (224) 341-3661;;
HAYTEK OTO TASARIM DİZAYN ELEKTRONİK SAN. VE TİC. LTD. ŞTİ.;ÇOBANÇEŞME MAH. KIMIZ SOK. NO:10 BAHÇELİEVLER İSTANBUL;+90 (212) 000-0000;;
HAZ TRADE OTO YEDEK PARÇA İTHALAT İHRACAT İÇ VE DIŞ TİCARET LTD. ŞTİ.;YENİ MAH. PLEVNE CAD. NO:55B/15 KARTAL İSTANBUL;+90 (216) 483-6799;http://www.haztrade.com;haztrade.com
HAZAL GÜVENLİK SİSTEMLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ;DOĞUŞ MAH. BALLIBABA SOK. FEHMİ EFENDİ APT.NO:67/3 KÜÇÜKESAT ÇANKAYA ANKARA;+90 (312) 482-0424;http://www.hazalguvenlik.net;hazalguvenlik.net
HAZAR OTO ENERJİ PETROL SAN. VE TİC. LTD. ŞTİ.;ACARKENT 8.CADDE 46.SK B 465 VİLLA /A PAŞABAHÇE BEYKOZ İSTANBUL;+90 (216) 485-2416;;
HAZIM SÖNMEZYUVA;ISMETIYE MAH.ISTINYE SK.NO:14 Tayin edilmedi BURSA;+90 (224) 262-1975;;
HAZNEDAR REFRAKTER SANAYI A.S;BÜYÜKÇAVUŞLU BELDESI SAZLIDERE MEVKII SİLİVRİ İSTANBUL;+90 (212) 745-3505;http://www.hazret.com;hazret.com
HB HİDROLİK HORTUM RAKOR DIŞ TİC. VE SAN LTD. ŞTİ.;ÜÇEVLER MAH. 56. (220) SOK. K. SANAYİ NO:33 YUMURTALIK BURSA;+90 (224) 444-5006;;
HB KALIP MAK.APARAT İML.İNŞ.TUR.SAN. VE TİC.LTD.ŞTİ.;ÜÇEVLER MH.79.SK.AKVA SAN.SİT.NO:2/H/31 YUMURTALIK BURSA;+90 (224) 443-7329;http://www.hbkalip.com.tr;hbkalip.com.tr
HB OTOMOTİV SAN. İÇ VE DIŞ TİC. LTD.ŞTİ.;İSTANBUL SARIYER MASLAK MAH. AOS 30.SK. NO:1179 MASLAK ŞİŞLİ İSTANBUL;+90 (212) 276-9394;http://www.volpar.com.tr;volpar.com.tr
HB TREYLER EKİPMAN İNŞ. NAK. SAN. VE TİC. LTD. ŞTİ.;E-5 İstanbul Yolu Orhaniye Küme Evleri 2075 sok. 3-A-B-C KAHRAMANKAZAN ANKARA;+90 (312) 815-4900;http://www.hbtrailer.com;hbtrailer.com
HBA ROBOTLU OTOMASYON SİSTEMLERİ MÜHENDİSLİK YAZILIM MAKİNE SANAYİ VE TİCARET LTD.ŞTİ.;FETHİYE OSB ALİ OSMAN SÖNMEZ BULVARI 2. SK NO:1 NİLÜFER / BURSA YUMURTALIK BURSA;+90 (224) 494-2020;;
HBC OTOMOTIV SAN. VE TIC.LTD.ŞTI;Üçevler Mh.80.Sk.No:7 Akva San.Sıt. YUMURTALIK BURSA;+90 (224) 441-1495;http://www.hbcauto.com;hbcauto.com
HBI MOTOR SERVIS HIZ.SAN.TIC.A .Ş.;ANKARA ASFALTI YAKACIK YAN YOL ÜZERI NO:27 MERKEZ İSTANBUL;+90 (216) 452-4575;;
HBK KAUÇUK METAL MAKİNE OTOMOTİV SANAYİ VE TİCARET LTD.ŞTİ.;TAHTALI MAH. BURSA YOLU CAD. NO:36/1 YUMURTALIK BURSA;+90 (224) 215-0350;http://www.hbkotomotiv.com;hbkotomotiv.com
HBO DIŞ TİCARET KARGO TAŞIMACILIK VE DANIŞMANLIK LİMİTED ŞİRKETİ;SUADİYE MAH. BAĞDAT CAD. ARK 399 NO: 399 /1 İÇ KAPI NO: 1 KADIKÖY İSTANBUL;+90 (216) 000-0000;http://https://www.hbotrade.com;https
HCK İTH. İHR. LTD. ŞTİ.;RAMİ KIŞLA CAD. NO:75/1 NUMUNEBAĞ BAYRAMPAŞA İSTANBUL;;;
HCR ÇELİK İMALAT MONTAJ İN.YA.MA.TR.GI.NA.İT.İH.LTD.ŞTİ.;DEMİRCİ MAH. AHISKA CAD.NO:197/7 YUMURTALIK BURSA;+90 (224) 000-0000;;
HD KAUÇUK SAN. VE TİC. A.Ş.;Bozburun Mah. 7101 Sk.No.26 MERKEZ DENIZLI;+90 (258) 371-7191;http://www.hd.com.tr;hd.com.tr
HDA PREFABRİK VİNÇ VE İNŞ. İTH. İHR. SAN. TİC. LTD. ŞTİ.;ŞEHİTKEMAL MH. ALİAĞA CAD NO:101 BAŞMAKÇI İZMİR;+90 (232) 000-0000;;
HDH İNŞAAT MAKİNA SANAYİ VE TİCARET LTD.ŞTİ.;AYDINEVLER MAH. SANAYİ CAD. NO:40/A MALTEPE İSTANBUL;+90 (216) 463-4351;;
HDH OTOMOTİV YEDEK PARÇA SAN. VE TİC. LTD. ŞTİ.;KARACAOĞLAN MAH. 6170/1 SOKAK 12 B.B. NO:4/7 ÇAY İZMİR;+90 (232) 700-0787;;
HDM ENDÜSTRİYEL HAMMADDE MADEN MAKİNE İNŞAAT SAN. VE TİC. LTD. ŞTİ.;VEZİRÇİFTLİĞİ MAH. D-130 KARAYOLU CAD. NO:162/A BAŞİSKELE KOCAELI;+90 (262) 000-0000;http://www.hdmendustriyel.com;hdmendustriyel.com
HE PRO MEKATRONİK SAN. VE TİC. A.Ş.;75. YIL OSB MAH. 2003 CAD. NO:9 ODUNPAZARI ESKIŞEHIR;+90 (222) 246-0622;;
HEBSE INDUSTRY OTOMOTİV SANAYİ ANONİM ŞİRKETİ;KAVAKLI MAH.KAVAKLI CAD. NO:23 İÇ KAPI NO:9 KAVAKLI BEYLİKDÜZÜ İSTANBUL;+90 (212) 346-4210;http://www.modernoto.com.tr;modernoto.com.tr
HECLOPY TEKSTİL OTOMOTİV SANAYİ TİCARET LİMİTED ŞİRKETİ;DEMİRTAŞ DUMLUPINAR MAH. 48. SK. NO:3/B DEMİRTAŞ OSMANGAZİ BURSA;+90 (224) 000-0000;;
HECTARE OTOMOTİV SANAYİ TİCARET A.Ş.;BEŞEVLER MAH.GÜLLÜ SK.ÖZER APT. A BLOK NO:8/A/K YUMURTALIK BURSA;+90 (224) 443-1343;;
HEDD MÜHENDİSLİK TASARIM DANŞ. SAN. VE TİC. LTD. ŞTİ.;ESENTEPE MAH. AKADEMİYOLU SK. TEKNOLOJİ GELİŞTİRME BÖLGELERİ NO:2/25 SERDİVAN SAKARYA;+90 (264) 000-0000;;
HEDEF OTOMOTİV TİCARET VE SANAYİ A.Ş.;KAZLIÇEŞME MAH.ABAY CAD.NO:186 ZEYTİNBURNU İSTANBUL;+90 (212) 546-9400;;
HEDEFCO DIŞ TİCARET EMLAK TURİZM EĞİTİM DANIŞMANLIK OTOMOTİV SAN. VE TİC. LTD. ŞTİ.;ALAVARDİ MAH. SARIGÜL SOK. NO:5/B MERAM KONYA;+90 (332) 000-0000;;
HEDEFİM LOJİSTİK TAHMİL TAHLİYE DEPOLAMA TİCARET LİMİTED ŞİRKETİ;ENGÜRÜCÜK MAH.CAMİ ALTI 5 NOLU DÜKKAN GEMLİK BURSA;+90 (224) 524-8783;http://www.hedefimlojistik.com.tr;hedefimlojistik.com.tr
HEGA GROUP DIŞ TİC. LTD. ŞTİ.;23. NİSAN MAH. 251 SOK. GÖRKEM B BLOK NO:14/BA YUMURTALIK BURSA;+90 (224) 000-0000;;
HEGZAFORM METAL SAN. VE TİC. A.Ş;FETHİYE OSB MH. SARI CD. 2 SK. NO:1/1 YUMURTALIK BURSA;+90 (224) 245-9211;http://www.gaziogluinsaat.com.tr;gaziogluinsaat.com.tr
HELIOS HAVACILIK MAK TEK. GEL. SAN. VE TİC. LTD. ŞTİ.;Çobançeşme Sk Site B 11 G 11 Blok D:21 BAKIRKÖY İSTANBUL;;;
HEMA ENDÜSTRİ ANONİM ŞİRKETİ;Organıze Sanayı Bolgesı ÇERKEZKÖY TEKIRDAĞ;+90 (282) 758-1040;;
HEMA EXİM TİCARET A.Ş.;OSB 59501 ÇERKEZKÖY TEKIRDAĞ;+90 (282) 758-1040;http://www.hemaendustri.com.tr;hemaendustri.com.tr
HEMA OTOMOTİV SİSTEMLERİ A.Ş.;BÜYÜKDERE CAD.NORAMIN IŞ MERK. N.55 K.4 D.403 ŞİŞLİ İSTANBUL;+90 (212) 285-2240;;
HEMA TRW OTOMOTİV DİREKSİYON SİSTEMLERİ ANONİM ŞİRKETİ;Org.Sanayı Bölgesı Dış Tiç.Müdürlüğü Telimatı Olacak ÇERKEZKÖY TEKIRDAĞ;+90 (282) 758-1040;;
HEMY-SAN YED.PARÇA IMALAT SAN. VE TIC.LTD.ŞTI.;KEMALPAŞA MAH 7416 SOK.NO:52/A 5.SAN.SITESI ÇAY İZMİR;+90 (232) 479-6892;http://www.hemysan.com;hemysan.com
HEMYSAN YEDEK PARÇA PAZARLAMA VE DIŞ TİCARET A.Ş.;KEMALPAŞA MH. 7416/1 SK. NO: 13 / A ÇAY İZMİR;+90 (232) 479-0024;;
HENDRICKSON EUROPE LTD.ŞTI. TÜRKIYE IZMIR ŞUBESI;10016 Sok.No:8 ÇİĞLİ İZMİR;+90 (232) 328-2280;;
HENNA PART OTOMOTİV SAN. TİC. LTD. ŞTİ.;BÜYÜKKAYACIKOSB MAH. 9 NOLU SK. NO:22/1 SELÇUKLU KONYA;+90 (332) 000-0000;;
HENPAR OTOMOTİV ULUSLARARASI TEDARİK İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ;ÜÇEVLER MAH. ATMACA SK. NO:37/A YUMURTALIK BURSA;+90 (224) 000-0000;;
HEPGÜLÜM ELEKTRİK MALZEMELERİ OTOMOTİV İNŞAAT SAN. VE TİC. A.Ş.;AOSB MAH. 10032 SOK. NO:3 ÇİĞLİ İZMİR;+90 (232) 458-6073;;
HEPTAGON OTOMOTİV A.Ş;FEVZİ ÇAKMAK MAH. MİLENYUM CAD. NO:20/1 KARATAY KONYA;+90 (332) 000-0000;;
HER MAN OTOM.SAN.VE TIC.LTD. ŞTI.;OSTIM YILDIZ SAN.SIT. BAĞDAT CAD.NO:421 YENİMAHALLE ANKARA;+90 (312) 354-5636;http://www.hermanoto.com;hermanoto.com
HERGELE TEKNOLOJİ A.Ş.;REŞİTPAŞA MAH. KATAR CAD. İTÜ ARI TEKNOKENT 4 BİNASI NO:2/50 İÇ KAPI:6 SARIYER İSTANBUL;+90 (212) 000-0000;http://www.hergele.co;hergele.co
HERMAK OTO. END. MAK. SAN. VE TİC. LTD. ŞTİ.;İkitelli Org.San.Sit. 7. Ada No:14 BAŞAKŞEHİR İSTANBUL;+90 (212) 671-5718;;
HEROPAR OTOMOTİV İNŞAAT TAŞIMACILIK TEK. SAN. VE TİC. LTD. ŞTİ.;ZÜBEYDE HANIM MAH. BAHÇIVAN CAD. NO:28/A ALTINDAĞ ANKARA;+90 (312) 229-9586;;
HERRSCHER TREYLER LTD. ŞTİ.;HOROZLUHANOSB MAH. KADIZADE SK. NO:12/1 SELÇUKLU KONYA;+90 (332) 000-0000;;
HERS OTOMOTİV İNŞAAT TİCARET LİMİTED ŞİRKETİ;DİZDARİYE MAH. IHLAMUR ÇİÇEĞİ SK. KRİSTAL APT. ST. KRİSTAL APT. NO:11/8 BÜYÜKÇEKMECE BÜYÜKÇEKMECE İSTANBUL;+90 (212) 000-0000;;
HERTEK MOTORLU ARAÇLAR İÇ VE DIŞ TİC. LTD. ŞTİ.;KOSOVA MH. GÜNSAÇAN SK. C BLOK 1-2 GİRİŞ NO: 54/A İÇ KAPI NO: 1 SELÇUKLU KONYA;+90 (332) 000-0000;http://www.hertechauto.com;hertechauto.com
HERVİN DIŞ TİC.A.Ş.;ALAADDİNBEY MAH. 614. SK. A BLOK NO:18 İÇ KAPI NO:8 YUMURTALIK BURSA;+90 (224) 484-2640;;
HESSEN OTOMOTİV SAN. VE TİC. LTD. ŞTİ.;BAHÇESARAY MAH. 8637. SOK NO:12/D MERKEZ AKSARAY;+90 (382) 000-0000;;
HEVESLI OTOM.YEDEK PARÇA TAM. TUR. TAŞ. SAN. VE TIC. LTD.ŞTI;Haramidere Mevkii M.Akif Caddesi No : 34 Tayin edilmedi İSTANBUL;+90 (212) 852-8739;http://http://www.hevesliotomotiv.com.tr/;http
HEXAGON MEKANİK SANAYİ VE TİCARET LTD.ŞTİ.;ÜÇEVLER MAH. ERSAN SOK. NO:28/2 YUMURTALIK BURSA;+90 (224) 413-9050;;
HFR YAPI A.Ş.;MASLAK MAH. SÜMER SOK. KAR PLAZA NO:4/31 SARIYER İSTANBUL;+90 (212) 572-7274;http://www.mspower.com.tr;mspower.com.tr
HG MOTORLU ARAÇLAR SAN. DIŞ TİC. LTD. ŞTİ.;İKİTELLİ OSB MAH. DOLAPDERE 15. ADA SOK. DOLAPDERE SAN. E2 BLOK NO:12/12 BAŞAKŞEHİR İSTANBUL;+90 (212) 549-6005;;
HG PETROL ORM.ÜRN.TUR.NAK.OTOM.İLETİŞİM GIDA GİYİM İNŞ.TAAH.SAN.TİC.LTD.ŞTİ.;ÜÇ EYLÜL MAH.ÖZDEMİR SOK.NO:7 DURSUNBEY BALIKESIR;+90 (266) 000-0000;;
HI TECH INNOVATION TEKNOLOJİ VE DIŞ TİCARET LİMİTED ŞİRKETİ;KONUTKENT MAH. 3020 SK. NO: 17 ÇANKAYA ANKARA;;;
HIDIRUSTA OTOMOTİV A.Ş.;İKİTELLİ OSB. MH. AYKOSAN 2. KISIM 17 C BLOK SK. NO: 17 C İKİTELLİ BAŞAKŞEHİR İSTANBUL;+90 (212) 549-9800;http://www.hidirusta.com;hidirusta.com
HI-DO KORNA HIDOSAN OTO SAN. MAMUL URETIM VE PAZ.LTD.STI.;İ.O.S.B. DEMİRCİLER SANAYİ SİTESİ B4 BLOK NO 112 B İKİTELLİ BAŞAKŞEHİR İSTANBUL BAŞAKŞEHİR İSTANBUL;+90 (212) 549-4894;http://www.hi-do.com.tr;hi-do.com.tr
HIDROLIK SISTEMLER SIZDIRMAZLI ELEMANLARI SAN.VE TIC.LTD.ŞTI.;3.EMINTAŞ SITESI TIKVEŞLI SK. NO:3/22 RAMI KIŞLA CAD. EYÜP İSTANBUL;+90 (212) 544-6074;;
HIDROSER HIDR.IŞ MAK.SERV.YED. PARÇA SAN.VE TIC.LTD.ŞTI.;Hadımköy Yolu No:44 Büyükçekmece/İstanbul BÜYÜKÇEKMECE İSTANBUL;+90 (212) 886-7270;http://http://www.hidroser.com.tr/;http
HIDROTEKNIK FAB.MALZ.TIC.VE SAN.A.Ş.;SÜMER 2296 SK NO:21 ALYAZ İŞ MRK DENİZLİ MERKEZ DENIZLI;+90 (258) 251-4506;http://www.hidroteknik.com.tr;hidroteknik.com.tr
HIGHTECHMOBI BİSİKLET TEKNOLOJİLERİ LTD. ŞTİ.;AKFIRAT MAH. FATİH SULTAN MEHMET BLV. NO:3/60 TUZLA İSTANBUL;+90 (216) 000-0000;http://www.hightechmobi.com;hightechmobi.com
HILLMAN OTOMOTİV İTH. İHR. LTD. ŞTİ.;F.ÇAKMAK MH. 10641. SK. NO:17 ŞEMS KARATAY KONYA;+90 (332) 345-3600;;
HIPP DIŞ TICARET LİMİTED ŞİRKETİ;Gaziosman Paşa Bulvarı No:10/3 Alsancak 35210 PASAPORT KONAK İZMİR;+90 (232) 464-6005;;
HIRAM CONSULTING DANIŞMANLIK LTD. ŞTİ.;HALASKARGAZİ MAH. RUMELİ CAD. NİŞANTAŞI İŞ MER. NO:1/15 ŞİŞLİ İSTANBUL;+90 (212) 000-0000;;
HISCAR OTOMOTIV ENDÜSTRISI SAN.VE TIC.A.Ş.;ESKIŞEHIR BURSA KARAYOLU 20.KM MERKEZ ESKIŞEHIR;+90 (222) 411-2430;;
HIX AUTO OTOMOTİV YEDEK PARÇA SAN. VE TİC. LTD. ŞTİ.;ADNAN KAHVECİ MAH. KURTULUŞ CAD. KONAKEVLER SİTESİ NO:10/4 BEYLİKDÜZÜ İSTANBUL;+90 (212) 809-5368;http://www.cleanhix.com;cleanhix.com
HIZIR İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ;HACI İSHAK MAH.YENİ SANAYİ SİTESİ 19.BLOK NO:15 / 1 AKHİSAR MANISA;+90 (236) 444-3217;http://www.hizirbayi.com;hizirbayi.com
HIZIROGLU INS.TAAH.MUH.MAD.SAN .TIC.LTD.STI.;Batıkent Mah.Kerestecıler Sıt Lıman Cd.Mazhar Sk no=20 MERKEZ ESKIŞEHIR;+90 (222) 330-2627;;
HIZLANLAR OTOM.SAN.VE TIC.A.S.;Beylikbağı Mah. Güney Yanyol Cad. No:58 PK41400 CAD.NO:58 GEBZE KOCAELI;+90 (262) 653-6140;http://www.hizlanlar.com;hizlanlar.com
HİA OTOMOTİV İTHALAT İHRACAT PAZARLAMA ANONİM ŞİRKETİ;ÇALI MAH. 14.(410)SK. AYBAK NO:9 ÇALI YUMURTALIK BURSA;+90 (224) 482-2735;;
HİDAYET BABACAN;INEBEY MAH.TIRYAKIHASANPAŞA CADDESI MERKEZ HAN NO:66/2 FATİH İSTANBUL;+90 (212) 529-9868;;
HİDAYETOTO YEDEK PARÇA İÇ VE DIŞ TİC. A.Ş.;KOZA MAH. 1690 SOK EVREN OTO SAN. 4. BLOK NO:7/1 ESENYURT İSTANBUL;+90 (212) 633-0255;;
HİDMAKSER İŞ MAK.YEDEK PARÇA SERVİS HİZ.SAN.VE TİC.LTD.ŞTİ.;ÜÇEVLER MAH.43.(220) SK.K.SANAYİ SİT.57 A BLOK APT NO:14 YUMURTALIK BURSA;+90 (224) 441-8411;;
HİDRO CENTER HİDROLİK PNÖMATİK SİS.SAN. VE TİC.LTD.ŞTİ.;ÜÇEVLER MAH.60. SK.NO:4E YUMURTALIK BURSA;+90 (224) 443-0975;;
HİDROÇAN DAMPER DORSE VE MAKİNA SAN.VE NAK.TİC.LTD.ŞTİ.;İSTİKLAL MAH.ÇEVRE YOLU NO:40 ÇAN ÇANAKKALE;+90 (286) 416-2463;http://www.hidrocandamper.com.tr;hidrocandamper.com.tr
HİDRO-HAS DAMPER DORSE VE HİD.MAK.SAN.VE TİC.LTD.ŞTİ;KIRCAĞIZ MAH.MERKEZ SOK.NO:440 MİLAS MUĞLA;+90 (252) 513-2951;http://www.hidrohas.com.tr;hidrohas.com.tr
HİDROKON KONYA HİD.MAK.SAN.VE TİC.A.Ş.;B.KAYACIK OSB MAH.EVRENKÖY CAD. NO:13/1 SELÇUKLU KONYA;+90 (332) 444-8881;http://www.hidrokon.com;hidrokon.com
HİDROLİNE İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ;FERHATPAŞA MAH. 19. SK. NO:12 FERHATPAŞA ATAŞEHİR İSTANBUL;+90 (216) 540-0071;;
HİDRO-MAK MAKİNA OTOMOTİV SANAYİ İTHALAT İHRACAT VE PAZARLAMA LİMİTED ŞİRKETİ;BAHÇEŞEHİR 1. KISIM MAH. BALABAN DERESİ ÇIKMAZI SK. BERİT 2 SİTESİ T-05 NO:27 BAHÇEŞEHİR BAŞAKŞEHİR İSTANBUL;+90 (212) 570-1099;http://http://www.hidromak.com/;http
HİDROMAR ENDÜSTRİYELMALZEMELERİ TİC. LTD. ŞTİ.;KEMANKEŞ MAH. NECATİBEY CAD. BAŞCERRAH SOK. NO:6/1-2 BEYOĞLU İSTANBUL;+90 (212) 292-2662;;
HİDROPARS HİDROLİK PNÖMATİK MAK SAN VE TİC LTD ŞTİ;ŞEYHLİ MH ANKARA CD NO 330/B PENDİK İSTANBUL;+90 (216) 378-1294;;
HİDROPART OTOMOTİV SAN. VE TİC. LTD. ŞTİ.;YİĞİTLER MH. B15 SK. OTOSANSİT SN. SİTESİ 42. BLOK NO:36 YILDIRIM BURSA;+90 (224) 000-0000;http://www.hidropart.com;hidropart.com
HİDROPRES MAKİNA SANAYİ VE TİCARET A.Ş.;ANKARA YOLU 13. KM KALE MAH. YEŞILYURT CD. NO:4 KESTEL BURSA;+90 (224) 372-6070;http://www.hidropres.com.tr;hidropres.com.tr
HİJYENPORT ENDÜSTRİYEL VE MEDİKAL ÜRÜNLER SANAYİ TİCARET LİMİTED ŞİRKET;KÜÇÜKBALIKLI MAH. MURAT HÜDAVENDIGAR BLV. NO: 54 IÇ KAPI NO: 1 OSMANGAZİ BURSA;;http://www.hijyenport.com;hijyenport.com
HİJYENTEK MEDİKAL ÜRÜNLER VE HİZMETLER SANAYİ VE TİCARET LTD.ŞTİ.;Esentepe Mah. Yalım Sokak Oba 1 Sitesi Menekşe Apt. No.2/D YUMURTALIK BURSA;+90 (224) 240-2000;;
HİKMET KILIÇASLAN İNŞAAT TAAHHÜT NAKLİYAT SAN. VE TİC. LTD. ŞTİ.;DEMİRCİ MAH. AHISKA CAD. ÇALI YOLU 193 ERTUĞRUL YUMURTALIK BURSA;+90 (224) 451-3016;;
HİKMET KÜÇÜK ENDÜSTRİYEL İNŞAAT GIDA TARIM SANAYİ VE TİCARET LİMİTED ŞİRKETİ;"KARAMAN, KEREM CD. (170), İHSANİYE YUMURTALIK BURSA";+90 (224) 000-0000;http://https://hikmetkucuk.com.tr/;https
HİKMETÜLHÜDA BİLGİNER;GÜVERCİNTEPE MAH. KATMER SK. NO:41 İKİTELLİ BAŞAKŞEHİR İSTANBUL;+90 (212) 000-0000;;
HİLAL OTOMOTİV SAN. VE TIC..A.Ş.;FERHATPAŞA MAH. ÜSKÜDAR CAD. NO.32/1 ATAŞEHİR İSTANBUL;+90 (216) 661-2525;;
HİMAK ŞASİ ÜSTÜ SANAYİ VE TİCARET ANONİM ŞİRKETİ;HASTANE MAH. İSTANBUL CD.HADIMKÖY. NO:60 ARNAVUTKÖY İSTANBUL;;;
HİMPEKS OTOMOTİV SANAYİ VE TİCARET A.Ş.;DELİKLİKAYA MAH. SAPANCA CAD. NO:8A ARNAVUTKÖY İSTANBUL;+90 (212) 633-2207;http://http://www.himpeks.com;http
HİPOMAK DIŞ TİCARET HİDROLİK MAKİNA TİC. LTD. ŞTİ.;Büyük Kayacık Mh.Kuddusi Cd.No.25 Organize Sanayi Bölgesi SELÇUKLU KONYA;+90 (332) 342-5971;;
HİRA PARTS METAL SANAYİ VE TİCARET LİMİTED ŞTİ.;DR.ZİYA KAYA MAH.İPELKİ SOK NO:13/A GEMLİK BURSA;+90 (224) 514-6204;;
HİSAR ÇELİK DÖKÜM SANAYİ VE TİCARET A.Ş.;BEYLİKBAĞI MAH. İSTANBUL CAD. NO:25 GEBZE KOCAELI;+90 (262) 743-6680;http://www.hisarcelik.com;hisarcelik.com
HİSARLAR İTHALAT İHRACAT PAZARLAMA A. Ş.;Eskişehir - Bursa Yolu 20. km. 26550 M.Çukurhisar - ESKİŞEHİR-TÜRKİYE TEPEBAŞI ESKIŞEHIR;+90 (222) 411-2430;http://www.turkar4x4.com.t;turkar4x4.com.t
HİSARLI PLATFORM VİNÇ KİRALAMA NAKLİYAT TİCARET LİMİTED ŞİRKETİ;ŞENLİKKÖY MAH.CEVİZLİ SK. BEYAZKENT C NO:5 İÇ KAPI NO: 6 BAKIRKÖY İSTANBUL;+90 (212) 599-9423;;
HİTAKS OTOMOTİV PLASTİK SANAYİ TİCARET LİMİTED ŞİRKETİ;ODUNLUK MAH. 702. SK. EFE PLAZA NO:5 İÇ KAPI NO:15 YUMURTALIK YUMURTALIK BURSA;+90 (224) 000-0000;http://www.hitaks.com;hitaks.com
HİTECH OTOMOTİV YEDEK PARÇA VE MAKİNE SAN.VE TİC.LTD.ŞTİ.;VATAN MAH. 4.KİRAZLI SOK. NO:23/A YILDIRIM BURSA;+90 (224) 271-7365;;
HİTİT MAL TEDARİK HİZMETLERİ A.Ş.;İKİTELLİ OSB MAH. ATATÜRK BLV. HASEYAD 1. KISIM NO:66/1-1 BAŞAKŞEHİR İSTANBUL;+90 (212) 671-5066;;
HİWAD OTOMOTİV VE DIŞ TİCARET LİMİTED ŞİRKETİ;ADNAN KAHVECİ MAH. YAVUZ SULTAN SELİM BLV. PERLA VİSTA PERLA VISTA NO: 1 A İÇ KAPI NO: 28 BÜYÜKÇEKMECE İSTANBUL;+90 (212) 500-3555;;
HİZMET LÜKS MOTORLU ARAÇLAR SAN VE TİC.LTD.ŞTİ;FINDIKLI MAH. FİDAN SOK NO:10-1 İÇ KAPI NO:2 MALTEPE İSTANBUL;+90 (216) 565-1515;;
HKMOBİLE HOUSE PROJECT PREFABRİK YAPILAR LTD. ŞTİ.;YAKUPLU MAH. HÜRRİYET BLV. SKYPORT RESİDENCE NO:1/151 BEYLİKDÜZÜ İSTANBUL;+90 (212) 000-0000;;
HL AFTERMARKET OTOMOTİV PARÇALARI SAN. VE TİC. A.Ş.;AYAZAĞA MAH. AZERBAYCAN CAD. 1B BLOK NO: 3-B/54 SARIYER İSTANBUL;+90 (212) 800-1080;http://www.mandoaftermarket.com;mandoaftermarket.com
HMA MOTORLU ARAÇLAR SAN. VE TİC. LTD. ŞTİ.;İKİTELLİ OSB MAH. DOLAPDERE 20. ADA SOK. DOLAPDERE SANAYİ H2 BLOK NO:13/13 BAŞAKŞEHİR İSTANBUL;+90 (212) 000-0000;;
HMF MAKİNA VE SERVİS SANAYİ VE TİC. A.Ş.;İÇERENKÖY MAH. KÖYARKASI SK. NO: 11 ATAŞEHİR İSTANBUL;+90 (216) 488-8000;http://www.hmf.com.tr;hmf.com.tr
HMK DEMİR ÇELİK ELEKTRİK OTOMOTİV SAN. VE TİC.A.Ş.;ÇALI MAH. 43.(410) SOKAK NO:10/A ÇALI YUMURTALIK BURSA;+90 (224) 441-1963;http://www.hmkdemircelik.com;hmkdemircelik.com
HMS ÖZCEYLANLAR HİDROLİK MAKİNA SAN. VE TİC. A. Ş.;Büyükkayacık Organize Sanayi Bölgesi Mah. Evrenköy Caddesi No.25 SELÇUKLU KONYA;+90 (332) 342-2222;http://www.ozceylanlar.com.tr;ozceylanlar.com.tr
HN EMLAK GIDA İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;BARBAROS HAYRETTİN PAŞA MH. ŞEHİTLER CD. BEYMAHALL NO: 5/3 ESENYURT İSTANBUL;+90 (212) 654-9922;;
HN KALIP MAKİNA SANAYİ VE TİCARET LTD.ŞTİ.;DUMLUPINAR MAH. ANAFARTALAR CAD. NO.5/1 YUMURTALIK BURSA;+90 (224) 411-0788;;
HND OTOMOTİV İNŞAAT TURİZM DAN.SAN VE TİC LTD ŞTİ;SEYRANTEPE MAH.KARTAL SOK.NO:3/9 KAĞITHANE İSTANBUL;+90 (212) 458-8777;;
HNH İTH. İHR. MEDYA PRODÜKSİYON REKLAM TİC. LTD. ŞTİ.;GÜZELYURT MAH. MEHMET AKİF ERSOY CAD. 2148 SK. DELTA DELUXE RESİDENCE B.BLOK D.138 ESENYURT İSTANBUL;+90 (212) 000-0000;;
