Firma Adı;Bölge;Sektör;Telefon;E-Posta;Domain;Detay URL
KARAFIBER TEKSTİL SAN. VE TİC. A.Ş;5.Bölge-Göksüncük;TEKSTİL;3423371488;info@karaholding.com;karaholding.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3936.html
KARAFIBER TEKSTİL SAN. VE TİC. A.Ş;2.Bölge;TEKSTİL;3423371488;info@karaholding.com;karaholding.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4064.html
KARAFIBER TEKSTİL SAN. VE TİC. A.Ş;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4657.html
KARAFIBER TEKSTİL SAN. VE TİC. A.Ş;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4636.html
KARAFIBER TEKSTİL SAN. VE TİC. A.Ş;2.Bölge;TEKSTİL;3423371488;info@karaholding.com;karaholding.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1909.html
KARAFIBER TEKSTİL SAN. VE TİC. A.Ş;2.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1941.html
KARAFIBER TEKSTİL SAN. VE TİC. A.Ş;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3522.html
KARAFIBER TEKSTİL SAN. VE TİC. A.Ş;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3601.html
KARAFIBER TEKSTİL SAN. VE TİC. A.Ş;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5295.html
KARAN TEKSTİL SAN VE TİC.A.Ş.;1.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1220.html
KARAN TEKSTİL SAN VE TİC.A.Ş.;2.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2111.html
KARAN TEKSTİL SAN VE TİC.A.Ş.;3.Bölge;TEKSTİL;3423373009;levent@karantekstil.com;karantekstil.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3168.html
KARAN TEKSTİL SAN VE TİC.A.Ş.;3.Bölge;TEKSTİL;3423373009;levent@karantekstil.com;karantekstil.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5186.html
KARAN TEKSTİL SAN VE TİC.A.Ş.;5.Bölge-Göksüncük;TEKSTİL;3423373009;levent@karantekstil.com;karantekstil.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3381.html
KARAN TEKSTİL SAN VE TİC.A.Ş.;1.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1201.html
KARAR TEKSTİL SAN.VE TİC.LTD.ŞTİ.;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2563.html
KARAR TEKSTİL SAN.VE TİC.LTD.ŞTİ.;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2564.html
KARASAN İPLİK SAN VE TİC. A.Ş.;1.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/988.html
KARDEŞLER KONFEKSİYON BOYA VE ÖRME SANAYİ TİC. LTD.ŞTİ.;4.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/821.html
KARMEN TEKSTİL SANAYİ VE TİCARET LTD.ŞTİ.;2.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1782.html
KARMEN TEKSTİL SANAYİ VE TİCARET LTD.ŞTİ.;2.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1784.html
KARNAVAL HALI SAN. VE TİC. LTD. ŞTİ.;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4745.html
KARPEN PLASTİK SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Dülük;PLASTİK-AMBALAJ;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3354.html
KARTAL HALI TEKSTİL SAN. VE TİC. A.Ş.;5.Bölge-Dülük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3717.html
KARTAL HALI TEKSTİL SAN. VE TİC. A.Ş.;4.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/660.html
KARYÜN HALI TEKSTİL SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;TEKSTİL;3425031866;muhasebe@karyun.com;karyun.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3053.html
KASIM MENGÜÇ;4.Bölge;;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5104.html
KAYAOĞLU İPLİK VE PLASTİK SAN. VE TİC. LTD. ŞTİ.;2.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1975.html
KAYIŞSAN PAZARLAMA TİC. LTD. ŞTİ.;2.Bölge;;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5706.html
KAYRA HALI SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/158.html
KAYRA İPLİK A.Ş.;5.Bölge-Göksüncük;TEKSTİL;8503398252;muhasebe@kayratextile.com.tr;kayratextile.com.tr;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3486.html
KCTEKS TEKSTİL İNŞAAT GIDA SAN. VE TİC. LTD. ŞTİ.;3.Bölge;TEKSTİL;3423378460;muhasebe@kctekstil.com;kctekstil.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5839.html
KCTEKS TEKSTİL İNŞAAT GIDA SAN. VE TİC. LTD. ŞTİ.;4.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5114.html
KEMAL ÇAĞLAR;2.Bölge;;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5880.html
KEMAL KAYURTGAN;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2492.html
KEMAL KİMYA TEKSTİL SAN. VE TİC. LTD. ŞTİ.;3.Bölge;KİMYA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4225.html
KEMAL KİMYA TEKSTİL SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;KİMYA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4853.html
KENTEKS TEKSTİL İNŞAAT SANAYİ VE TİCARET LTD. ŞTİ.;3.Bölge;KİMYA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3154.html
KERİM CAN SEZGİN;1.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1195.html
KERVANCI İPLİK TEKSTİL SAN. VE TİC. A.Ş.;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3368.html
KESİT MÜTEAHHİTLİK İNŞ. A.Ş.;4.Bölge;;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5360.html
KESİT MÜTEAHHİTLİK İNŞ. A.Ş.;4.Bölge;;;finans@kesityapi.com.tr;kesityapi.com.tr;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5361.html
KEVSER HALI A.Ş.;4.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5851.html
KEVSER HALI A.Ş.;4.Bölge;TEKSTİL;3423570565;mesut@kevsercarpet.com;kevsercarpet.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5829.html
KEVSER HALI A.Ş.;1.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5850.html
KILIÇSAN ENERJİ SİSTEMLERİ SAN. VE TİC. LTD. ŞTİ.;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4844.html
KIRATLI GERİ DÖNÜŞÜM SAN. VE TİC. A.Ş.;5.Bölge-Göksüncük;PLASTİK-AMBALAJ;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4956.html
KIRATLI PLASTİK SAN. VE TİC.A.Ş.;1.Bölge;PLASTİK-AMBALAJ;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1343.html
KIZILIRMAK GERİ DÖNÜŞÜM HURDACILIK TEKSTİL SANAYİ VE TİCARET LTD.ŞTİ.;3.Bölge;GERİ DÖNÜŞÜM;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2715.html
KİMBCF İPLİK SAN. VE TİC. A.Ş.;1.Bölge;TEKSTİL;3422112121;muhasebe@kimpack.com.tr;kimpack.com.tr;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4678.html
KİMBCF İPLİK SAN. VE TİC. A.Ş.;1.Bölge;TEKSTİL;3422112121;muhasebe@kimpack.com.tr;kimpack.com.tr;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4728.html
KİMBCF İPLİK SAN. VE TİC. A.Ş.;1.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4729.html
KİWA METAL İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ;3.Bölge;MAKİNE-METAL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3991.html
KOÇAK TUZ NAKLİYE İNŞ. AMB.SAN. İÇ VE DIŞ. TİC. LTD. ŞTİ.;5.Bölge-Aktoprak;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3639.html
KOÇERLER OTOMOTİV AKARYAKIT TİC. VE SAN. A.Ş.;1.Bölge;MAKİNE-METAL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/931.html
KOLUKISA GIDA TARIM ÜRÜN. SAN. TİC. LTD. ŞTİ.;2.Bölge;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1538.html
KOLUKISA GIDA TARIM ÜRÜN. SAN. TİC. LTD. ŞTİ.;4.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/796.html
KOLUKISA KALORİ SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Aktoprak;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/92.html
KOLUKISA PAZARLAMA SANAYİ VE TİCARET LTD.ŞTİ.;3.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4072.html
KON-MED SAĞLIK İNŞAAT TURİZM VE EĞİTİM LTD ŞTİ.;3.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2669.html
KORKMAZ ELYAF İNŞAAT SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Dülük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/103.html
KORMET PLASTİK AMBALAJ İMALATI SAN. VE TİC. LTD.ŞTİ.;5.Bölge-Aktoprak;;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5500.html
KORUPAK OLUKLU MUKAVVA AMBALAJ SAN.VE TİC. A.Ş.;4.Bölge;PLASTİK-AMBALAJ;3423570730;alirizadogan@korupak.com;korupak.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/732.html
KOŞAK AYAKKABICILIK SANAYİ VE TİCARET LTD. ŞTİ.;2.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1542.html
KOTİN AMBALAJ SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Aktoprak;PLASTİK-AMBALAJ;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3900.html
KÖKPA PET VE PLASTİK AMBALAJ SAN.VE TİC.A.Ş.;2.Bölge;PLASTİK-AMBALAJ;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1415.html
KÖKSALLAR AMBALAJ İTH. İHR. ÜRETİM PAZ.VE SAN. TİC. LTD. ŞTİ.;5.Bölge-Dülük;PLASTİK-AMBALAJ;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5549.html
KÖKSAN PET VE PLASTİK AMBALAJ SAN.VE TİC.A.Ş.;4.Bölge;PLASTİK-AMBALAJ;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/703.html
KÖKSAN PET VE PLASTİK AMBALAJ SAN.VE TİC.A.Ş.;4.Bölge;KİMYA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/709.html
KÖKSAN PET VE PLASTİK AMBALAJ SAN.VE TİC.A.Ş.;4.Bölge;PLASTİK-AMBALAJ;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5148.html
KÖKSAN PET VE PLASTİK AMBALAJ SAN.VE TİC.A.Ş.;4.Bölge;PLASTİK-AMBALAJ;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5149.html
KÖKSAN PET VE PLASTİK AMBALAJ SAN.VE TİC.A.Ş.;4.Bölge;;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5213.html
KÖKSAN PET VE PLASTİK AMBALAJ SAN.VE TİC.A.Ş.;4.Bölge;;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5214.html
KRİSTAL MENSUCAT SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3492.html
KRİSTAL MENSUCAT SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5134.html
KRİSTAL MENSUCAT SAN. VE TİC. LTD. ŞTİ.;2.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5781.html
KUBA OTOMOTİV İNŞAAT SAN. VE TİC. A.Ş.;4.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3940.html
KULE TEKSTİL SANAYİ VE TİCARET LTD.ŞTİ.;2.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3250.html
KUNT SİLAH SAVUNMA SİST.VE  MAKİNA İMALAT SAN.TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;MAKİNE-METAL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4970.html
KURSAN PLASTİK AMBALAJ SAN.VE TİC.A.Ş;3.Bölge;PLASTİK-AMBALAJ;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2773.html
KURT KUMAŞ SANAYİ VE TİCARET A.Ş.;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4197.html
KURT KUMAŞ SANAYİ VE TİCARET A.Ş.;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2736.html
KURTAŞ JÜT MAMÜLLERİ KİMYA MAD. SAN. TİC. A.Ş.;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3020.html
KUSVA DIŞ TİC. VE TEKSTİL SAN. LTD.ŞTİ.;1.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/898.html
KUTAY HALI SAN. VE TİC. A.Ş.;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4887.html
KÜPAŞ KÜPÇÜKLER TEKSTİL SAN.VE TİC.A.Ş.;4.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/829.html
KYK KİMYA SAN VE TİC. LTD.ŞTİ.;5.Bölge-Göksüncük;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/242.html
LAL PLASTİK TEKSTİL SAN. VE TİC. LTD.ŞTİ.;3.Bölge;GERİ DÖNÜŞÜM;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4975.html
LEVENT KARA-ERCÜMENT KARA;2.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1506.html
LEVENT SÜT SAN.VE TİC. LTD.ŞTİ;4.Bölge;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/518.html
LİDERSAN SAĞLIK VE GIDA ÜRÜNLERİ A.Ş.;5.Bölge-Göksüncük;KİMYA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3457.html
LİDERSAN SAĞLIK VE GIDA ÜRÜNLERİ A.Ş.;5.Bölge-Göksüncük;KİMYA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4836.html
LİDERSAN SAĞLIK VE GIDA ÜRÜNLERİ A.Ş.;4.Bölge;KİMYA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/661.html
LİDERSAN SAĞLIK VE GIDA ÜRÜNLERİ A.Ş.;4.Bölge;KİMYA;3423570357;info@altunkaya.com.tr;altunkaya.com.tr;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4870.html
LİNASAN TEKNOLOJİ SAN. VE TİC. A.Ş.;2.Bölge;PLASTİK-AMBALAJ;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4714.html
LİNASAN TEKNOLOJİ SAN. VE TİC. A.Ş.;2.Bölge;PLASTİK-AMBALAJ;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5194.html
LİNEA HALI SANAYİ VE TİCARET LİMİTED ŞİRKETİ;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3458.html
LİVA ENERJİ SAN. VE TİC. A.Ş.;5.Bölge-Göksüncük;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5211.html
LİYN YAPI SAN. VE TİC. A.Ş.;5.Bölge-Dülük;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/458.html
LOTUS İPLİK SAN VE TİC LTD ŞTİ;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3161.html
LÜTFÜ BOZATLI/MUSTAFA ERSARI;2.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5663.html
M.AKİF DEMİRCİ--BEKİR DEMİRCİ;1.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1064.html
M.ALİ BOZDOĞAN;2.Bölge;;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5771.html
M.REŞAT KALEOĞLU VE ORTAKLARI;1.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1234.html
MAF METAL SAN.VE TİC. LTD.ŞTİ.;1.Bölge;MAKİNE-METAL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1394.html
MAF METAL SAN.VE TİC. LTD.ŞTİ.;1.Bölge;MAKİNE-METAL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1395.html
MAF METAL SAN.VE TİC. LTD.ŞTİ.;1.Bölge;MAKİNE-METAL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1396.html
MAF METAL SAN.VE TİC. LTD.ŞTİ.;1.Bölge;MAKİNE-METAL;2165930680;muhasebe@yametas.com.tr;yametas.com.tr;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1397.html
MAF METAL SAN.VE TİC. LTD.ŞTİ.;1.Bölge;MAKİNE-METAL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1398.html
MAKFEY GRUP İÇ VE DIŞ TİC. LTD. ŞTİ.;5.Bölge-Dülük;MAKİNE-METAL;3422350288;kemalturk@cagsanmakine.com;cagsanmakine.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3725.html
MAKRO İPLİK SAN. VE TİC. LTD. ŞTİ;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4754.html
MAKROFİX TRANSPORT İTH. İHR. ULUSL.LOJİSTİK TİC. LTD. ŞTİ.;1.Bölge;KİMYA;;firma@boykartekstil.com.tr;boykartekstil.com.tr;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4966.html
MANDARİN DIŞ TİCARET GIDA KİMYA TEKSTİL LTD. ŞTİ.;1.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4335.html
MANDARYA TEKSTİL SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Aktoprak;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3632.html
MANDARYA TEKSTİL SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4524.html
MARTUT KİMYA VE GIDA SAN. VE TİC.A.Ş.;3.Bölge;KİMYA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4828.html
MARTUT KİMYA VE GIDA SAN. VE TİC.A.Ş.;1.Bölge;KİMYA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1304.html
MATGER İNŞAAT VE TURİZM A.Ş.;3.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4146.html
MAXİMUM İNOVASYON BİLİŞİM SAN. VE TİC. LTD. ŞTİ.;2.Bölge;;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5339.html
MAXPLAST PLASTİK AMBALAJ SAN. A.Ş.;5.Bölge-Dülük;PLASTİK-AMBALAJ;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4385.html
MBE AMBALAJ ENERJİ SAN. VE TİC. A.Ş.;5.Bölge-Göksüncük;PLASTİK-AMBALAJ;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5067.html
MDZ İPLİK SAN. VE TİC. LTD. ŞTİ.;3.Bölge;TEKSTİL;;muhasebe@mdziplik.com;mdziplik.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5024.html
MECİT MİZMİZLİOĞLU;3.Bölge;;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5348.html
MEGA MERMER İNŞAAT MALZEMELERİ SAN. VE TİC. A.Ş.;1.Bölge;DİĞER;3423362401;kormak@kormak.com;kormak.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1331.html
MEHMET - MUSTAFA ERGÜN - EYYÜP BEYHAN HÖSÜKOĞLU - NİLGÜN ÖZKARA;2.Bölge;;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4685.html
