FirmaAdi;WebSitesi;Domain;Email
"SİMTES ELEKTRİK MALZEMELERİ TİCARET VE SANAYİ A.Ş.";"http://www.simteselektrik.com.tr";"simteselektrik.com.tr";""
"SİNTEK İNŞAAT ENDÜSTRİYEL TESİSLER A.Ş.";"https://www.sintek.com.tr";"sintek.com.tr";""
"SKOR MAKİNA İMALAT İNŞAAT SANAYİ VE TİCARET LTD. ŞTİ.";"";"";""
"SKY PET GIDA TEDARİK A.Ş. ANKARA ŞUBESİ";"https://www.skypetfood.com";"skypetfood.com";""
"SMT ENERJİ ÜRETİM İNŞAAT DANIŞMANLIK TAŞIMACILIK PAZARLAMA SANAYİ VE TİCARET A.Ş.";"https://www.smtenerji.com";"smtenerji.com";""
"SN GROUP AMBALAJ KOZMETİK GIDA SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.sngroup.com.tr";"sngroup.com.tr";""
"SRZ GRUP İMALAT PLASTİK ALÜMİNYUM İTHALAT İHRACAT SANAYİ VE TİCARET LTD. ŞTİ.";"";"";""
"STERİLMED MEDİCAL ELEKTRİK ELEKTRONİK OTOMASYON İNŞAAT GIDA SANAYİ VE DIŞ TİCARET LTD. ŞTİ.";"https://www.sterilmed.com.tr";"sterilmed.com.tr";""
"STROM İMALAT PROJE MÜHENDİSLİK A.Ş.";"https://www.strom.tr";"strom.tr";""
"SUDÜNYASI FISKİYE HAVUZ SİSTEMLERİ POMPA PEYZAJ VE İNŞAAT SANAYİ TİCARET LTD. ŞTİ.";"https://www.suyundunyasi.com/";"suyundunyasi.com";""
"SUNGURLU NAKLİYAT HARFİYAT İNŞAAT TAŞERONLUK HİZMETLERİ TURİZM TÜKETİM MALLARI TAAHHÜT SANAYİ TİCARE";"";"";""
"SUNLEGO ENERJİ SİSTEMLERİ SANAYİ VE TİCARET A.Ş.";"https://www.plurawatt.com";"plurawatt.com";""
"SÜMER ULUSLARARASI SANAYİ VE TİCARET A.Ş.";"https://www.sumerinc.com";"sumerinc.com";""
"SÜNBÜL BAYBURTLUOĞLU";"";"";""
"ŞAH ELEKTRİK İNŞAAT ÇELİK TAAHHÜT SANAYİ VE TİCARET A.Ş.";"https://www.sahgroup.net";"sahgroup.net";""
"ŞAŞMAZ TAAHHÜT İNŞAAT TURİZM MAKİNE KİMYA SANAYİ VE TİCARET A.Ş.";"";"";""
"ŞEREF ENDÜSTRİ METAL ENERJİ OTOMOTİV İNŞAAT GAYRİMENKUL MEDİKAL İTHALAT İHRACAT LTD. ŞTİ.";"";"";""
"T.C. ZİRAAT BANKASI A.Ş. BAŞKENT OSB / ANKARA TİCARİ ŞUBE";"";"";""
"TAMSAN KOMPRESÖR SANAYİ VE TİCARET A.Ş.";"https://www.tamsan.com.tr";"tamsan.com.tr";""
"TANER ŞENER";"https://www.senermakinaimalat.com";"senermakinaimalat.com";""
"TAŞÇI MAKİNA İNŞ.SAN.TİC.LTD.ŞTİ.";"https://www.tascimakina.com/";"tascimakina.com";""
"TAŞMAK TEKNOLOJİ ENDÜSTRİYEL FIRIN MAKİNALARI İMALAT SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.tasmakmakina.com.tr";"tasmakmakina.com.tr";""
"TAŞTAN KARDEŞLER İNŞAAT TAAHHÜT DEKORASYON DEMİR MALZEME PAZARLAMA SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.tastankardesler.com";"tastankardesler.com";""
"TAURUS MAKİNA TEKNOLOJİ SANAYİ İÇ VE DIŞ TİCARET LTD. ŞTİ.";"";"";""
"TAVUK DÜNYASI GIDA SANAYİ VE TİCARET A.Ş.";"http://www.tavykdunyasi.com";"tavykdunyasi.com";""
"TEAJORA GIDA SANAYİ VE TİCARET A.Ş.";"";"";""
"TEKNİMA MAKİNE ENDÜSTRİ A.Ş.";"";"";""
"TEKNİX TEKNOLOJİ SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.tekniksatgroup.com.tr; www.teknoline.net";"tekniksatgroup.com.tr; www.teknoline.net";""
"TEKNO-SET ELEKTRONİK SAN.VE TİC.LTD.ŞTİ.";"https://www.tekno-set.com";"tekno-set.com";""
"TEKNOM METAL MADENCİLİK İNŞAAT NAKLİYE TEKSTİL İTHALAT İHRACAT SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"TEKNOMAK İMALAT SANAYİ VE TİCARET A.Ş.";"https://www.teknomak.com.tr";"teknomak.com.tr";""
"TEMAPLAST AMBALAJ VE TEMİZLİK ÜRÜNLERİ SANAYİ VE TİCARET A.Ş.";"";"";""
"TEMSAN YAPI VE MAKİNA ENDÜSTRİ A.Ş.";"https://www.temsan.com.tr";"temsan.com.tr";""
"TESA MEDİKAL SAĞLIK HİZMETLERİ SANAYİ TİCARET LTD.ŞTİ.";"";"";""
"TİCORE METAL LTD. ŞTİ.";"https://www.ticoremetal.com.tr";"ticoremetal.com.tr";""
"TİMSAN TEKNİK İNŞAAT VE MAKİNA SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.timsan.com.tr";"timsan.com.tr";""
"TMD GRUP MAKİNE ENERJİ İNŞAAT PROJE MÜHENDİSLİK İTHALAT İHRACAT SANAYİ VE LTD.ŞTİ.";"https://www.tmdgrup.com";"tmdgrup.com";""
"TMS MARS KAUÇUK ANONİM ŞİRKETİ";"https://www.tmsrubber.com";"tmsrubber.com";""
"TMS TREN BAKIM ONARIM A.Ş.";"https://www.tmsmotor.com.tr";"tmsmotor.com.tr";""
"TRANSTEK MÜHENDİSLİK SANAYİ VE TİCARET A.Ş.";"https://www.transtekmakina.com";"transtekmakina.com";""
"TROY MAKİNA SANAYİ LTD.ŞTİ.";"http://www.troymak.com/";"troymak.com";""
"TTH MÜHENDİSLİK İNŞAAT VE TİCARET A.Ş.";"https://www.tthglobal.com";"tthglobal.com";""
"TUNA MÜHENDİSLİK A.Ş.";"";"";""
"TUNCA METAL SANAYİ VE TİCARET LTD. ŞTİ.";"";"";""
"TURAL SAVUNMA SİSTEMLERİ SANAYİ VE DIŞ TİCARET LTD. ŞTİ.";"https://www.turalsavunma.com/";"turalsavunma.com";""
"TUREKSA ARAÇ ÜSTÜ EKİPMAN MAKİNE PROJELENDİRME VE İMALAT SANAYİ TİCARET A.Ş.";"";"";""
"TURKYAPI İNŞAAT SANAYİ VE TİCARET A.Ş.";"https://www.sara.com.tr";"sara.com.tr";""
"TÜRKİYE HALK BANKASI A.Ş GENEL MÜDÜRLÜĞÜ";"";"";""
"TÜRKSAN MAKİNA SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"TVN BORU VE VANA SANAYİ TİCARET LTD.ŞTİ.";"https://Tvnvalve.com";"tvnvalve.com";""
"UĞUR BARUT";"";"";""
"UĞURHAN DEMİRCİ";"";"";""
"UMEK KAYNAK TEKNOLOJİLERİ MEKATRONİK MÜHENDİSLİK DANIŞMANLIK SANAYİ TİCARET LTD. ŞTİ.";"https://www.umek.com.tr";"umek.com.tr";""
"UMMAN BETON MAKİNA İNŞAAT PAZARLAMA İTHALAT İHRACAT SANAYİ VE TİCARET A.Ş. BAŞKENT OSB ŞUBESİ";"https://www.umman.com.tr";"umman.com.tr";""
"URGETEK ROBOTİK MAKİNE SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.urgetek.com";"urgetek.com";""
"US İTHALAT VE PAZARLAMA A.Ş.";"";"";""
"UZAY FORM MÜHENDİSLİK İNŞ.SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.uzayform.com.tr";"uzayform.com.tr";""
"VA-KO VAGON KONTEYNER MAKİNA MÜHENDİSLİK PROJE SANAYİ VE TİCARET A.Ş. BAŞKENT OSB ŞUBESİ";"https://www.vako.com.tr";"vako.com.tr";""
"VELAR MAKİNE VE KİMYA SANAYİ A.Ş.";"https://www.velarmakine.com.tr";"velarmakine.com.tr";""
"VLM MAKİNA SANAYİ TİCARET LTD.ŞTİ.";"";"";""
"VOLTBERG ENERJİ SANAYİ VE TİCARET A.Ş.";"";"";""
"VT TASARIM MÜHENDİSLİK İMALAT SANAYİ VE TİCARET A.Ş.";"http://www.vtmuhendislik.com/";"vtmuhendislik.com";""
"WINTON OTOMOTİV ENDÜSTRİ A.Ş.";"";"";""
"WİNUPSUN ENERJİ PAZARLAMA A.Ş.";"https://www.winupsun.com";"winupsun.com";""
"YALCO DIŞ TİCARET VE MÜMESSİLLİK LTD. ŞTİ.";"https://www.yalco.com.tr";"yalco.com.tr";""
"YENİ AKTAŞ OTOMOTİV TARIM HAYVANCILIK SANAYİ VE TİCARET LTD. ŞTİ.";"http://www.yeniaktas.com.tr/";"yeniaktas.com.tr";""
"YEPSAN SAVUNMA VE HAVACILIK SANAYİ VE TİCARET A.Ş";"https://www.yepsanssh.com.tr";"yepsanssh.com.tr";""
"YG TEKNOLOJİ İŞ MAKİNALARI YEDEK PARÇA ÜRETİM SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.ygteknoloji.com/";"ygteknoloji.com";""
"YG25 BİLİŞİM TEKNOLOJİLERİ SANAYİ VE TİCARET A.Ş.";"";"";""
"YILMAZLAR ÇELİK SANAYİ VE TİCARET LTD.ŞTİ.";"http://www.yilmazlarcelik.com/";"yilmazlarcelik.com";""
"YİĞİTAY HIRDAVAT MAKİNA İNŞAAT TAAHHÜT SANAYİ TİCARET LTD. ŞTİ.";"https://www.yigitayhirdavat.com.tr";"yigitayhirdavat.com.tr";""
"YMO MİMARLIK İNŞAAT LTD. ŞTİ.";"https://www.ymo.com.tr";"ymo.com.tr";""
"YPT POMPA DIŞ TİCARET A.Ş.";"https://www.ypt.com.tr";"ypt.com.tr";""
"YURTİÇİ KARGO SERVİSİ A.Ş.";"https://www.yurticikargo.com/";"yurticikargo.com";""
"YÜKSEL KOMPOZİT TEKNOLOJİLERİ A.Ş.";"http://yukselct.com/";"yukselct.com";""
"Z-SİSTEM HAVACILIK VE BİLİŞİM SANAYİ LTD.ŞTİ. SİNCAN ŞUBESİ";"https://www.z-sistem.com";"z-sistem.com";""
"ZİRVE GRUP EL ALETLERİ MAKİNA HIRDAVAT İNŞAAT SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"ZOOMLION CIFA MAKİNE SANAYİ VE TİCARET A.Ş.";"https://www.zoomlion.com";"zoomlion.com";""
"ZYM ENERJİ METAL İŞLEME SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.alpglass.com.tr";"alpglass.com.tr";""
