Firma Adı;Parsel Durumu;Ada/Bölge;Sektör;Telefon;E-Posta;Web Sitesi;Domain;Adres
Dağ Mimarlık Ve Mühendislik Yapı Gayrimenkul Tic.san.a.ş.;Kiracı;5;Asansör ve Ekipmanları;3323507682;erdem.bayraktar@dagmuhendislik.com;www.dagholding.com.tr;dagholding.com.tr;Büyükkayacık Osb Mah, 500 Nolu Sokak, No: 15
Damak Gıda San.Ve Tic.Ltd.Şti.;Tahsisli;3;Gıda;3322392101;muhasebe@damakgida.com.tr;www.damakgida.com.tr;damakgida.com.tr;Büyükkayacık Osb Mah, 6 Nolu Sokak, No: 6
Damla Plast Sul.sis.san.a.ş.;Kiracı;2;Diğer;;;;;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 4
Damla-Plast Sulama Sistemleri San. Ve Tic.A.Ş.;Tahsisli;6;Plastik;3322390306;info@damlasulama.com;https://www.damlasulama.com/;damlasulama.com;Büyükkayacık Osb Mah, 604 Nolu Sokak, No: 4
Daxler Enerji A.ş.;Tahsisli;4;Elektrik - Elektronik ve Enerji;3325032776;info@daxlerenergy.com;www.daxlerenergy.com;daxlerenergy.com;Büyükkayacık Osb Mah, 102. Cadde, No: 3
Değerli Makina San. Ve Tic.ltd.şti.;Ön Tahsisli;6;Makina;3322482771;ahmet@degerlimakina.com;;;
Değirmencioğlu Makina San.Ve Tic.Ltd.Şti.;Tahsisli;4;Değirmen Makinaları;3325021300;muhasebe@milltech.com.tr;www.milltech.com.tr;milltech.com.tr;Büyükkayacık Osb Mah, 413 Nolu Sokak, No: 7
Deksan Hidrolik Mak.San.Tic.A.Ş.;Kiracı;2;Hidrolik;4442042;info@deksan.com.tr;www.deksan.com.tr;deksan.com.tr;Büyükkayacık Osb Mah, Ulukavak Sokak, No: 3
Deler Demir Ticaret Ve San. Ltd. Şti.;Kiracı;3;Metal;3322511828;muhasebe@delerdemir.com.tr;www.delerdemir.com.tr;delerdemir.com.tr;Büyükkayacık Osb Mah, 15 Nolu Sokak, No: 9
Demir Kardeşler Döküm Otomotiv Ve Makina Sanayi Ticaret Limited Şirketi;Tahsisli;3;Döküm;3323421067;demirkardeslerdokum@hotmail.com.tr;www.demirkardeslerdokum.com;demirkardeslerdokum.com;Büyükkayacık Osb Mah, 20 Nolu Sokak, No: 26
Demireller Endüstriyel Tarım Makinaları San. Tic. Ltd. Şti;Kiracı;2;Tarım Makinaları;3322493948;demirellertarim@hotmail.com;https://demirellertarim.com;demirellertarim.com;Büyükkayacık Osb Mah, Işıktepe Sokak, No: 12
Demirler Ambalaj San. Ve Tic.ltd.şti.;Kiracı;3;Geri Dönüşüm;3325035263;muhasebe@demirlerambalaj.com;www.demirlerambalaj.com;demirlerambalaj.com;Büyükkayacık Osb Mah, 19 Nolu Sokak, No: 16
Demosan Metalurji Nakliyat Otomotiv San. Ve Tic.ltd.şti.;Tahsisli;6;Otomotiv Yedek Parça;5533826501;1demosanotomotiv@hotmail.com;;;Büyükkayacık Osb Mah, 606 Nolu Sokak, No: 7
Dempo Gıda Ambalaj Anonim Şirketi;Tahsisli;2;Elektrik - Elektronik ve Enerji;3322390571;muhasebe@dempo.com.tr;https://www.dempo.com.tr;dempo.com.tr;Büyükkayacık Osb Mah, Evrenköy Caddesi, No: 26
Derya Güneş Kollektörleri  A.Ş.;Tahsisli;3;Elektrik - Elektronik ve Enerji;3322391570;muhasebe@deryasolar.com.tr;https://www.deryasolar.com.tr;deryasolar.com.tr;Büyükkayacık Osb Mah, 19 Nolu Sokak, No: 4
Derya Silah San.ve Tic.ltd.şti.;Tahsisli;5;Silah Üretimi	;3325148118;insaat@deryaarms.com;www.deryaarms.com;deryaarms.com;Büyükkayacık Osb Mah, 509 Nolu Sokak, No: 3
Dev Çelik Demir Hırdavat San.Ve Tic.Ltd.Şti.;Tahsisli;2;Döküm;3323454545;muhasebe@devcelik.com;;;Büyükkayacık Osb Mah, Evrenköy Caddesi, No: 4
Devler Group Müh.ınş.plast.san.ve Tic.ltd.şti.;Kiracı;2;Diğer;;muhasebe@playsan.com;www.playsan.com;playsan.com;Büyükkayacık Osb Mah, Yaylacık Caddesi, No: 34
Devler Group Müh.ınş.plast.san.ve Tic.ltd.şti.;Tahsisli;6;Diğer;;muhasebe@playsan.com;www.playsan.com;playsan.com;Büyükkayacık Osb Mah, 620 Nolu Sokak, No: 24
Devpak Makine Elektrik Gıda San.Ve Tic.Ltd.Şti.;Tahsisli;2;Ambalaj ve Paketleme;3323454820;ozcan@devpakmakina.com;www.devpakmakina.com.tr;devpakmakina.com.tr;Büyükkayacık Osb Mah, Güzelkonak Sokak, No: 2
Devplast Tarım Sulama Sıstemlerı San. Ve Tic.ltd.şti.;Tahsisli;6;Sulama Sistemleri;5064881748;2info@devplast.com.tr;;;
Dfc Makina Mühendislik İnşaat San. Ve Tic.Ltd.Şti.;Tahsisli;6;Makina;3322452524;muhasebe1@dfcmakine.com;www.dfcmakine.com;dfcmakine.com;
Dfc Makina Mühendislik İnşaat San. Ve Tic.Ltd.Şti.;Kiracı;4;Makina;3322452524;muhasebe1@dfcmakine.com;www.dfcmakine.com;dfcmakine.com;Büyükkayacık Osb Mah, 422 Nolu Sokak, No: 13
Di-San Otomotiv Mak.San.Tic.Ltd.Şti.;Tahsisli;3;Otomotiv Yedek Parça;;;;;Büyükkayacık Osb Mah, 3 Nolu Sokak, No: 9
Dias Endürstriyel Yapı Tasarım Yalıtım San. Ve Tic. Ltd. Şti.;Kiracı;2;Metal;;muhasebe@jetkarot.com;;;Büyükkayacık Osb Mah, Güneştepe Sokak, No: 12
Dikmen Otomotiv Döküm Gıda Pazarlama Sanayi Ve Ticaret Limited Şirketi;Tahsisli;4;Otomotiv Yedek Parça;3322391381;mcanten@dikmenotomtovi.com.tr;www.dikmenotomotiv.com.tr;dikmenotomotiv.com.tr;Büyükkayacık Osb Mah, 422 Nolu Sokak, No: 4-1
Dikmen Otomotiv Döküm Gıda Pazarlama Sanayi Ve Ticaret Limited Şirketi;Tahsisli;4;Otomotiv Yedek Parça;3322391381;mcanten@dikmenotomtovi.com.tr;www.dikmenotomotiv.com.tr;dikmenotomotiv.com.tr;Büyükkayacık Osb Mah, 421 Nolu Sokak, No: 1
Doğan Piston San. Ve Tic.A.Ş.;Tahsisli;5;Otomotiv Yedek Parça;3323424926;doganpiston91@gmail.com;;;Büyükkayacık Osb Mah, 506 Nolu Sokak, No: 4/1
Doğrular Ev Ürünleri A.ş.;Tahsisli;3;Ev Gereçleri;3322391640;info@dogrular.com.tr;www.dogrular.com.tr;dogrular.com.tr;Büyükkayacık Osb Mah, 7 Nolu Sokak, No: 6
Doğrular Ev Ürünleri A.ş.;Tahsisli;6;Ev Gereçleri;3322391640;info@dogrular.com.tr;www.dogrular.com.tr;dogrular.com.tr;
Doğrular Ev Ürünleri A.ş.;Tahsisli;3;Ev Gereçleri;3322391640;info@dogrular.com.tr;www.dogrular.com.tr;dogrular.com.tr;Büyükkayacık Osb Mah, 7 Nolu Sokak, No: 6-1
Doğrular Ev Ürünleri A.ş.;Tahsisli;5;Ev Gereçleri;3322391640;info@dogrular.com.tr;www.dogrular.com.tr;dogrular.com.tr;Büyükkayacık Osb Mah, 7 Nolu Sokak, No: 6/2
Dostpak Makine Gıda İnş.Maden San.Tic.Ltd.Şti.;Kiracı;2;Makina;3322392425;info@dostmakine.com;www.dostmakine.com;dostmakine.com;Büyükkayacık Osb Mah, Yaylacık Caddesi, No: 18
Döksan Isıl İşlem Ve Arge Merkezi A.ş.;Tahsisli;6;Metal;;1berkan@doksanisilislem.com;;;
Döktim Döküm Metal Makina İnşaat Ve Gıda San.Tic.Ltd.Şti.;Kiracı;2;Döküm;3325020751;muhasebe@doktim.com;www.doktim.com;doktim.com;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 25
Dönmezler Tarım Makinaları Hay. San. Tic. Ltd. Şti.;Kiracı;2;Tarım Makinaları;;;;;Büyükkayacık Osb Mah, Yaylacık Caddesi, No: 32
Draft Gıda Tış Tic.San.Ve Tic.Ltd.Şti.;Tahsisli;5;Gıda;3322392323;evliya@evliya.com.tr;;;Büyükkayacık Osb Mah, 519 Nolu Sokak, No: 6
Durmuş Özgül Otomotiv İth.ihr.san.tic.a.ş.;Tahsisli;3;Dorse - Damper - Treyler;4441360;muhasebe@ozgul.com.tr;www.ozgul.com.tr;ozgul.com.tr;Büyükkayacık Osb Mah, 9 Nolu Sokak, No: 11
Durmuş Özgül Otomotiv İth.ihr.san.tic.a.ş.;Tahsisli;3;Dorse - Damper - Treyler;4441360;muhasebe@ozgul.com.tr;www.ozgul.com.tr;ozgul.com.tr;Büyükkayacık Osb Mah, 12 Nolu Sokak, No: 16
Dursan Isıtma Havalandırma San.Tic.Ltd.Şti.;Tahsisli;2;Metal;3322390650;dursanltd@superonline.com;;;Büyükkayacık Osb Mah, Kırım Caddesi, No: 11
Dursun Tokbaş - Tokbaş Tarım Aletleri;Ön Tahsisli;6;Tarım Makinaları;;1muammertokbas@gmail.com;;;
Duseko Asansör İnş.Mak.San.Ve Tic.Ltd.Şti.;Kiracı;2;Diğer;3323412444;muhasebe@duseko.com;www.duseko.com;duseko.com;Büyükkayacık Osb Mah, Işıktepe Sokak, No: 15
Düzgünler Plastik A.ş.;Ön Tahsisli;6;Plastik;3322391112;info@duzgunlerplastik.com;www.duzgunlerplastik.com;duzgunlerplastik.com;
Düzgünler Plastik A.ş.;Tahsisli;3;Plastik;3322391112;info@duzgunlerplastik.com;www.duzgunlerplastik.com;duzgunlerplastik.com;Büyükkayacık Osb Mah, 3 Nolu Sokak, No: 16
Ebrar Agro Tar.mak.ltd.şti.;Kiracı;4;Tarım Makinaları;3325033558;info@ebrartarim.com;https://ebrartarim.com;ebrartarim.com;Büyükkayacık Osb Mah, 406 Nolu Sokak, No: 12
Edbro Hidrolik Sistemleri A.ş.;Kiracı;4;Hidrolik;3325014496;muhasebe@edbro.com.tr;;;Büyükkayacık Osb Mah, 414 Nolu Sokak, No: 4
Edelmak Makine San. Ve Tic.A.Ş.;Tahsisli;5;Makina;3323559090;muhasebe@edelmak.com.tr;www.edelmak.com.tr;edelmak.com.tr;Aşağıpınarbaşı Osb Mah, 521 Nolu Sokak, No: 3
Efta Enerji Mühendislik San. Ve Tic.ltd.şti.;Tahsisli;6;Metal;5300618014;1cinar@eftaenergy.com;;;
Ege Endüstri Metalurji Makina San. Ve Tic.ltd.şti.;Kiracı;2;Diğer;2124858790;ege@egeendustri.net;www.egeendustri.net;egeendustri.net;Büyükkayacık Osb Mah, Güzelkonak Sokak, No: 14
Egt Refrakter Gereçleri Endüstri Ve Tic.Ltd.Şti.;Tahsisli;3;Yapı - İnşaat Malzemeleri;3322390608;info@egt.com.tr;www.egt.com.tr;egt.com.tr;Büyükkayacık Osb Mah, 7 Nolu Sokak, No: 8
Ekdöksan Döküm Metal Otom.san.ve Tic.ltd.şti.;Kiracı;3;Döküm;;;;;Büyükkayacık Osb Mah, 9 Nolu Sokak, No: 29
Ekdöksan Döküm Metal Otom.san.ve Tic.ltd.şti.;Tahsisli;3;Döküm;;;;;Büyükkayacık Osb Mah, 9 Nolu Sokak, No: 3
Ekdöksan Döküm Metal Otom.san.ve Tic.ltd.şti.;Tahsisli;3;Döküm;;;;;Büyükkayacık Osb Mah, 9 Nolu Sokak, No: 36
Ekerler Alüminyum San.tic.a.ş.;Tahsisli;5;Ev Gereçleri;3325011212;ihsaneker@ekerleraluminyum.com;www.ekerleraluminyum.com;ekerleraluminyum.com;Büyükkayacık Osb Mah, 513 Nolu Sokak, No: 18
Ekerler Kağıt Torba Ve Poşet Amb.san.ve Tic.a.ş.;Tahsisli;3;Ev Gereçleri;3322391908;ekerler@ekerler.com;www.ekerler.com;ekerler.com;Büyükkayacık Osb Mah, 20 Nolu Sokak, No: 19
Ekersan Fren Otomotiv Sanayi Ticaret Limited Şirketi;Tahsisli;4;Otomotiv Yedek Parça;3325021715;info@ekersan.com;www.ekersan.com;ekersan.com;Büyükkayacık Osb Mah, 101. Cadde, No: 21
Ekersan Fren Otomotiv Sanayi Ticaret Limited Şirketi;Tahsisli;5;Otomotiv Yedek Parça;3325021715;info@ekersan.com;www.ekersan.com;ekersan.com;Büyükkayacık Osb Mah, 513 Nolu Sokak, No: 12
Ekizler Dalgıç Pompa Pet. Ürn. Bes. San. Tic. Ltd. Şti.;Tahsisli;5;Elektrik - Elektronik;3323451050;info@ekizler.com.tr;www.ekizler.com.tr;ekizler.com.tr;Büyükkayacık Osb Mah, 509 Nolu Sokak, No: 2
Ekvator Kağıt Ambalaj Matbaa San. Ve Tic.A.Ş.;Tahsisli;5;Ambalaj ve Paketleme;3325019674;bilgi@ekvatoras.com.tr;https://ekvatoras.com.tr;ekvatoras.com.tr;Aşağıpınarbaşı Osb Mah, 524 Nolu Sokak, No: 4
Elf İzolasyon Enerji Mad.Ve İnş.San.Tic.Ltd.Şti.;Tahsisli;2;Yapı - İnşaat Malzemeleri;3322331049;biralyalitim@gmail.com;;;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 67
Elfa Lojistik Hizmetleri Ticaret A.ş.;Tahsisli;6;Temizlik Ürünleri;5396158243;2esra.inan@elfalojistik.com;;;
Elfatek Teknoloji A.ş.;Tahsisli;6;Elektrik - Elektronik;3323453883;2veli.duzgun@elfatek.com.tr;;;Büyükkayacık Osb Mah, 600 Nolu Cadde, No: 25
Elko Oto Yedek Parça Metal Asansör İmalat San. Ve Tic. Ltd. Şti.;Tahsisli;5;Asansör ve Ekipmanları;3323227205;elko@elko.com.tr;www.elko.com.tr;elko.com.tr;Büyükkayacık Osb Mah, 511 Nolu Sokak, No: 11
Elm Treysan Dorse Otomotiv Nak.san.tic.ltd.şti.;Kiracı;2;Dorse - Damper - Treyler;;bilgi@elmtreysan.com.tr;www.elmtreysan.com.tr;elmtreysan.com.tr;Büyükkayacık Osb Mah, Karahisar Sokak, No: 14
Elmalı Mak.san.tic.ltd.şti.;Tahsisli;3;İmalat;3322391980;elmali@elmali.com.tr;www.elmali.com.tr;elmali.com.tr;Büyükkayacık Osb Mah, Kuddusi Caddesi, No: 46
Elmalı Mak.san.tic.ltd.şti.;Tahsisli;5;İmalat;3322391980;elmali@elmali.com.tr;www.elmali.com.tr;elmali.com.tr;Büyükkayacık Osb Mah, 511 Nolu Sokak, No: 12
Elzem Otomotiv Ltd.Şti.;Tahsisli;5;Otomotiv Yedek Parça;3322390066;info@elzemwax.com;www.elzemwax.com;elzemwax.com;Büyükkayacık Osb Mah, 513 Nolu Sokak, No: 6
Emin Gül Tarım Ve Gıda Ürünleri Mak.İnş.San.Tic.Ltd.Şti.;Tahsisli;5;Gıda;3323424130;bilgi@emingul.com.tr;www.emingul.com.tr;emingul.com.tr;Aşağıpınarbaşı Osb Mah, 522 Nolu Sokak, No: 1
Emin Şekerleme Gıda Taşımacılık San.Ve Tic.Ltd.Şti.;Kiracı;3;Gıda;3323423450;emin@eminsekerleme.com.tr;www.eminsekerleme.com.tr;eminsekerleme.com.tr;Büyükkayacık Osb Mah, 14 Nolu Sokak, No: 5
Emin Yaldız Metalurji Makine Gıda Otomotiv San.Tic.Ltd.Şti.;Ön Tahsisli;6;Döküm;3322392280;bilgi@eminyaldiz.com.tr;www.eminyaldiz.com.tr;eminyaldiz.com.tr;
Emin Yaldız Metalurji Makine Gıda Otomotiv San.Tic.Ltd.Şti.;Tahsisli;3;Döküm;3322392280;bilgi@eminyaldiz.com.tr;www.eminyaldiz.com.tr;eminyaldiz.com.tr;Büyükkayacık Osb Mah, 7 Nolu Sokak, No: 24
Emlak Konut Asansör Sistemleri San Ve Tic.a.ş.;Kiracı;5;Asansör ve Ekipmanları;8505024747;ilker.sirtkaya@emlakkonutasansor.com;www.emlakkonut.com.tr;emlakkonut.com.tr;Büyükkayacık Osb Mah, 503 Nolu Sokak, No: 11
Emties Bağlantı Elem.gijon Otom.san.tic.ltd.şti.;Tahsisli;3;İmalat;3323453011;info@emties.com.tr;www.emties.com.tr;emties.com.tr;Büyükkayacık Osb Mah, 8 Nolu Sokak, No: 15
Endüstriyel Elektrik Elektronik San. Ve Tic.a.ş.;Tahsisli;3;Elektrik - Elektronik;;;;;Büyükkayacık Osb Mah, 3 Nolu Sokak, No: 5
Endüstriyel Hizmetler Danışmanlık Otomotiv Tıbbi Aletler Makina San. Ve Tic.ltd.şti.;Ön Tahsisli;6;Otomotiv Yedek Parça;5065864497;1erdemsametoglu@hotmail.com;;;
Enes Platine Met. San. Tic. Ltd. Şti.;Tahsisli;5;Alüminyum;3325033637;enes@enesmetal.com;www.enesgroup.com.tr;enesgroup.com.tr;Büyükkayacık Osb Mah, 508 Nolu Sokak, No: 8
Epalsan Orman Ürünleri Nakliye San. Ve Tic.Ltd.Şti.;Kiracı;2;Mobilya ve Ahşap Ürünleri;3325010707;bilgi@epalsan.com;www.epalsan.com;epalsan.com;Büyükkayacık Osb Mah, Yaylacık Caddesi, No: 12
Epalsan Orman Ürünleri Nakliye San. Ve Tic.Ltd.Şti.;Kiracı;2;Mobilya ve Ahşap Ürünleri;3325010707;bilgi@epalsan.com;www.epalsan.com;epalsan.com;Büyükkayacık Osb Mah, Yaylacık Caddesi, No: 10
Er Seçkin Metal Makina Sanayi Ticaret A.ş.;Ön Tahsisli;6;Diğer;3323450045;2semih@seckinlermetal.com;;;
Er-ko İnş.taah.san. Ve Tic.ltd.şti.;Tahsisli;3;Diğer;3322391200;er-koelektrik@hotmail.com;www.er-koelektrik.com;er-koelektrik.com;Büyükkayacık Osb Mah, 4 Nolu Sokak, No: 11
Erbaş Bisiklet Motosiklet San. Ve Tic. Ltd. Şti.;Ön Tahsisli;6;Diğer;3322351716;osman@erbasbisiklet.com.tr;www.erbasbisiklet.com.tr;erbasbisiklet.com.tr;
Erbaş Bisiklet Motosiklet San. Ve Tic. Ltd. Şti.;Kiracı;2;Diğer;3322351716;osman@erbasbisiklet.com.tr;www.erbasbisiklet.com.tr;erbasbisiklet.com.tr;Büyükkayacık Osb Mah, Kırım Caddesi, No: 19
Erdemir Treyler Mak.San.Tic.Ltd.Şti.;Tahsisli;5;Dorse - Damper - Treyler;;erdem@emirsan.com;;;Büyükkayacık Osb Mah, 502 Nolu Sokak, No: 8
Erdiren Dişli Ve Mak.san.a.ş.;Tahsisli;3;İmalat;3322392450;info@erdirendisli.com;https://www.erdiren.com;erdiren.com;Büyükkayacık Osb Mah, Evrenköy Caddesi, No: 15
Erdirenler Pet.tar.mak.otom.dişli San.tic.ltd.şti.;Tahsisli;2;İmalat;3322390512;muhasebe@erdirenler.com;www.erdirenler.com;erdirenler.com;Büyükkayacık Osb Mah, Işıktepe Sokak, No: 20
Erdirenler Pet.tar.mak.otom.dişli San.tic.ltd.şti.;Tahsisli;3;İmalat;3322390512;muhasebe@erdirenler.com;www.erdirenler.com;erdirenler.com;Büyükkayacık Osb Mah, 8 Nolu Sokak, No: 16/1
Erdoğan Endüstri Çelik Sanayi Ltd. Şti.;Tahsisli;6;Yapı - İnşaat Malzemeleri;5447321632;erdoganyusuf1992@gmail.com;;;Büyükkayacık Osb Mah, 613 Nolu Sokak, No: 4
Eren Dövme Çelik San.Tic.Ltd.Şti.;Kiracı;2;Metal;3322488313;info@xn--erendvme-r4a.com;www.erendovme.com;erendovme.com;Büyükkayacık Osb Mah, Yaylacık Caddesi, No: 36
Ergaz San. Ve Tic. A.Ş.;Tahsisli;2;Diğer;3322390026;konya@ergaz.com.tr;;;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 69
Erhas Boru Ve Makina Ekipmanlari End. A.Ş.;Kiracı;5;Plastik;;;;;Büyükkayacık Osb Mah, 509 Nolu Sokak, No: 9
Erhas Boru Ve Makina Ekipmanlari End. A.Ş.;Tahsisli;3;Plastik;;;;;Büyükkayacık Osb Mah, 12 Nolu Sokak, No: 8
Eritbi Döküm A.Ş.;Kiracı;2;Döküm;3322392470;info@eritbi.com;www.eritbi.com;eritbi.com;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 10
Erkap Kapı San.Ltd.Şti.;Tahsisli;2;Yapı - İnşaat Malzemeleri;3322390732;bilgi@erkapkapi.com.tr;www.erkapkapi.com.tr;erkapkapi.com.tr;Büyükkayacık Osb Mah, Kırım Caddesi, No: 5
Erkoçlar Kalıp Ve Asansör San.Ve Tic.A.Ş.;Tahsisli;2;Tarım Makinaları;3322390280;bilgi@erkoclar.com;www.erkoclar.com;erkoclar.com;Büyükkayacık Osb Mah, Sarıçiçek Sokak, No: 6
Erkoçlar Kalıp Ve Asansör San.Ve Tic.A.Ş.;Tahsisli;3;Tarım Makinaları;3322390280;bilgi@erkoclar.com;www.erkoclar.com;erkoclar.com;Büyükkayacık Osb Mah, Kuddusi Caddesi, No: 9
Erkon Döküm İnşaat Turizm Ticaret Ve Sanayi A.Ş.;Tahsisli;3;Döküm;3322391650;yusuf@erkondokum.com.tr;www.erkondokum.com.tr;erkondokum.com.tr;Büyükkayacık Osb Mah, 20 Nolu Sokak, No: 7
Erkon Döküm İnşaat Turizm Ticaret Ve Sanayi A.Ş.;Ön Tahsisli;6;Döküm;3322391650;yusuf@erkondokum.com.tr;www.erkondokum.com.tr;erkondokum.com.tr;
Erkon Döküm İnşaat Turizm Ticaret Ve Sanayi A.Ş.;Tahsisli;3;Döküm;3322391650;yusuf@erkondokum.com.tr;www.erkondokum.com.tr;erkondokum.com.tr;Büyükkayacık Osb Mah, 20 Nolu Sokak, No: 9
Erpamak Gıda Makina Ve İnş. Sa. Tic. Ltd. Şti.;Ön Tahsisli;6;Makina;3325010044;info@erpamak.com;;;
Ersöz - Gonca Mutfak Makina Ve Ekipmanları San. Ve Tic.a.ş.;Tahsisli;5;Endüstriyel Mutfak ve Ekipmanları;3322390402;gastraf@empero.com.tr;;;Aşağıpınarbaşı Osb Mah, 520 Nolu Sokak, No: 6
Ersöz - Gonca Mutfak Makina Ve Ekipmanları San. Ve Tic.a.ş.;Tahsisli;3;Endüstriyel Mutfak ve Ekipmanları;3322390402;gastraf@empero.com.tr;;;Büyükkayacık Osb Mah, 9 Nolu Sokak, No: 23
Ersöz - Gonca Mutfak Makina Ve Ekipmanları San. Ve Tic.a.ş.;Kiracı;3;Endüstriyel Mutfak ve Ekipmanları;3322390402;gastraf@empero.com.tr;;;Büyükkayacık Osb Mah, 9 Nolu Sokak, No: 18
Ersöz Gonca Mutfak Makina Ve Ekipmanları San Tic. A. Ş.;Tahsisli;6;Endüstriyel Mutfak ve Ekipmanları;4441560;yonetim@empero.com.tr;;;
Ersöz Gonca Mutfak Makina Ve Ekipmanları San Tic. A. Ş.;Kiracı;3;Endüstriyel Mutfak ve Ekipmanları;4441560;yonetim@empero.com.tr;;;Büyükkayacık Osb Mah, 9 Nolu Sokak, No: 20
Esam İletişim Elek. Ve İnş.san.tic.ltd.şti.;Tahsisli;5;Elektrik - Elektronik;8508403657;hakan.dogan@simex.com.tr;www.esamteknoloji.com;esamteknoloji.com;Büyükkayacık Osb Mah, 508 Nolu Sokak, No: 4
Esbey Mimarlık A.ş.;Ön Tahsisli;6;Döküm;5457634343;1esbeycelil@hotmail.com;;;
Esdöksan Döküm Sanayi Ve Ticaret Limited Şirketi;Tahsisli;5;Döküm;3322391440;mustafaeker@ekerbijon.com.tr;www.ekdoksan.com;ekdoksan.com;Büyükkayacık Osb Mah, 510 Nolu Sokak, No: 3
Esmaksan Eser Mak.inş.ve Gıda San.tic.ltd.şti.;Tahsisli;4;Makina;3322517140;mustafa@esmaksan.com;www.esmaksan.com;esmaksan.com;Büyükkayacık Osb Mah, 102. Cadde, No: 4
Esvana Vana Metal İnşaat Otomotiv San. Ve Tic.ltd.şti.;Tahsisli;6;İmalat;5364248630;1muhasebe@esvana.com;;;
Etap Kozmetik Kimya Sanayi Ve Dış Ticaret Anonim Şirketi;Ön Tahsisli;6;Temizlik Ürünleri;3322391102;mercan@etapkimya.com.tr;www.etapkimya.com.tr;etapkimya.com.tr;
Etap Kozmetik Kimya Sanayi Ve Dış Ticaret Anonim Şirketi;Tahsisli;5;Temizlik Ürünleri;3322391102;mercan@etapkimya.com.tr;www.etapkimya.com.tr;etapkimya.com.tr;Büyükkayacık Osb Mah, 513 Nolu Sokak, No: 20
Etap Kozmetik Kimya Sanayi Ve Dış Ticaret Anonim Şirketi;Tahsisli;3;Temizlik Ürünleri;3322391102;mercan@etapkimya.com.tr;www.etapkimya.com.tr;etapkimya.com.tr;Büyükkayacık Osb Mah, 8 Nolu Sokak, No: 23
Etem Çimen Mühendislik Metal İnşaat San.tic.ltd.şti.;Ön Tahsisli;6;Makina;;1etemccimen@gmail.com;;;
Eti Gıda San.Ve Tic.A.Ş.;Tahsisli;3;Gıda;;;;;Büyükkayacık Osb Mah, 8 Nolu Sokak, No: 5
Eti Kozmetik Sanayi Limited Şirketi;Tahsisli;5;Kimya;3323424424;bilgi@etikolonya.com.tr;www.eticosmetic.com;eticosmetic.com;Büyükkayacık Osb Mah, 512 Nolu Sokak, No: 10
Europulse Hidrolik Hortum İml. San. Ve Tic. Ltd. Şti.;Kiracı;5;Hidrolik;;;;;Büyükkayacık Osb Mah, 516 Nolu Sokak, No: 18
Evliya Şekerleme San.ve Tic.ltd.şti.;Tahsisli;5;Gıda;3322392323;muhasebe@evliya.com.tr;www.evliya.com.tr;evliya.com.tr;Büyükkayacık Osb Mah, T.Ziyaeddin Akbulut Caddesi, No: 33
Evliya Şekerleme San.ve Tic.ltd.şti.;Tahsisli;3;Gıda;3322392323;muhasebe@evliya.com.tr;www.evliya.com.tr;evliya.com.tr;Büyükkayacık Osb Mah, 14 Nolu Sokak, No: 7
Exq Otomotiv San.ve Tic.tic.ltd.şti.;Kiracı;3;Otomotiv Yedek Parça;3322372037;muhasebe@exq.com.tr;www.exq.com.tr;exq.com.tr;Büyükkayacık Osb Mah, 20 Nolu Sokak, No: 12
Ezel Kuruyemiş Kahve Şekerleme Ve Gıda Ticaret Ve Sanayi Ltd Şti;Tahsisli;6;Gıda;3323452353;ezel@ezel.com.tr;;;
F M S Hidrolik Pnömatik Makina San. Ve Tic.Ltd.Şti.;Tahsisli;6;İmalat;3323463540;fms@fms.com.tr;www.fms.com.tr;fms.com.tr;
Fa-Me Otomotiv Döküm Makine San. Ve Tic. Ltd. Şti.;Tahsisli;5;Otomotiv Yedek Parça;3323452255;info@fameotomotiv.com;www.famco.com.tr;famco.com.tr;Büyükkayacık Osb Mah, 511 Nolu Sokak, No: 13
Falo Metal Imalat Ihracat San.ve Tic.ltd.şti.;Ön Tahsisli;6;Otomotiv Yedek Parça;3322512719;mseref_42@hotmail.com;;;
Fan Market Otom.Aksamları San.Tic.Ltd.Şti.;Tahsisli;2;Elektrik - Elektronik;;;;;Büyükkayacık Osb Mah, Karahisar Sokak, No: 5
Fdn İlaç San.Ve Tic.Ltd.Şti.;Tahsisli;2;Kimya;332 248 01 48;info@fdnilac.com;www.fdnilac.com;fdnilac.com;Büyükkayacık Osb Mah, İnsu Sokak, No: 3
Feb Metal Mühendislik San. Ve Tic.ltd.şti.;Tahsisli;6;Metal;3323511520;ahmetnaci@febmetal.com.tr;;;Büyükkayacık Osb Mah, 614 Nolu Sokak, No: 4
Ferahkaya Metal Kalıp Ve Yed.par.san.tic.ltd.şti.;Tahsisli;3;Plastik;;;;;Büyükkayacık Osb Mah, 15 Nolu Sokak, No: 13
Feras Kimya Zirai İlaç.Ve Hayv.Nak.San.İç.Ve Dış.Tic.Ltd.Şti.;Kiracı;2;Kimya;3322389661;feraskimya@com.tr;;;Büyükkayacık Osb Mah, İkipınar Sokak, No: 17
