ticker,company_name,city,domain,email,address,indexes,sector,market
KONYA,KONYA ÇİMENTO SANAYİİ A.Ş.,KONYA,www.konyacimento.com.tr,konyacimento@vicat.com.tr,Horozluhan Mahallesi Cihan Sk. No 15 42300 Selçuklu-KONYA,"BIST TAŞ, TOPRAK, BIST 500, BIST TÜM, BIST KONYA, BIST YILDIZ, BIST KATILIM TUM, BIST SINAİ, BIST TÜM-100",İMALAT,YILDIZ PAZAR
KONKA,KONYA KAĞIT SANAYİ VE TİCARET A.Ş.,KONYA,www.konyakagit.com.tr,"kagit_info@konyakagit.com.tr, matbaa_info@konyakagit.com.tr",2.Organize Sanayi Bölgesi Vezirköy Caddesi No:1 42300 Selçuklu/KONYA,"BIST KATILIM TUM, BIST SINAİ, BIST GERİ ALIM, BIST ORMAN, KAĞIT, BASIM, BIST KONYA, BIST 500, BIST ANA, BIST TÜM-100, BIST TÜM",İMALAT,ANA PAZAR
KGYO,KORAY GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,www.koraygyo.com,koraygyo@koraygyo.com,Levent Mah. Cömert Sk. Yapı Kredi Plaza Sitesi B Blok No:1B Kat 10 İç Kapı No:26 Beşiktaş-İstanbul,"BIST GAYRİMENKUL YAT. ORT., BIST ANA, BIST MALİ, BIST TÜM, BIST TÜM-100, BIST 500",MALİ KURULUŞLAR,"ANA PAZAR, KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA"
KORDS,KORDSA TEKNİK TEKSTİL A.Ş.,KOCAELİ,kordsa.com,"yatirimciiliskileri@kordsa.com, investorrelations@kordsa.com",Alikahya Fatih Mahallesi Sanayici Caddesi No: 90 İZMİT 41310 / KOCAELİ\nTelefon: 0262 316 70 00 Faks: 0262 316 70 70,"BIST TEKSTİL, DERİ, BIST KOCAELİ, BIST SINAİ, BIST SÜRDÜRÜLEBİLİRLİK, BIST YILDIZ, BIST TÜM, BIST 500, BIST TÜM-100",İMALAT,YILDIZ PAZAR
KRPLS,KOROPLAST TEMİZLİK AMBALAJ ÜRÜNLERİ SANAYİ VE DIŞ TİCARET A.Ş.,İSTANBUL,www.koroplast.com,yatirimciiliskileri@koroplast.com,Atatürk Mah.Orhan Veli Cad.No:12/1 Esenyurt - İstanbul,"BIST KİMYA, PETROL, PLASTİK, BIST ANA, BIST SINAİ, BIST KATILIM TUM, BIST İSTANBUL, BIST TÜM, BIST TÜM-100, BIST 500",İMALAT,ANA PAZAR
KORTS,KORTEKS MENSUCAT SANAYİ VE TİCARET A.Ş.,BURSA,www.korteks.com.tr,"korteks.iplik@zorlu.com, ali.ozmen@zorlu.com",Fethiyeosb Mah. Sarı Cadde No: 9 NİLÜFER / BURSA,,,KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA
KOTON,KOTON MAĞAZACILIK TEKSTİL SANAYİ VE TİCARET A.Ş.,İSTANBUL,www.koton.com,yatirimci.iliskileri@koton.com,Ayazağa Mah. Maslak Ayazağa Caddesi No:3 İç Kapı No:5 Sarıyer İstanbul,"BIST TİCARET, BIST TÜM, BIST TÜM-100, BIST KATILIM TUM, BIST 500, BIST HİZMETLER, BIST PERAKENDE TICARET, BIST YILDIZ",TOPTAN VE PERAKENDE TİCARET,YILDIZ PAZAR
KOPOL,KOZA POLYESTER SANAYİ VE TİCARET A.Ş.,GAZİANTEP,www.kozapolyester.com.tr,yatirimci@kozapolyester.com.tr,Başpınar (Organize) OSB Mahallesi O.S.B. 4.Bölge 83414 Nolu Cadde No: 30 - Şehitkamil / Gaziantep,"BIST 500, BIST YILDIZ, BIST KATILIM TUM, BIST KATILIM 100, BIST SINAİ, BIST TÜM-100, BIST KİMYA, PETROL, PLASTİK, BIST TÜM",İMALAT,YILDIZ PAZAR
KRGYO,KÖRFEZ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,www.korfezgyo.com.tr,info@korfezgyo.com.tr,Fulya Mahallesi Büyükdere Caddesi Torun Center D Blok Kat 13 No:74D-54 Şişli /İstanbul,"BIST TÜM-100, BIST KATILIM TUM, BIST MALİ, BIST ANA, BIST GAYRİMENKUL YAT. ORT., BIST 500, BIST TÜM",MALİ KURULUŞLAR,ANA PAZAR
KRSTL,KRİSTAL KOLA VE MEŞRUBAT SANAYİ TİCARET A.Ş.,İSTANBUL,www.kristalkola.com.tr,info@kristalkola.com.tr,Bahçelievler Mahallesi Fevzi Çakmak 2 Caddesi Güzelşehir Sitesi No:1 AJ Büyükçekmece/İSTANBUL,"BIST TÜM, BIST BALIKESİR, BIST GIDA, İÇECEK, BIST TÜM-100, BIST ANA, BIST 500, BIST KATILIM TUM, BIST SINAİ",İMALAT,ANA PAZAR
KRONT,KRON TEKNOLOJİ A.Ş.,İSTANBUL,www.kron.com.tr,yatirimci@krontech.com,"İ.T.Ü. Ayazağa Kampüsü, Koru Yolu, ARI 3 Binası, Teknokent, No:B401, 34469 Maslak - İstanbul","BIST ANA, BIST BİLİŞİM, BIST TÜM, BIST TEKNOLOJİ, BIST KATILIM TUM, BIST TÜM-100, BIST 500, BIST İSTANBUL",TEKNOLOJİ,ANA PAZAR
KTKVK,KT KİRA SERTİFİKALARI VARLIK KİRALAMA A.Ş.,İSTANBUL,www.ktksvks.com.tr,info@ktksvks.com.tr,"Büyükdere Cad, No:129-1 Kat:3 Esentepe/ Şişli- İstanbul - TÜRKİYE",,,KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA
KTSVK,KT SUKUK VARLIK KİRALAMA A.Ş.,İSTANBUL,www.ktsukuk.com.tr,ktsukuk@ktsukuk.com.tr,Büyükdere Cad. No:129/1 K:9 Esentepe/Şişli-İstanbul-TÜRKİYE,,,KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA
KSTUR,KUŞTUR KUŞADASI TURİZM ENDÜSTRİSİ A.Ş.,AYDIN,www.kusturclub.com,muhasebe@kusturclub.com,BAYRAKLI DEDE MAHALLESİ / KUŞTUR TATİL KÖYÜ KUŞADASI / AYDIN,,OTELLER VE LOKANTALAR,PİYASA ÖNCESİ İŞLEM PLATFORMU
KUVVA,KUVVA GIDA TİCARET VE SANAYİ YATIRIMLARI A.Ş.,İSTANBUL,www.serve.com.tr,serve@serve.com.tr,Kavacık Mahallesi Elbistan Sokak SAS Plaza Apt.No.10 Kat 5 Daire 14 Beykoz/İSTANBUL,"BIST TİCARET, BIST TÜM-100, BIST TÜM, BIST TOPTAN TICARET, BIST HİZMETLER, BIST İSTANBUL",TOPTAN VE PERAKENDE TİCARET,ALT PAZAR
KUYAS,KUYAŞ YATIRIM A.Ş.,İSTANBUL,www.kuyas.com.tr,"muhasebe@kuyas.com.tr, info@kuyas.com.tr",Yeşilköy Mahallesi Serbesti Caddesi No:11/1 Bakırköy / İstanbul,"BIST YILDIZ, BIST HİZMETLER, BIST 100-30, BIST TÜM, BIST İSTANBUL, BIST 50, BIST 500, BIST İNŞAAT, BIST 100",İNŞAAT VE BAYINDIRLIK,YILDIZ PAZAR
KBORU,KUZEY BORU A.Ş.,AKSARAY,www.kuzeyboru.com.tr,yatirimci.iliskileri@kuzeyboru.com.tr,KIRIMLI OSB MAH. MEHMETÇİK BUL. NO: 2 MERKEZ AKSARAY,"BIST TÜM, BIST TÜM-100, BIST 500, BIST KİMYA, PETROL, PLASTİK, BIST SINAİ, BIST KATILIM TUM, BIST KATILIM 100, BIST ANA",İMALAT,ANA PAZAR
KZGYO,KUZUGRUP GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,www.kzgyo.com,info@kzgyo.com,Yenibosna Merkez Mah. Zübeyde Hanım Cad. F Sitesi Kuzu 34 Plaza No: 3 İç Kapı No: 1 34197 Bahçelievler / İstanbul,"BIST 500, BIST TÜM-100, BIST MALİ, BIST TÜM, BIST ANA, BIST GAYRİMENKUL YAT. ORT.",MALİ KURULUŞLAR,ANA PAZAR
KUTPO,KÜTAHYA PORSELEN SANAYİ A.Ş.,KÜTAHYA,www.kutahyaporselen.com.tr,iletisim@kutahyaporselen.com.tr,ESKİŞEHİR KARAYOLU 8. KM. 43001 KÜTAHYA,"BIST TAŞ, TOPRAK, BIST ANA, BIST TÜM-100, BIST KATILIM TUM, BIST 500, BIST TÜM, BIST SINAİ",İMALAT,ANA PAZAR
KTSKR,KÜTAHYA ŞEKER FABRİKASI A.Ş.,KÜTAHYA,www.kutahyaseker.com.tr,info@kutahyaseker.com.tr,Eskişehir Yolu Üzerinde Gaybiefendi Mahallesi Atatürk Bulvarı No:95 Merkez/KÜTAHYA,"BIST ANA, BIST SINAİ, BIST GIDA, İÇECEK, BIST 500, BIST TÜM-100, BIST TÜM",İMALAT,ANA PAZAR
LIDER,LDR TURİZM A.Ş.,İSTANBUL,www.liderfilo.com.tr,info@liderfilo.com.tr,Maslak Mah. Eski Büyükdere Cad. Giz 2000 Plaza No:7 K:14 D:55-56 Sarıyer / İstanbul,"BIST YILDIZ, BIST İSTANBUL, BIST TÜM, BIST HİZMETLER, BIST GERİ ALIM, BIST TÜM-100, BIST TEMETTÜ, BIST 500",İDARİ VE DESTEK HİZMET FAALİYETLERİ,"KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA, YILDIZ PAZAR"
LIDFA,LİDER FAKTORİNG A.Ş.,İSTANBUL,www.liderfaktoring.com.tr,"info@liderfaktoring.com.tr, yatirimciiliskileri@liderfaktoring.com.tr",Huzur Mahallesi Azerbaycan Caddesi No:4 Skyland B Blok Kat:35 Daire:494-507 Sarıyer / İstanbul,"BIST FİN. KİR. FAKTORİNG, BIST MALİ, BIST 500, BIST ANA, BIST KURUMSAL YÖNETİM, BIST TÜM-100, BIST TÜM",MALİ KURULUŞLAR,"ANA PAZAR, KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA"
LILAK,LİLA KAĞIT SANAYİ VE TİCARET A.Ş.,İSTANBUL,www.lilakagit.com,info@lilakagit.com,Business İstanbul Merdivenköy Mahallesi Nur Sokak A-Blok No: 1A Kat: 16-17 Göztepe/ Kadıköy 34732 İstanbul Türkiye,"BIST 500, BIST YILDIZ, BIST TÜM, BIST ORMAN, KAĞIT, BASIM, BIST KURUMSAL YÖNETİM, BIST TEKİRDAĞ, BIST SINAİ, BIST TEMETTÜ, BIST TÜM-100",İMALAT,YILDIZ PAZAR
LMKDC,LİMAK DOĞU ANADOLU ÇİMENTO SANAYİ VE TİCARET A.Ş.,ŞANLIURFA,www.limakdoguanadolucimento.com,"info@limakdoguanadolucimento.com, sesendemir@limakdoguanadolucimento.com",KURTALAN ÇİMENTO FABRİKASI KURTALAN SİİRT,"BIST KATILIM TUM, BIST KATILIM 100, BIST TAŞ, TOPRAK, BIST TÜM, BIST SINAİ, BIST 500, BIST YILDIZ, BIST TÜM-100",İMALAT,YILDIZ PAZAR
LINK,LİNK BİLGİSAYAR SİSTEMLERİ YAZILIMI VE DONANIMI SANAYİ VE TİCARET A.Ş.,İSTANBUL,www.link.com.tr,info@link.com.tr,Kısıklı Caddesi No: 2 \nAk İş Merkezi A Blok Kat:2 \nAltunizade Üsküdar 34662 \nİstanbul,"BIST TEKNOLOJİ, BIST TÜM, BIST TÜM-100, BIST İSTANBUL, BIST BİLİŞİM, BIST 500, BIST YILDIZ",TEKNOLOJİ,YILDIZ PAZAR
LOGO,LOGO YAZILIM SANAYİ VE TİCARET A.Ş.,KOCAELİ,www.logo.com.tr,logo@logo.com.tr,Gebze Organize Sanayi Bölgesi Şahabettin Bilgisu Cad. No:609 Gebze Kocaeli,"BIST TÜM, BIST TEMETTU 5 YIL, BIST KATILIM 100, BIST YILDIZ, BIST KOCAELİ, BIST KATILIM TUM, BIST TÜM-100, BIST TEKNOLOJİ, BIST 500, BIST KURUMSAL YÖNETİM, BIST KATILIM TEMETTU, BIST SÜRDÜRÜLEBİLİRLİK KATILIM, BIST BİLİŞİM, BIST TEMETTÜ, BIST SÜRDÜRÜLEBİLİRLİK, BIST GERİ ALIM",TEKNOLOJİ,YILDIZ PAZAR
LKMNH,LOKMAN HEKİM ENGÜRÜSAĞ SAĞLIK TURİZM EĞİTİM HİZMETLERİ VE İNŞAAT TAAHHÜT A.Ş.,ANKARA,www.lokmanhekim.com.tr,yatirimdanisma@lokmanhekim.com.tr,Kentpark Ofis Dumlupınar Bulvarı No:164/306 Çankaya-ANKARA,"BIST KATILIM TUM, BIST 500, BIST TEMETTU 5 YIL, BIST ANKARA, BIST ANA, BIST TEMETTÜ, BIST TÜM, BIST HİZMETLER, BIST KATILIM TEMETTU, BIST GERİ ALIM, BIST TEMETTU 10 YIL, BIST TÜM-100",EĞİTİM SAĞLIK SPOR VE EĞLENCE HİZMETLERİ,ANA PAZAR
LRSHO,LORAS HOLDİNG A.Ş.,KONYA,www.lorasholding.com,info@lorasholding.com,Musalla Bağları Mah.Kule Caddesi Kule Plaza Kat:36 No:2/62 Selçuklu/KONYA,"BIST 500, BIST HOLDİNG VE YATIRIM, BIST YILDIZ, BIST TÜM, BIST TÜM-100, BIST MALİ, BIST KONYA",MALİ KURULUŞLAR,YILDIZ PAZAR
LXGYO,LUXERA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,www.luxera.com.tr,yatirimci.iliskileri@luxera.com.tr,"Yeşilköy Mahallesi, Atatürk Caddesi, Dünya Ticaret Merkezi, EGS Business Park, B3 Blok, Zemin Kat, No: 12/10 Bakırköy-İstanbul","BIST ANA, BIST TÜM-100, BIST HALKA ARZ, BIST KATILIM TUM, BIST GAYRİMENKUL YAT. ORT., BIST MALİ, BIST TÜM",MALİ KURULUŞLAR,ANA PAZAR
LUKSK,LÜKS KADİFE TİCARET VE SANAYİİ A.Ş.,KAYSERİ,www.lukskadife.com.tr,"ilker.ozdemir@lukskadife.com.tr, tugba.sahin@lukskadife.com.tr",ORGANİZE SANAYİ BÖLGESİ 18.CADDE NO:30 MELİKGAZİ / KAYSERİ,"BIST TEKSTİL, DERİ, BIST KAYSERİ, BIST TÜM-100, BIST SINAİ, BIST TÜM, BIST KOBI SANAYİ, BIST ANA",İMALAT,ANA PAZAR
LYDHO,LYDİA HOLDİNG A.Ş.,İSTANBUL,www.lydiaholding.com,info@lydiaholding.com,Levazım Mah. Vadi Cad. Zorlu Center No:2 İç Kapı No: 141 Beşiktaş/İstanbul,"BIST İSTANBUL, BIST YILDIZ, BIST TÜM, BIST 500, BIST TÜM-100, BIST MALİ, BIST HOLDİNG VE YATIRIM",MALİ KURULUŞLAR,YILDIZ PAZAR
LYDYE,LYDİA YEŞİL ENERJİ KAYNAKLARI A.Ş.,İSTANBUL,www.lydiayesilenerji.com,info@lydiayesilenerji.com,Levazım Mah. Vadi Cad. Zorlu Center No:2 İç Kapı No: 141 Beşiktaş/İstanbul,"BIST 500, BIST ANA, BIST ELEKTRİK, BIST TÜM-100, BIST HİZMETLER, BIST TÜM",ELEKTRİK GAZ VE SU,ANA PAZAR
MACKO,MACKOLİK İNTERNET HİZMETLERİ TİCARET A.Ş.,İSTANBUL,www.mackolik.com,,Zühtüpaşa Mah. Şefikbey Sok. No:1 Kadıköy/İstanbul 34724,"BIST HİZMETLER, BIST TÜM-100, BIST TEMETTÜ, BIST İSTANBUL, BIST TÜM, BIST 500, BIST ANA",EĞİTİM SAĞLIK SPOR VE EĞLENCE HİZMETLERİ,ANA PAZAR
MAKIM,MAKİM MAKİNA TEKNOLOJİLERİ SANAYİ VE TİCARET A.Ş.,ANKARA,www.makim.com.tr,info@makim.com.tr,HAB OSB Mahallesi G5 Caddesi No:4 Kahramankazan/ANKARA,"BIST ANA, BIST TÜM-100, BIST METAL EŞYA, MAKİNA, BIST 500, BIST ANKARA, BIST KATILIM TUM, BIST TÜM, BIST SINAİ",İMALAT,ANA PAZAR
MAKTK,MAKİNA TAKIM ENDÜSTRİSİ A.Ş.,İSTANBUL,www.makinatakim.com.tr,,Kısıklı Mah. Ferah Cad. Yıldız Holding Placid Bloğu Blok No:1A Üsküdar/İSTANBUL,"BIST ANA, BIST TÜM, BIST KOCAELİ, BIST METAL EŞYA, MAKİNA, BIST SINAİ, BIST TÜM-100, BIST 500",İMALAT,ANA PAZAR
MANAS,MANAS ENERJİ YÖNETİMİ SANAYİ VE TİCARET A.Ş.,ANKARA,www.manas.com.tr,info@manas.com.tr,A.S.O. 1. Organize Sanayi Bölgesi Anadolu Caddesi No: 25 06935 Sincan - Ankara,"BIST ANA, BIST ANKARA, BIST TÜM-100, BIST TÜM, BIST BİLİŞİM, BIST 500, BIST TEKNOLOJİ",TEKNOLOJİ,ANA PAZAR
MRBAS MRS,MARBAŞ MENKUL DEĞERLER A.Ş.,İSTANBUL,www.marbasmenkul.com.tr,iletisim@marbasmenkul.com.tr,ESENTEPE MAH. ECZA SOKAK SAFTER İŞ HANI NO:6 İÇ KAPI NO:7 ŞİŞLİ / İSTANBUL,,,KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA
MAGEN,MARGÜN ENERJİ ÜRETİM SANAYİ VE TİCARET A.Ş.,ANKARA,www.margunenerji.com.tr,info@margunenerji.com.tr,Next Level Loft Ofis Kızılırmak Mahallesi Ufuk Üniversitesi Caddesi No 4/69 Kat: 25/26 Çankaya / ANKARA,"BIST KATILIM 100, BIST 500, BIST SÜRDÜRÜLEBİLİRLİK, BIST 100-30, BIST HİZMETLER, BIST KATILIM 50, BIST ANKARA, BIST SÜRDÜRÜLEBİLİRLİK KATILIM, BIST KATILIM TUM, BIST 100, BIST TÜM, BIST ELEKTRİK, BIST YILDIZ",ELEKTRİK GAZ VE SU,YILDIZ PAZAR
MRMAG,MARKA MAĞAZACILIK A.Ş.,İSTANBUL,www.marksandspencer.com.tr,,Ünalan Mah.Libadiye Cd.Emaar Square F Blok No:82F/10 Üsküdar İstanbul,,,KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA
MARKA,MARKA YATIRIM HOLDİNG A.Ş.,İSTANBUL,www.markaholding.com.tr,info@markaholding.com.tr,Vişnezade Mahallesi Süleyman Seba Caddesi No:79 İç Kapı No:1 Beşiktaş/İSTANBUL (Adres Kodu: 1420342089),"BIST HOLDİNG VE YATIRIM, BIST TÜM-100, BIST MALİ, BIST İSTANBUL, BIST ANA, BIST TÜM, BIST 500",MALİ KURULUŞLAR,ANA PAZAR
MARMR,MARMARA HOLDİNG A.Ş.,KOCAELİ,www.marmaraholding.net,yatirimciiliskileri@marmaraholding.net,DİLOVASIOSB MAH. LIMAN CAD. NO: 7/1 İÇ KAPI NO: - DİLOVASI / KOCAELİ,"BIST TÜM-100, BIST TÜM, BIST KOCAELİ, BIST SINAİ, BIST ANA, BIST KİMYA, PETROL, PLASTİK, BIST 500",İMALAT,ANA PAZAR
MAALT,MARMARİS ALTINYUNUS TURİSTİK TESİSLER A.Ş.,ANTALYA,www.mares.com.tr,"Yatirimciiliskileri_maalt@divan.com.tr, marmarisaltinyunus@divan.com.tr, info.divanantalya@divan.com.tr, talyaoteli@divan.com.tr",GENÇLİK MAHALLESİ FEVZİ ÇAKMAK CADDESİ NO:30 07100 MURATPAŞA/ANTALYA,"BIST ANTALYA, BIST TURİZM, BIST KONAKLAMA, BIST TÜM, BIST HİZMETLER, BIST TÜM-100, BIST ANA, BIST 500",OTELLER VE LOKANTALAR,ANA PAZAR
MRSHL,MARSHALL BOYA VE VERNİK SANAYİİ A.Ş.,KOCAELİ,www.marshallboya.com,,Dilovası Organize Sanayi Bölgesi \n1. Kısım Tuna Caddesi No:1\n41455 Dilovası / Kocaeli / Türkiye \n,"BIST KOCAELİ, BIST TÜM-100, BIST ANA, BIST KİMYA, PETROL, PLASTİK, BIST SINAİ, BIST 500, BIST TÜM",İMALAT,ANA PAZAR
MRGYO,MARTI GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,www.martigyo.com,info@martigyo.com,Ömer Avni Mah. İnönü Cad. Dersan Han No:46/3 Gümüşsuyu-Beyoğlu/İstanbul,"BIST GAYRİMENKUL YAT. ORT., BIST MALİ, BIST ANA, BIST 500, BIST TÜM-100, BIST TÜM",MALİ KURULUŞLAR,ANA PAZAR
MARTI,MARTI OTEL İŞLETMELERİ A.Ş.,İSTANBUL,www.marti.com.tr,marti@marti.com.tr,Ömer Avni Mah. Dümen Sok. Gümüşsuyu İş Merkezi. No:11/5 Beyoğlu/İstanbul,"BIST ANTALYA, BIST HİZMETLER, BIST TÜM, BIST 500, BIST TURİZM, BIST ANA, BIST KONAKLAMA, BIST TÜM-100",OTELLER VE LOKANTALAR,ANA PAZAR
MTRKS,MATRİKS FİNANSAL TEKNOLOJİLER A.Ş.,İSTANBUL,www.matriksdata.com,"matriks@matriksdata.com, yatirimciiliskileri@matriksdata.com","İzzetpaşa Mahallesi, Yeni Yol Cad. No 3, Nurol Tower, Kat:18 D:125 Ofis 1808 34381 Şişli / İSTANBUL","BIST TEMETTÜ, BIST ANA, BIST TÜM-100, BIST 500, BIST TEMETTU 5 YIL, BIST TEKNOLOJİ, BIST BİLİŞİM, BIST TÜM, BIST İSTANBUL",TEKNOLOJİ,ANA PAZAR
MAVI,MAVİ GİYİM SANAYİ VE TİCARET A.Ş.,İSTANBUL,www.mavi.com,"yatirimciliskileri@mavi.com, investorrelations@mavi.com","Huzur Mahallesi, Azerbaycan Caddesi, D Blok No:4D/7, İç Kapı No: 457, Sarıyer/İstanbul","BIST KATILIM TEMETTU, BIST PERAKENDE TICARET, BIST KATILIM TUM, BIST TEMETTÜ, BIST SÜRDÜRÜLEBİLİRLİK 25, BIST HİZMETLER, BIST SÜRDÜRÜLEBİLİRLİK KATILIM, BIST TEMETTÜ 25, BIST TİCARET, BIST 100, BIST KATILIM 50, BIST 500, BIST TEMETTU 5 YIL, BIST TÜM, BIST SÜRDÜRÜLEBİLİRLİK, BIST KATILIM 100, BIST YILDIZ, BIST GERİ ALIM, BIST KATILIM 30, BIST 50, BIST 100-30",TOPTAN VE PERAKENDE TİCARET,YILDIZ PAZAR
MZHLD,MAZHAR ZORLU HOLDİNG A.Ş.,İZMİR,www.mazharzorlu.com,info@mazharzorlu.com.tr,10003 SOKAK NO: 6 A.O.S.B. ÇİĞLİ - İZMİR,"BIST HOLDİNG VE YATIRIM, BIST TÜM, BIST İZMİR, BIST TÜM-100, BIST MALİ",MALİ KURULUŞLAR,ALT PAZAR
MDIAZ,MEDİAZZ YENİ MEDYA VE TEKNOLOJİ YATIRIMLARI A.Ş.,İSTANBUL,https://mediazz.com.tr/,,Elektronik Posta Adresi,,,KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA
MEDTR,MEDİTERA TIBBİ MALZEME SANAYİ VE TİCARET A.Ş.,İZMİR,www.meditera.com.tr,yatirimci@meditera.com.tr,İBNİ MELEK OSB MAHALLESİ TOSBİ YOL 4 SOKAK NO:29 TİRE-İZMİR,"BIST TÜM-100, BIST SINAİ, BIST KİMYA, PETROL, PLASTİK, BIST KATILIM TEMETTU, BIST KATILIM TUM, BIST 500, BIST TÜM, BIST İZMİR, BIST ANA",İMALAT,ANA PAZAR
MEGMT,MEGA METAL SANAYİ VE TİCARET A.Ş.,İSTANBUL,www.megametal.com.tr,info@megametal.com.tr,"Levent, Karanfil Sokak, N:6 34330 Beşiktaş İstanbul","BIST KATILIM TUM, BIST KAYSERİ, BIST METAL ANA, BIST 500, BIST TÜM, BIST TÜM-100, BIST SINAİ, BIST YILDIZ, BIST KATILIM 100",İMALAT,YILDIZ PAZAR
MEGAP,MEGA POLİETİLEN KÖPÜK SANAYİ VE TİCARET A.Ş.,İSTANBUL,www.mega-pol.com.tr,"info@mega-pol.com.tr, yatirimci@mega-pol.com.tr",- PINARBAŞI OSB MH. ARİFAĞAOĞLU BLV. NO:55 BESNİ-ADIYAMAN,,İMALAT,YAKIN İZLEME PAZARI
MEKAG,MEKA GLOBAL MAKİNE İMALAT SANAYİ VE TİCARET A.Ş.,ANKARA,www.mekaglobal.com,yatirimci@mekaglobal.com,"İsmet İnönü Blv. No:12, 06909 Malıköy Başkent OSB Sincan ANKARA - TURKEY","BIST SINAİ, BIST ANA, BIST METAL EŞYA, MAKİNA, BIST ANKARA, BIST KATILIM TUM, BIST TÜM, BIST 500, BIST TÜM-100",İMALAT,ANA PAZAR
MEKMD MSA,MEKSA YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,www.meksa.com.tr,meksa@meksa.com.tr,ŞEHİT TEĞMEN ALİ YILMAZ SOKAK GÜVEN SAZAK PLAZA NO:13 A BLOK K:3-4 B LOK K:1-2 KAVACIK 34810 BEYKOZ İSTANBUL,,,KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA
MNDRS,MENDERES TEKSTİL SANAYİ VE TİCARET A.Ş.,İZMİR,menderes.com,"menderes@menderes.com, yatirimciiliskileri@menderes.com",Adalet Mah. Manas Bulvarı A Blok No:47 Kat:42 35530 Bayraklı/İZMİR,"BIST TÜM-100, BIST 500, BIST TÜM, BIST ANA, BIST DENİZLİ, BIST TEKSTİL, DERİ, BIST SINAİ",İMALAT,ANA PAZAR
MERCN,MERCAN KİMYA SANAYİ VE TİCARET A.Ş.,DENİZLİ,www.mercankimya.com.tr,"mercan@mercankimya.com.tr, yatirimciiliskileri@mercankimya.com.tr",HACIEYÜPLÜ MAH. 3125 SOK. NO:23 MERKEZEFENDİ/DENİZLİ,"BIST KATILIM 100, BIST TÜM, BIST DENİZLİ, BIST TEMETTU 5 YIL, BIST ANA, BIST TÜM-100, BIST KATILIM TUM, BIST SINAİ, BIST 500, BIST KİMYA, PETROL, PLASTİK, BIST GERİ ALIM",İMALAT,ANA PAZAR
MRBKF,MERCEDES BENZ KAMYON FİNANSMAN A.Ş.,İSTANBUL,mercedesbenzkamyonfinansman.com.tr,mbkf-treasury@daimlertruck.com,Akçaburgaz Mahallesi Süleyman Şah Caddesi Mercedes FB.ST.EĞİ.BN.BL No: 6/2 İç Kapı No:1 Esenyurt / İstanbul,,,KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA
MBFTR,MERCEDES-BENZ FİNANSMAN TÜRK A.Ş.,İSTANBUL,www.mercedes-benz-finansalhizmetler.com,mbft_tre@mercedes-benz.com,"Ayazağa Mahallesi, Azerbaycan Caddesi, 1C Blok, No:3D, İç Kapı No: 8 Sarıyer / İstanbul",,,KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA
MERIT,MERİT TURİZM YATIRIM VE İŞLETME A.Ş.,İSTANBUL,www.meritturizm.com,info@meritturizm.com,ETİLER MAHALLESİ BADE SOKAK NO:9 34337 ETİLER BEŞİKTAŞ / İSTANBUL,"BIST İSTANBUL, BIST ANA, BIST TÜM, BIST HİZMETLER, BIST TURİZM, BIST 500, BIST KONAKLAMA, BIST TEMETTÜ, BIST TÜM-100",OTELLER VE LOKANTALAR,ANA PAZAR
MERKO,MERKO GIDA SANAYİ VE TİCARET A.Ş.,İSTANBUL,www.merko.com.tr,"mali@merko.com.tr, genel@merko.com.tr",,"BIST SINAİ, BIST ANA, BIST 500, BIST TÜM-100, BIST KATILIM TUM, BIST BURSA, BIST GIDA, İÇECEK, BIST GERİ ALIM, BIST TÜM",İMALAT,ANA PAZAR
METEN,METGÜN ENERJİ YATIRIMLARI A.Ş.,İSTANBUL,metgunenerji.com.tr,yatirimciiliskileri@metgunenerji.com.tr,Huzur Mah. Maslak Ayazağa Cad. Metgün Binası No: 2 34475 Sarıyer / İstanbul,,,KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA
